"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00290915","2016-09-13","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  294",",,7","   94",",,7",,,,,,,,,"  222",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-14","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  306",",,7","  122",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-15","34.4219","-106.8325","1443.2","BERNARDO, NM US","  287",",,7,1800","    0",",,7","    0",",,7","  300",",,7","   83",",,7",,,,,,,,,"  194",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-16","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  294",",,7","   89",",,7",,,,,,,,,"  217",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-17","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  294",",,7","   94",",,7",,,,,,,,,"  150",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-18","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00290915","2016-09-19","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  317",",,7","   39",",,7",,,,,,,,,"  150",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-20","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  339",",,7","   72",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-21","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  328",",,7","  133",",,7",,,,,,,,,"  239",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-22","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00290915","2016-09-23","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  294",",,7","  133",",,7",,,,,,,,,"  156",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-24","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0","T,,7,1800","    0",",,7","    0",",,7","  244",",,7","   33",",,7",,,,,,,,,"  189",",,7,1800",,,,,,,,,,,,
"USC00290915","2016-09-25","34.4219","-106.8325","1443.2","BERNARDO, NM US","    0",",,7,1800","    0",",,7","    0",",,7","  256",",,7","   50",",,7",,,,,,,,,"  183",",,7,1800",,,,,,,,,,,,
