"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA006070QK6","2018-06-26","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    0",",,C","    0",",,C","    0",",,C","  270",",,C","   55",",,C",,,,,"  163",",,C"
"CA006070QK6","2018-06-27","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    0",",,C","    0",",,C","    0",",,C","  280",",,C","   70",",,C",,,,,"  175",",,C"
"CA006070QK6","2018-06-28","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","   10",",,C","    0",",,C","    0",",,C","  285",",,C","  140",",,C",,,,,"  213",",,C"
"CA006070QK6","2018-06-29","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","  126",",,C","    0",",,C","    0",",,C","  310",",,C","  120",",,C",,,,,"  215",",,C"
"CA006070QK6","2018-06-30","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","  180",",,C","    0",",,C","    0",",,C","  215",",,C","  165",",,C",,,,,"  190",",,C"
"CA006070QK6","2018-07-01","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","   30",",,C","    0",",,C","    0",",,C","  280",",,C","  145",",,C",,,,,"  213",",,C"
"CA006070QK6","2018-07-02","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    0",",,C","    0",",,C","    0",",,C","  265",",,C","  170",",,C",,,,,"  218",",,C"
"CA006070QK6","2018-07-03","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    2",",,C","    0",",,C","    0",",,C","  285",",,C","  130",",,C",,,,,"  208",",,C"
"CA006070QK6","2018-07-04","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    0",",,C","    0",",,C","    0",",,C","  325",",,C","  165",",,C",,,,,"  245",",,C"
"CA006070QK6","2018-07-05","49.3833","-82.1167","245.0","BONNER LAKE, ON CA","    0",",,C","    0",",,C","    0",",,C","  300",",,C","  195",",,C",,,,,"  248",",,C"
