"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USS0016H04S","2018-07-06","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  235",",,T","  127",",,T","  178",",,T","  164",",,T"
"USS0016H04S","2018-07-07","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  239",",,T","  140",",,T","  186",",,T","  174",",,T"
"USS0016H04S","2018-07-08","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  252",",,T","  158",",,T","  202",",,T","  172",",,T"
"USS0016H04S","2018-07-09","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  258",",,T","  156",",,T","  203",",,T","  172",",,T"
"USS0016H04S","2018-07-10","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  238",",,T","  144",",,T","  185",",,T","  156",",,T"
"USS0016H04S","2018-07-11","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  244",",,T","  146",",,T","  188",",,T","  164",",,T"
"USS0016H04S","2018-07-12","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  236",",,T","  140",",,T","  187",",,T","  165",",,T"
"USS0016H04S","2018-07-13","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  247",",,T","  139",",,T","  195",",,T","  180",",,T"
"USS0016H04S","2018-07-14","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  248",",,T","  164",",,T","  199",",,T","  183",",,T"
"USS0016H04S","2018-07-15","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  253",",,T","  141",",,T","  190",",,T","  145",",,T"
"USS0016H04S","2018-07-16","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  240",",,T","  144",",,T","  184",",,T","  150",",,T"
"USS0016H04S","2018-07-17","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  240",",,T","  134",",,T","  186",",,T","  168",",,T"
"USS0016H04S","2018-07-18","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  255",",,T","  158",",,T","  203",",,T","  170",",,T"
"USS0016H04S","2018-07-19","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  260",",,T","  149",",,T","  202",",,T","  182",",,T"
"USS0016H04S","2018-07-20","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  255",",,T","  170",",,T","  203",",,T","  175",",,T"
"USS0016H04S","2018-07-21","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  244",",,T","  155",",,T","  192",",,T","  159",",,T"
"USS0016H04S","2018-07-22","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  235",",,T","  140",",,T","  184",",,T","  174",",,T"
"USS0016H04S","2018-07-23","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  241",",,T","  142",",,T","  185",",,T","  171",",,T"
"USS0016H04S","2018-07-24","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  262",",,T","  149",",,T","  198",",,T","  154",",,T"
"USS0016H04S","2018-07-25","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  247",",,T","  153",",,T","  193",",,T","  172",",,T"
"USS0016H04S","2018-07-26","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  252",",,T","  157",",,T","  199",",,T","  175",",,T"
"USS0016H04S","2018-07-27","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  251",",,T","  159",",,T","  201",",,T","  176",",,T"
"USS0016H04S","2018-07-28","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  239",",,T","  151",",,T","  191",",,T","  163",",,T"
"USS0016H04S","2018-07-29","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  245",",,T","  147",",,T","  193",",,T","  172",",,T"
"USS0016H04S","2018-07-30","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  263",",,T","  160",",,T","  207",",,T","  192",",,T"
"USS0016H04S","2018-07-31","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  277",",,T","  175",",,T","  214",",,T","  175",",,T"
"USS0016H04S","2018-08-01","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  250",",,T","  160",",,T","  201",",,T","  180",",,T"
"USS0016H04S","2018-08-02","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  233",",,T","  125",",,T","  186",",,T","  151",",,T"
"USS0016H04S","2018-08-03","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  204",",,T","  134",",,T","  162",",,T","  139",",,T"
"USS0016H04S","2018-08-04","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  194",",,T","  120",",,T","  154",",,T","  125",",,T"
"USS0016H04S","2018-08-05","41.53","-116.01","2566.4","JACKS PEAK, NV US","    0",",,T","    0",",,T","  192",",,T","   90",",,T","  143",",,T","  121",",,T"
