"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00486428","2018-06-07","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   33",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-08","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   33",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-09","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   39",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-10","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   67",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-11","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","    6",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-12","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -22",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-13","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   -6",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-14","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   61",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-15","43.65358","-110.71681","1964.1","MOOSE, WY US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   61",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-16","43.65358","-110.71681","1964.1","MOOSE, WY US","   48",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   67",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-17","43.65358","-110.71681","1964.1","MOOSE, WY US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  100",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-18","43.65358","-110.71681","1964.1","MOOSE, WY US","  401",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   78",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-19","43.65358","-110.71681","1964.1","MOOSE, WY US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   28",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,
"USC00486428","2018-06-20","43.65358","-110.71681","1964.1","MOOSE, WY US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   22",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
