"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00097072","2018-06-14","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","  204",",,a","  125",",,a","   65",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-15","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","  176",",,a","  114",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-16","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","  150",",,a","  109",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-17","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","  202",",,a","  122",",,a","   65",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-18","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","    2",",,a","  113",",,a","   21",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-19","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","    2",",,a","  138",",,a","    9",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-20","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","    0",",,a","  139",",,a","   13",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-21","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","   56",",,a","  132",",,a","   65",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-22","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","    8",",,a","  135",",,a","   64",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-23","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","  150",",,a","  116",",,a","   71",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-24","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","   26",",,a","  111",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-25","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","   48",",,a","  127",",,a","   54",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-26","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","   32",",,a","  137",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00097072","2018-06-27","-42.155","145.2908","21.0","STRAHAN AERODROME, AS","    2",",,a","  119",",,a","   42",",,a",,,,,,,,,,,,,,
