"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00366111","2018-06-10","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  328",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  178",",,7",,,,,,,"  178",",,7,",,,"    1",",,7",,,,,,,"    1",",,7"
"USC00366111","2018-06-11","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  188",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  150",",,7",,,,,,,"  156",",,7,",,,"    1",",,7",,,,,,,"    1",",,7"
"USC00366111","2018-06-12","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","  122",",,7",,,,,,,"  128",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-13","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  128",",,7",,,,,,,"  200",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-14","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  104",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  139",",,7",,,,,,,"  139",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-15","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  117",",,7",,,,,,,"  122",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-16","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  117",",,7",,,,,,,"  167",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-17","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,"  211",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-18","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  206",",,7",,,,,,,"  211",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-19","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  211",",,7",,,,,,,"  239",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-20","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  183",",,7",,,,,,,"  194",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-21","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  411",",,7,0700","    0",",,7,","    0",",,7,0700","  294",",,7","  189",",,7",,,,,,,"  189",",,7,",,,,,,,,,,,"    1",",,7"
"USC00366111","2018-06-22","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   64",",,7,0700","    0",",,7,","    0",",,7,0700","  267",",,7","  172",",,7",,,,,,,"  178",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-23","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  172",",,7",,,,,,,"  183",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-24","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  155",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  178",",,7",,,,,,,"  189",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-25","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  172",",,7",,,,,,,"  172",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-26","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  133",",,7",,,,,,,"  139",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-27","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  133",",,7",,,,,,,"  189",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-28","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  137",",,7,0700","    0",",,7,","    0",",,7,0700","  267",",,7","  183",",,7",,,,,,,"  217",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-29","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  161",",,7",,,,,,,"  167",",,7,",,,,,,,,,,,,
"USC00366111","2018-06-30","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  317",",,7","  161",",,7",,,,,,,"  233",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-01","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  328",",,7","  183",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-02","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  344",",,7","  217",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-03","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   76",",,7,0700","    0",",,7,","    0",",,7,0700","  339",",,7","  211",",,7",,,,,,,"  217",",,7,",,,"    1",",,7",,,,,,,,
"USC00366111","2018-07-04","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  344",",,7","  206",",,7",,,,,,,"  256",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-05","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   13",",,7,0700","    0",",,7,","    0",",,7,0700","  356",",,7","  233",",,7",,,,,,,"  239",",,7,",,,"    1",",,7",,,,,,,,
"USC00366111","2018-07-06","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  376",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  217",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-07","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  128",",,7",,,,,,,"  211",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-08","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  272",",,7","  117",",,7",,,,,,,"  178",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-09","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  294",",,7","  133",",,7",,,,,,,"  139",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-10","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  306",",,7","  139",",,7",,,,,,,"  172",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-11","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   10",",,7,0700","    0",",,7,","    0",",,7,0700","  322",",,7","  139",",,7",,,,,,,"  161",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-12","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  139",",,7",,,,,,,"  144",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-13","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  294",",,7","  144",",,7",,,,,,,"  156",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-14","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  317",",,7","  156",",,7",,,,,,,"  183",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-15","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  339",",,7","  183",",,7",,,,,,,"  222",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-16","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","  218",",,7,0700","    0",",,7,","    0",",,7,0700","  339",",,7","  183",",,7",,,,,,,"  200",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-17","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   23",",,7,0700","    0",",,7,","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,"  228",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-18","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","  317",",,7","  139",",,7",,,,,,,"  139",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-19","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","  139",",,7",,,,,,,"  139",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-20","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  294",",,7","  139",",,7",,,,,,,"  167",",,7,",,,,,,,,,,,,
"USC00366111","2018-07-21","40.412","-79.7245","262.1","MURRYSVILLE 2 SW, PA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","  311",",,7","  156",",,7",,,,,,,"  211",",,7,",,,,,,,,,,,,
