"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"FKM00088881","2016-12-25","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   58","H,,S"
"FKM00088881","2016-12-26","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   15",",,S","   46","H,,S"
"FKM00088881","2016-12-27","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   71","H,,S"
"FKM00088881","2016-12-28","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   48",",,S","   73","H,,S"
"FKM00088881","2016-12-29","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   62","H,,S"
"FKM00088881","2016-12-30","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   32",",,S","   64","H,,S"
"FKM00088881","2016-12-31","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   61",",,S","   74","H,,S"
"FKM00088881","2017-01-01","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   57","H,,S"
"FKM00088881","2017-01-02","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   54",",,S","   84","H,,S"
"FKM00088881","2017-01-03","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   62","H,,S"
"FKM00088881","2017-01-04","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   41",",,S","   54","H,,S"
"FKM00088881","2017-01-05","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   49","H,,S"
"FKM00088881","2017-01-06","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   20",",,S","   61","H,,S"
"FKM00088881","2017-01-07","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   44","H,,S"
"FKM00088881","2017-01-08","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   28",",,S","   58","H,,S"
"FKM00088881","2017-01-09","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   72","H,,S"
"FKM00088881","2017-01-10","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   48","H,,S"
"FKM00088881","2017-01-11","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   41","H,,S"
"FKM00088881","2017-01-12","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   24",",,S","   56","H,,S"
"FKM00088881","2017-01-13","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   52","H,,S"
"FKM00088881","2017-01-14","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   38","H,,S"
"FKM00088881","2017-01-15","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   35",",,S","   89","H,,S"
"FKM00088881","2017-01-16","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   62",",,S","   92","H,,S"
"FKM00088881","2017-01-17","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   65","H,,S"
"FKM00088881","2017-01-18","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   41","H,,S"
"FKM00088881","2017-01-19","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   27",",,S","   77","H,,S"
"FKM00088881","2017-01-20","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  117","H,,S"
"FKM00088881","2017-01-21","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  103","H,,S"
"FKM00088881","2017-01-22","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   46",",,S","   86","H,,S"
"FKM00088881","2017-01-23","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   57",",,S","   87","H,,S"
"FKM00088881","2017-01-24","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   52","H,,S"
"FKM00088881","2017-01-25","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   41",",,S","   76","H,,S"
"FKM00088881","2017-01-26","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   65",",,S","   97","H,,S"
"FKM00088881","2017-01-27","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  108","H,,S"
"FKM00088881","2017-01-28","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  100","H,,S"
"FKM00088881","2017-01-29","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   74",",,S","   87","H,,S"
"FKM00088881","2017-01-30","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   87","H,,S"
"FKM00088881","2017-01-31","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   43",",,S","   69","H,,S"
"FKM00088881","2017-02-01","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   39",",,S","   92","H,,S"
"FKM00088881","2017-02-02","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   96","H,,S"
"FKM00088881","2017-02-03","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  101","H,,S"
"FKM00088881","2017-02-04","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   46","H,,S"
"FKM00088881","2017-02-05","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   49","H,,S"
"FKM00088881","2017-02-06","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   58",",,S","   74","H,,S"
"FKM00088881","2017-02-07","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   62",",,S","   76","H,,S"
"FKM00088881","2017-02-08","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   53",",,S","   73","H,,S"
"FKM00088881","2017-02-09","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   80",",,S","  104","H,,S"
"FKM00088881","2017-02-10","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   99","H,,S"
"FKM00088881","2017-02-11","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   85",",,S","  117","H,,S"
"FKM00088881","2017-02-12","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  106","H,,S"
"FKM00088881","2017-02-13","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   57",",,S","   89","H,,S"
"FKM00088881","2017-02-14","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   90",",,S","  117","H,,S"
"FKM00088881","2017-02-15","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   69",",,S","   91","H,,S"
"FKM00088881","2017-02-16","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  119","H,,S"
"FKM00088881","2017-02-17","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"  108","H,,S"
"FKM00088881","2017-02-18","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   62","H,,S"
"FKM00088881","2017-02-19","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   63","H,,S"
"FKM00088881","2017-02-20","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   78","H,,S"
"FKM00088881","2017-02-21","-51.667","-58.1","458.0","MOUNT KENT, FK",,,,,"   92","H,,S"
"FKM00088881","2017-02-22","-51.667","-58.1","458.0","MOUNT KENT, FK",,,"   59",",,S","   86","H,,S"
