"USC00129113","2018-06-18","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  239",",,7",,,,,"  267",",,7,0700","  256",",,7","  267",",,7","  350",",,7","  300",",,7",,,,,,,,,,,,
"USC00129113","2018-06-19","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  239",",,7",,,,,"  272",",,7,0700","  256",",,7","  267",",,7","  361",",,7","  306",",,7",,,,,,,,,,,,
"USC00129113","2018-06-20","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","   71",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  211",",,7",,,,,"  244",",,7,0700","  256",",,7","  217",",,7","  367",",,7","  306",",,7",,,,,,,,,,,,
"USC00129113","2018-06-21","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  217",",,7",,,,,"  228",",,7,0700","  233",",,7","  267",",,7","  306",",,7","  294",",,7",,,,,,,,,,,,
"USC00129113","2018-06-22","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","  201",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  156",",,7",,,,,"  200",",,7,0700","  222",",,7","  261",",,7","  300",",,7","  289",",,7",,,,,,,,,,,,
"USC00129113","2018-06-23","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  189",",,7",,,,,"  206",",,7,0700","  211",",,7","  244",",,7","  278",",,7","  272",",,7",,,,,,,,,,,,
"USC00129113","2018-06-24","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  178",",,7",,,,,"  228",",,7,0700","  217",",,7","  239",",,7","  256",",,7","  261",",,7",,,,,,,,,,,,
"USC00129113","2018-06-25","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  200",",,7",,,,,"  217",",,7,0700","  217",",,7","  239",",,7","  278",",,7","  267",",,7",,,,,,,,,,,,
"USC00129113","2018-06-26","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  211",",,7",,,,,"  233",",,7,0700","  222",",,7","  239",",,7","  267",",,7","  256",",,7",,,,,,,,,,,,
"USC00129113","2018-06-27","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  206",",,7",,,,,"  222",",,7,0700","  222",",,7","  239",",,7","  283",",,7","  267",",,7",,,"    1",",,7",,,,,,,,
"USC00129113","2018-06-28","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  206",",,7",,,,,"  244",",,7,0700","  222",",,7","  244",",,7","  256",",,7","  267",",,7",,,,,,,,,,,,
"USC00129113","2018-06-29","38.7386","-87.4877","137.8","VINCENNES 5 NE, IN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  217",",,7",,,,,"  244",",,7,0700","  222",",,7","  250",",,7","  294",",,7","  278",",,7",,,,,,,,,,,,
