"USC00502227","2018-07-06","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  200",",,7","  133",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-07","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  161",",,7","  128",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-08","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  122",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-09","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","  122",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-10","55.4772","-133.1408","13.1","CRAIG, AK US","   76",",,7,0800","    0",",,7,","    0",",,7,0800","  183",",,7","  128",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-11","55.4772","-133.1408","13.1","CRAIG, AK US","   76",",,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","  111",",,7",,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-12","55.4772","-133.1408","13.1","CRAIG, AK US","   38",",,7,0800","    0",",,7,","    0",",,7,0800","  133",",,7","  111",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-13","55.4772","-133.1408","13.1","CRAIG, AK US","   25",",,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","   89",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-14","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","   94",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-15","55.4772","-133.1408","13.1","CRAIG, AK US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","  122",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-16","55.4772","-133.1408","13.1","CRAIG, AK US","   99",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","  122",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-17","55.4772","-133.1408","13.1","CRAIG, AK US","  119",",,7,0800","    0",",,7,","    0",",,7,0800","  139",",,7","  122",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-18","55.4772","-133.1408","13.1","CRAIG, AK US","   81",",,7,0800","    0",",,7,","    0",",,7,0800","  150",",,7","  117",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-19","55.4772","-133.1408","13.1","CRAIG, AK US","   25",",,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","  111",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-20","55.4772","-133.1408","13.1","CRAIG, AK US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  106",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-21","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  178",",,7","  106",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-22","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  178",",,7","  117",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-23","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","  111",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-24","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  106",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-25","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  139",",,7","  100",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-26","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","  122",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00502227","2018-07-27","55.4772","-133.1408","13.1","CRAIG, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  194",",,7","  128",",,7",,,,,"  189",",,7,0800","    1",",,7",,,,,,,,,,,,,,,,
