"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00061054","2018-05-02","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","   10",",,a","  232",",,a","  160",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-03","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    2",",,a","  239",",,a","  152",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-04","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  237",",,a","  191",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-05","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  236",",,a","  132",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-06","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  220",",,a","  124",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-07","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  247",",,a","  145",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-08","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  238",",,a","  153",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-09","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  236",",,a","  153",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-10","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  248",",,a","  155",",,a",,,,,,,,,,,,,,
"ASN00061054","2018-05-11","-32.7103","152.1612","25.0","NELSON BAY NELSON HEAD, AS","    0",",,a","  170",",,a","   80",",,a",,,,,,,,,,,,,,
