"USC00426135","2018-06-22","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  156",",,7",,,,,,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-23","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  150",",,7",,,,,,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-24","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  106",",,7",,,,,,,,,"  167",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-25","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  117",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-26","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  178",",,7",,,,,,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-27","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  361",",,7","  172",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-28","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  178",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-29","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  128",",,7",,,,,,,,,"  178",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-06-30","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  100",",,7",,,,,,,,,"  144",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00426135","2018-07-01","39.71203","-111.83198","1568.5","NEPHI, UT US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  100",",,7",,,,,,,,,"  189",",,7,2400",,,,,,,,,,,,,,,,,,
