"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00047813","2018-04-19","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  144",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-20","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  250",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-21","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  311",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-22","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  317",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-23","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  311",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-24","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  306",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-25","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  294",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-26","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  283",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-27","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  267",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00047813","2018-04-28","33.7965","-116.9753","464.8","SAN JACINTO, CA US","    0",",,7,1700",,,,,"  244",",,7","   89",",,7",,,,,,,,,,,,,,
