"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00173862","2018-08-13","43.64759","-70.67498","92.7","HOLLIS, ME US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  161",",,7","  183",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-14","43.64759","-70.67498","92.7","HOLLIS, ME US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  178",",,7","  189",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-15","43.64759","-70.67498","92.7","HOLLIS, ME US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7","  189",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-16","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  189",",,7","  194",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-17","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  106",",,7","  117",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-18","43.64759","-70.67498","92.7","HOLLIS, ME US","  231",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  117",",,7","  211",",,7,0700",,,"    1",",,7","    1",",,7",,,,,,,,
"USC00173862","2018-08-19","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  117",",,7","  122",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-20","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  111",",,7","  122",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-21","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   94",",,7","   94",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-22","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   89",",,7","  161",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-23","43.64759","-70.67498","92.7","HOLLIS, ME US","  152",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  128",",,7","  128",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-08-24","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  100",",,7","  111",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-25","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  106",",,7","  122",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-26","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  122",",,7","  122",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-27","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7","  172",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-28","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  167",",,7","  194",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-29","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  194",",,7","  200",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-30","43.64759","-70.67498","92.7","HOLLIS, ME US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  194",",,7","  217",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-08-31","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  100",",,7","  100",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-01","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   72",",,7","   89",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-02","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   89",",,7","  117",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-03","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  117",",,7","  189",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-04","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  183",",,7","  183",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-05","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7","  178",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-06","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7","  217",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-07","43.64759","-70.67498","92.7","HOLLIS, ME US","  160",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  106",",,7","  111",",,7,0700",,,,,"    1",",,7",,,,,,,,
"USC00173862","2018-09-08","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  106",",,7","  111",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-09","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   39",",,7","   44",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-10","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   39",",,7","   44",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-11","43.64759","-70.67498","92.7","HOLLIS, ME US","  686",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   44",",,7","  139",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-12","43.64759","-70.67498","92.7","HOLLIS, ME US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  139",",,7","  167",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-13","43.64759","-70.67498","92.7","HOLLIS, ME US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  167",",,7","  167",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-14","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  122",",,7","  122",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-15","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7","  111",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-16","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  111",",,7","  139",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-17","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  139",",,7","  139",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-18","43.64759","-70.67498","92.7","HOLLIS, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  133",",,7","  139",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-19","43.64759","-70.67498","92.7","HOLLIS, ME US","   97",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  139",",,7","  139",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-20","43.64759","-70.67498","92.7","HOLLIS, ME US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","  117",",,7","  128",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-21","43.64759","-70.67498","92.7","HOLLIS, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   89",",,7","  106",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-22","43.64759","-70.67498","92.7","HOLLIS, ME US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","  106",",,7","  178",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-23","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   17",",,7","   17",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-24","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   17",",,7","   78",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-25","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   11",",,7","   22",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-26","43.64759","-70.67498","92.7","HOLLIS, ME US","  485",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","   22",",,7","  144",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-27","43.64759","-70.67498","92.7","HOLLIS, ME US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  111",",,7","  117",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-09-28","43.64759","-70.67498","92.7","HOLLIS, ME US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","  111",",,7","  111",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-29","43.64759","-70.67498","92.7","HOLLIS, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   56",",,7","   78",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-09-30","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   44",",,7","   61",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-01","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   61",",,7","   94",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-02","43.64759","-70.67498","92.7","HOLLIS, ME US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   94",",,7","   94",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-03","43.64759","-70.67498","92.7","HOLLIS, ME US","  272",",,7,0700","    0",",,7,0700","    0",",,7,0700","  100",",,7","   83",",,7","   83",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-04","43.64759","-70.67498","92.7","HOLLIS, ME US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","   83",",,7","  128",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-05","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   83",",,7","   83",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-06","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","   22",",,7","   22",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-07","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   22",",,7","  122",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-08","43.64759","-70.67498","92.7","HOLLIS, ME US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   67",",,7","   67",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-09","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   67",",,7","  111",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-10","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  111",",,7","  194",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-11","43.64759","-70.67498","92.7","HOLLIS, ME US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  100",",,7","  100",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-12","43.64759","-70.67498","92.7","HOLLIS, ME US","  175",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   89",",,7","   89",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-13","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","    6",",,7","   39",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-14","43.64759","-70.67498","92.7","HOLLIS, ME US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","  -11",",,7","  -11",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-15","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","  -17",",,7","  -17",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-16","43.64759","-70.67498","92.7","HOLLIS, ME US","   74",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","  -22",",,7","   61",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-17","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   -6",",,7","   17",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-18","43.64759","-70.67498","92.7","HOLLIS, ME US","   10",",,7,0700","    0","T,,7,0700","    0","T,,7,0700","  122",",,7","  -11",",,7","    0",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-19","43.64759","-70.67498","92.7","HOLLIS, ME US","    3",",,7,0700","    5",",,7,0700","    0",",,7,0700","   50",",,7","  -33",",,7","  -11",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-20","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","  -17",",,7","   94",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-21","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","    6",",,7","   33",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-22","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","  -33",",,7","   -6",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-23","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -28",",,7","    6",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-24","43.64759","-70.67498","92.7","HOLLIS, ME US","  132",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","    6",",,7","   22",",,7,0700",,,"    1",",,7","    1",",,7",,,,,,,,
"USC00173862","2018-10-25","43.64759","-70.67498","92.7","HOLLIS, ME US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","  -28",",,7","  -11",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-26","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","  -44",",,7","  -39",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-27","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -39",",,7","    0",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-10-28","43.64759","-70.67498","92.7","HOLLIS, ME US","  170",",,7,0700","    0","T,,7,0700","    0",",,7,0700","   22",",,7","    0",",,7","   22",",,7,0700",,,"    1",",,7",,,"    1",",,7",,,,,,
"USC00173862","2018-10-29","43.64759","-70.67498","92.7","HOLLIS, ME US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","   11",",,7","   28",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-30","43.64759","-70.67498","92.7","HOLLIS, ME US","  112",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","    0",",,7","   28",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-10-31","43.64759","-70.67498","92.7","HOLLIS, ME US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","  -33",",,7","  -33",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-11-01","43.64759","-70.67498","92.7","HOLLIS, ME US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","  -39",",,7","   33",",,7,0700",,,,,,,,,,,,,,
"USC00173862","2018-11-02","43.64759","-70.67498","92.7","HOLLIS, ME US","   99",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","   22",",,7","   78",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00173862","2018-11-03","43.64759","-70.67498","92.7","HOLLIS, ME US","  427",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","   67",",,7","   78",",,7,0700",,,"    1",",,7",,,,,,,,,,
