"USC00107210","2018-05-22","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","   38",",,7,1730","    0",",,7,1730","    0",",,7,1730","  239",",,7","  106",",,7",,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00107210","2018-05-23","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    0",",,7,1730","    0",",,7,1730","    0",",,7,1730","  228",",,7","  122",",,7",,,,,,,"  211",",,7,1730",,,,,,,,,,,,
"USC00107210","2018-05-24","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    0",",,7,1730","    0",",,7,1730","    0",",,7,1730","  244",",,7","  111",",,7",,,,,,,"  228",",,7,1730",,,,,,,,,,,,
"USC00107210","2018-05-25","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    5",",,7,1730","    0",",,7,1730","    0",",,7,1730","  261",",,7","   89",",,7",,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00107210","2018-05-26","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    0",",,7,1730","    0",",,7,1730","    0",",,7,1730","  300",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,
"USC00107210","2018-05-27","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    8",",,7,1730","    0",",,7,1730","    0",",,7,1730","  261",",,7","  106",",,7",,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00107210","2018-05-28","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    3",",,7,1730","    0",",,7,1730","    0",",,7,1730","  194",",,7","  100",",,7",,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00107210","2018-05-29","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    0",",,7,1730","    0",",,7,1730","    0",",,7,1730","  261",",,7","  106",",,7",,,,,,,"  256",",,7,1730",,,,,,,,,,,,
"USC00107210","2018-05-30","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","   15",",,7,1730","    0",",,7,1730","    0",",,7,1730","  261",",,7","  106",",,7",,,,,,,,,,,"    1",",,7",,,,,,,,
"USC00107210","2018-05-31","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","   15",",,7,1730","    0","T,,7,1730","    0",",,7,1730","  256",",,7","  117",",,7",,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,
"USC00107210","2018-06-01","42.87496","-112.44686","1359.4","POCATELLO CITY, ID US","    0",",,7,1730","    0",",,7,1730","    0",",,7,1730","  172",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
