"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA001160H99","2018-06-28","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  183",",,C","   92",",,C","  138",",,C","   19",",,C","  330",",,C"
"CA001160H99","2018-06-29","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","   19",",,C",,,,,"  169",",,C","   98",",,C","  134",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-06-30","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","   69",",,C",,,,,"  164",",,C","   90",",,C","  127",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-01","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    4",",,C",,,,,"  195",",,C","   86",",,C","  141",",,C","   19",",,C","  350",",,C"
"CA001160H99","2018-07-02","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","   15",",,C",,,,,"  128",",,C","   62",",,C","   95",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-03","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    2",",,C",,,,,"  221",",,C","   65",",,C","  143",",,C","    5",",,C","  320",",,C"
"CA001160H99","2018-07-04","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  255",",,C","   81",",,C","  168",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-05","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  305",",,C","  110",",,C","  208",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-06","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","   22",",,C",,,,,"  242",",,C","  131",",,C","  187",",,C","   23",",,C","  330",",,C"
"CA001160H99","2018-07-07","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","   50",",,C",,,,,"  202",",,C","  111",",,C","  157",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-08","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  242",",,C","   82",",,C","  162",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-09","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  265",",,C","   57",",,C","  161",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-10","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  188",",,C","  125",",,C","  157",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-11","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA","    0",",,C",,,,,"  250",",,C","   90",",,C","  170",",,C","    0",",,C","    0",",,C"
"CA001160H99","2018-07-12","52.1333","-119.2833","683.0","BLUE RIVER CS, BC CA",,,,,,,,,,,,,"    0",",,C","    0",",,C"
