"CA002301000","2018-06-24","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"   65","H,,S",,,,
"CA002301000","2018-06-25","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","   18",",,S",,,,,"  120",",,S","    7",",,S",,,,,"   32","H,,S",,,,
"CA002301000","2018-06-26","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"   41","H,,S",,,,
"CA002301000","2018-06-27","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"   45","H,,S",,,,
"CA002301000","2018-06-28","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,"   81",",,S","    8",",,S",,,,,"   48","H,,S",,,,
"CA002301000","2018-06-29","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    3",",,S",,,,,,,,,,,,,"   53","H,,S",,,,
"CA002301000","2018-06-30","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"   83","H,,S",,,,
"CA002301000","2018-07-01","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,"  126",",,S","   27",",,S",,,,,"   88","H,,S",,,,
"CA002301000","2018-07-02","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,"  127",",,S","    9",",,S",,,,,"   64","H,,S",,,,
"CA002301000","2018-07-03","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"   94","H,,S",,,,
"CA002301000","2018-07-04","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,,,,,,,,,"  112","H,,S",,,,
"CA002301000","2018-07-05","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","    0",",,S",,,,,"  160",",,S","   43",",,S",,,,,"  113","H,,S",,,,
"CA002301000","2018-07-06","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","   13",",,S",,,,,,,,,,,,,"  109","H,,S",,,,
"CA002301000","2018-07-07","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA",,,,,,,,,,,,,,,"   84","H,,S",,,,
"CA002301000","2018-07-08","64.2","-83.3667","62.0","CORAL HARBOUR A, NU CA","  165",",,S",,,,,"  130",",,S","   25",",,S",,,,,"   53","H,,S",,,,
