"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014756","2018-12-21","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  224",",,W,",,,,,"  139",",,W","   89",",,W",,,,,"   84",",,W",,,,,,,,," 1733",",,W",,,,,,,"  170",",,W","  160",",,W",,,,,,,"  148",",,W","  188",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-22","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    5",",,W,",,,,,"  106",",,W","   28",",,W",,,,,"   78",",,W",,,,,,,,," 1830",",,W",,,,,,,"  270",",,W","  290",",,W",,,,,,,"  134",",,W","  174",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-23","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   44",",,W","  -16",",,W",,,,,"   45",",,W",,,,,,,,," 0052",",,W",,,,,,,"  280",",,W","  270",",,W",,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-24","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   44",",,W","    6",",,W",,,,,"   33",",,W",,,,,,,,," 2340",",,W",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  112",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-25","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   44",",,W","  -27",",,W",,,,,"   53",",,W",,,,,,,,," 1050",",,W",,,,,,,"  330",",,W","  330",",,W",,,,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-26","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   28",",,W","  -27",",,W",,,,,"   50",",,W",,,,,,,,," 0010",",,W",,,,,,,"  340",",,W","  310",",,W",,,,,,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-27","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   33",",,W","  -32",",,W",,,,,"   42",",,W",,,,,,,,," 0911",",,W",,,,,,,"  350",",,W","  340",",,W",,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-28","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  170",",,W,",,,,,"  106",",,W","   17",",,W",,,,,"   89",",,W",,,,,,,,," 1421",",,W",,,,,,,"  170",",,W","  190",",,W",,,,,,,"  116",",,W","  152",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-29","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  122",",,W","   28",",,W",,,,,"   66",",,W",,,,,,,,," 1028",",,W",,,,,,,"  280",",,W","  280",",,W",,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-30","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   28",",,W","  -60",",,W",,,,,"   30",",,W",,,,,,,,," 0049",",,W",,,,,,,"  320",",,W","  320",",,W",,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2018-12-31","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   58",",,W,",,,,,"   61",",,W","  -60",",,W",,,,,"   46",",,W",,,,,,,,," 2345",",,W",,,,,,,"  150",",,W","  150",",,W",,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-01","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  155",",,W,",,,,,"  128",",,W","   33",",,W",,,,,"   91",",,W",,,,,,,,," 0311",",,W",,,,,,,"  160",",,W","  160",",,W",,,,,,,"  170",",,W","  210",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-02","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   33",",,W","  -21",",,W",,,,,"   47",",,W",,,,,,,,," 0455",",,W",,,,,,,"  330",",,W","  330",",,W",,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-03","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    3",",,W,",,,,,"   83",",,W","   22",",,W",,,,,"   47",",,W",,,,,,,,," 0531",",,W",,,,,,,"  130",",,W","  140",",,W",,,,,,,"  103",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-04","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   78",",,W","   -5",",,W",,,,,"   55",",,W",,,,,,,,," 1249",",,W",,,,,,,"  240",",,W","  240",",,W",,,,,,,"  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-05","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  282",",,W,",,,,,"   83",",,W","   44",",,W",,,,,"   70",",,W",,,,,,,,," 2230",",,W",,,,,,,"  330",",,W","  340",",,W",,,,,,,"  116",",,W","  161",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00014756","2019-01-06","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   72",",,W","  -21",",,W",,,,,"   72",",,W",,,,,,,,," 1815",",,W",,,,,,,"  320",",,W","  310",",,W",,,,,,,"  139",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-07","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  -16",",,W","  -55",",,W",,,,,"   70",",,W",,,,,,,,," 0309",",,W",,,,,,,"  330",",,W","  320",",,W",,,,,,,"  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-08","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   28",",,W,",,,,,"   83",",,W","  -16",",,W",,,,,"   52",",,W",,,,,,,,," 0659",",,W",,,,,,,"  160",",,W","  170",",,W",,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-09","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    3",",,W,",,,,,"   83",",,W","   17",",,W",,,,,"   78",",,W",,,,,,,,," 1101",",,W",,,,,,,"  250",",,W","  240",",,W",,,,,,,"  139",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-10","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   28",",,W","  -21",",,W",,,,,"   75",",,W",,,,,,,,," 1325",",,W",,,,,,,"  300",",,W","  320",",,W",,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-11","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"    0",",,W","  -66",",,W",,,,,"   76",",,W",,,,,,,,," 0104",",,W",,,,,,,"  320",",,W","  300",",,W",,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-12","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  -16",",,W","  -77",",,W",,,,,"   57",",,W",,,,,,,,," 0038",",,W",,,,,,,"  320",",,W","  320",",,W",,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-13","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"    0",",,W","  -66",",,W",,,,,"   44",",,W",,,,,,,,," 2116",",,W",,,,,,,"   40",",,W","   30",",,W",,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-14","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   17",",,W","  -21",",,W",,,,,"   77",",,W",,,,,,,,," 0957",",,W",,,,,,,"   20",",,W","   30",",,W",,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-15","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   17",",,W","  -66",",,W",,,,,"   27",",,W",,,,,,,,," 0150",",,W",,,,,,,"  330",",,W","  320",",,W",,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-16","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   61",",,W","  -71",",,W",,,,,"   57",",,W",,,,,,,,," 1246",",,W",,,,,,,"  240",",,W","  260",",,W",,,,,,,"  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-17","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   11",",,W","  -49",",,W",,,,,"   51",",,W",,,,,,,,," 0809",",,W",,,,,,,"  340",",,W","  340",",,W",,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-18","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   18",",,W,",,,,,"   44",",,W","   -5",",,W",,,,,"   36",",,W",,,,,,,,," 0143",",,W",,,,,,,"  120",",,W","  130",",,W",,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-19","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    5",",,W,",,,,,"   33",",,W","   -5",",,W",,,,,"   48",",,W",,,,,,,,," 2348",",,W",,,,,,,"   90",",,W","   90",",,W",,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-20","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  531",",,W,",,,,,"  111",",,W","  -66",",,W",,,,,"   94",",,W",,,,,,,,," 1033",",,W",,,,,,,"  160",",,W","  160",",,W",,,,,,,"  165",",,W","  210",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-21","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"  -66",",,W"," -143",",,W",,,,,"   92",",,W",,,,,,,,," 1957",",,W",,,,,,,"  320",",,W","  310",",,W",,,,,,,"  148",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-22","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  -21",",,W"," -132",",,W",,,,,"   74",",,W",,,,,,,,," 0406",",,W",,,,,,,"  320",",,W","  300",",,W",,,,,,,"  143",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-23","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   67",",,W","  -88",",,W",,,,,"   51",",,W",,,,,,,,," 2111",",,W",,,,,,,"  200",",,W","  190",",,W",,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-24","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   71",",,W,",,,,,"  111",",,W","   28",",,W",,,,,"  101",",,W",,,,,,,,," 1731",",,W",,,,,,,"  200",",,W","  180",",,W",,,,,,,"  165",",,W","  219",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-25","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   33",",,W","  -21",",,W",,,,,"   63",",,W",,,,,,,,," 0103",",,W",,,,,,,"  240",",,W","  270",",,W",,,,,,,"  103",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-26","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   22",",,W","  -60",",,W",,,,,"   30",",,W",,,,,,,,," 1449",",,W",,,,,,,"  230",",,W","  230",",,W",,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-27","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   67",",,W","  -16",",,W",,,,,"   45",",,W",,,,,,,,," 1147",",,W",,,,,,,"  140",",,W","  140",",,W",,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-28","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   56",",,W","  -10",",,W",,,,,"   62",",,W",,,,,,,,," 1044",",,W",,,,,,,"  360",",,W","  350",",,W",,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-29","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   44",",,W","  -10",",,W",,,,,"   52",",,W",,,,,,,,," 2056",",,W",,,,,,,"  110",",,W","  110",",,W",,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-30","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   99",",,W,",,,,,"   56",",,W","  -99",",,W",,,,,"   88",",,W",,,,,,,,," 1932",",,W",,,,,,,"  230",",,W","  240",",,W",,,,,,,"  174",",,W","  215",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-01-31","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"  -71",",,W"," -132",",,W",,,,,"   69",",,W",,,,,,,,," 0147",",,W",,,,,,,"  260",",,W","  290",",,W",,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-01","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  -55",",,W"," -105",",,W",,,,,"   47",",,W",,,,,,,,," 0018",",,W",,,,,,,"  270",",,W","  280",",,W",,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-02","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   28",",,W"," -116",",,W",,,,,"   76",",,W",,,,,,,,," 1710",",,W",,,,,,,"  240",",,W","  240",",,W",,,,,,,"  143",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-03","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   28",",,W","  -21",",,W",,,,,"   41",",,W",,,,,,,,," 0043",",,W",,,,,,,"  280",",,W","  270",",,W",,,,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-04","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   94",",,W","   11",",,W",,,,,"   31",",,W",,,,,,,,," 1107",",,W",,,,,,,"  210",",,W","  220",",,W",,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-05","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  100",",,W","   39",",,W",,,,,"   31",",,W",,,,,,,,," 2226",",,W",,,,,,,"  330",",,W","  320",",,W",,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-06","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    8",",,W,",,,,,"   56",",,W","    6",",,W",,,,,"   47",",,W",,,,,,,,," 1135",",,W",,,,,,,"   40",",,W","   40",",,W",,,,,,,"   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-07","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   81",",,W,",,,,,"   61",",,W","   28",",,W",,,,,"   66",",,W",,,,,,,,," 1447",",,W",,,,,,,"   40",",,W","   50",",,W",,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-08","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   72",",,W","   11",",,W",,,,,"   55",",,W",,,,,,,,," 2338",",,W",,,,,,,"  300",",,W","  300",",,W",,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-09","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   11",",,W","  -38",",,W",,,,,"   81",",,W",,,,,,,,," 1039",",,W",,,,,,,"  300",",,W","  290",",,W",,,,,,,"  134",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-10","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"    6",",,W","  -43",",,W",,,,,"   55",",,W",,,,,,,,," 1415",",,W",,,,,,,"  270",",,W","  250",",,W",,,,,,,"   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-11","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   11",",,W","  -32",",,W",,,,,"   43",",,W",,,,,,,,," 2259",",,W",,,,,,,"  360",",,W","  360",",,W",,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-12","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   69",",,W,",,,,,"   50",",,W","  -43",",,W",,,,,"   71",",,W",,,,,,,,," 2324",",,W",,,,,,,"  110",",,W","  120",",,W",,,,,,,"  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-13","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    8",",,W,",,,,,"   83",",,W","   17",",,W",,,,,"   89",",,W",,,,,,,,," 0106",",,W",,,,,,,"  110",",,W","   90",",,W",,,,,,,"  139",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-14","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   44",",,W","   -5",",,W",,,,,"   68",",,W",,,,,,,,," 0930",",,W",,,,,,,"  270",",,W","  270",",,W",,,,,,,"  143",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-15","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   10",",,W,",,,,,"   94",",,W","  -10",",,W",,,,,"   86",",,W",,,,,,,,," 1143",",,W",,,,,,,"  150",",,W","  150",",,W",,,,,,,"  143",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-16","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    3",",,W,",,,,,"   78",",,W","  -21",",,W",,,,,"   42",",,W",,,,,,,,," 1411",",,W",,,,,,,"  300",",,W","  260",",,W",,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-17","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   22",",,W","  -43",",,W",,,,,"   38",",,W",,,,,,,,," 0405",",,W",,,,,,,"  360",",,W","  340",",,W",,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-18","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   71",",,W,",,,,,"   28",",,W","  -21",",,W",,,,,"   57",",,W",,,,,,,,," 1923",",,W",,,,,,,"  330",",,W","  330",",,W",,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-19","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"  -10",",,W","  -66",",,W",,,,,"   70",",,W",,,,,,,,," 0429",",,W",,,,,,,"  330",",,W","  330",",,W",,,,,,,"  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-20","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   10",",,W,",,,,,"   -5",",,W","  -49",",,W",,,,,"   39",",,W",,,,,,,,," 2349",",,W",,,,,,,"  120",",,W","  120",",,W",,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-21","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   51",",,W,",,,,,"   78",",,W","   -5",",,W",,,,,"   72",",,W",,,,,,,,," 0330",",,W",,,,,,,"  140",",,W","  140",",,W",,,,,,,"  143",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-22","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   61",",,W","  -10",",,W",,,,,"   38",",,W",,,,,,,,," 1159",",,W",,,,,,,"  340",",,W","  340",",,W",,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-23","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"   56",",,W","  -10",",,W",,,,,"   28",",,W",,,,,,,,," 0259",",,W",,,,,,,"  350",",,W","  350",",,W",,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-24","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  163",",,W,",,,,,"   83",",,W","   28",",,W",,,,,"   92",",,W",,,,,,,,," 1026",",,W",,,,,,,"  140",",,W","  120",",,W",,,,,,,"  161",",,W","  215",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-25","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   56",",,W","  -16",",,W",,,,,"  129",",,W",,,,,,,,," 1117",",,W",,,,,,,"  260",",,W","  260",",,W",,,,,,,"  179",",,W","  237",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-26","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0",",,W,",,,,,"    6",",,W","  -60",",,W",,,,,"   96",",,W",,,,,,,,," 0003",",,W",,,,,,,"  280",",,W","  300",",,W",,,,,,,"  143",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-27","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"  -38",",,W","  -82",",,W",,,,,"   41",",,W",,,,,,,,," 0143",",,W",,,,,,,"  320",",,W","  310",",,W",,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-02-28","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   10",",,W,",,,,,"   -5",",,W","  -88",",,W",,,,,"   41",",,W",,,,,,,,," 1401",",,W",,,,,,,"  360",",,W","   10",",,W",,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-03-01","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","    0","T,,W,",,,,,"   22",",,W","  -77",",,W",,,,,"   22",",,W",,,,,,,,," 1202",",,W",,,,,,,"   70",",,W","  160",",,W",,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-03-02","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  274",",,W,",,,,,"   33",",,W","    0",",,W",,,,,"   91",",,W",,,,,,,,," 1127",",,W",,,,,,,"   20",",,W","   20",",,W",,,,,,,"  157",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-03-03","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","   30",",,W,",,,,,"   56",",,W","  -32",",,W",,,,,"   22",",,W",,,,,,,,," 2154",",,W",,,,,,,"  110",",,W","  120",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014756","2019-03-04","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","  279",",,W,",,,,,"   50",",,W","  -10",",,W",,,,,"   82",",,W",,,,,,,,," 0601",",,W",,,,,,,"   20",",,W","   20",",,W",,,,,,,"  170",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
