"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014942","2018-12-28","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   10",",,W,2400","   20",",,W","    0","T,,W","  -55",",,W"," -127",",,W",,,,,"   76",",,W",,,,,,,,,,,,,,,"  -72","H,,S",,,,,,,"  320",",,W","  310",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2018-12-29","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   30",",,W","  -49",",,W"," -132",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,," -111","H,,S",,,,,,,"  160",",,W","  190",",,W",,,,,,,,,"   67",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2018-12-30","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0","T,,W","   56",",,W","  -71",",,W",,,,,"   60",",,W",,,,,,,,,,,,,,,"  -29","H,,S",,,,,,,"  170",",,W","  160",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2018-12-31","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","    0","T,,W","    6",",,W","  -99",",,W",,,,,"   64",",,W",,,,,,,,,,,,,,,"   -7","H,,S",,,,,,,"  340",",,W","  350",",,W",,,,,,,,,"  161",",,W","  219",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-01","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","    0","T,,W","  -93",",,W"," -149",",,W",,,,,"   44",",,W",,,,,,,,,,,,,,," -117","H,,S",,,,,,,"  330",",,W","  340",",,W",,,,,,,,,"  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-02","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0","T,,W","   22",",,W","  -93",",,W",,,,,"   44",",,W",,,,,,,,,,,,,,,"  -62","H,,S",,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-03","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0","T,,W","  128",",,W","  -66",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,"   -3","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-04","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","  -38",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,"   25","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-05","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  133",",,W","  -27",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,"   30","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-06","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0",",,W","    0",",,W","  111",",,W","   11",",,W",,,,,"   59",",,W",,,,,,,,,,,,,,,"   47","H,,S",,,,,,,"  130",",,W","  120",",,W",,,,,,,,,"  116",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-07","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    3",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   22",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,"   86","H,,S",,,,,,,"  240",",,W","  250",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-08","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","  -27",",,W",,,,,"   79",",,W",,,,,,,,,,,,,,,"   67","H,,S",,,,,,,"  310",",,W","  320",",,W",,,,,,,,,"  161",",,W","  210",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-09","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0",",,W","    0",",,W","  -55",",,W",,,,,"   48",",,W",,,,,,,,,,,,,,,"  -13","H,,S",,,,,,,"  320",",,W","  340",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-10","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0",",,W","   39",",,W","  -71",",,W",,,,,"   50",",,W",,,,,,,,,,,,,,,"  -33","H,,S",,,,,,,"  140",",,W","  140",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-11","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   15",",,W,2400","   10",",,W","    0",",,W","   39",",,W","  -32",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,"   -2","H,,S",,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"   45",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-12","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   89",",,W,2400","  135",",,W","   50",",,W","    0",",,W","  -10",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"    3","H,,S",,,,,,,"   20",",,W","   10",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-13","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","  150",",,W","   28",",,W","  -71",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,"  -13","H,,S",,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-14","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0",",,W","  100",",,W","    6",",,W","  -21",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,"  -17","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-15","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0",",,W","  100",",,W","   11",",,W","   -5",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,"    7","H,,S",,,,,,,"  350",",,W","  210",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-16","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    3",",,W,2400","    3",",,W","   80",",,W","    0",",,W","  -66",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,"  -26","H,,S",,,,,,,"   10",",,W","   20",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-17","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    3",",,W,2400","    3",",,W","   80",",,W","   -5",",,W","  -43",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,"  -33","H,,S",,,,,,,"   30",",,W","   80",",,W",,,,,,,,,"   40",",,W","   49",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-18","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -16",",,W","  -93",",,W",,,,,"   61",",,W",,,,,,,,,,,,,,,"  -30","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"  116",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-19","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -93",",,W"," -143",",,W",,,,,"   73",",,W",,,,,,,,,,,,,,," -106","H,,S",,,,,,,"  350",",,W","  360",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-20","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    8",",,W,2400","   15",",,W","  100",",,W","  -99",",,W"," -121",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,," -116","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-21","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -43",",,W"," -121",",,W",,,,,"   82",",,W",,,,,,,,,,,,,,," -101","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,,,"  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-22","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   84",",,W,2400","  132",",,W","  100",",,W","  -10",",,W","  -82",",,W",,,,,"   76",",,W",,,,,,,,,,,,,,,"  -39","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,"  125",",,W","  161",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-23","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    5",",,W","  100",",,W","  -21",",,W"," -116",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,"  -67","H,,S",,,,,,,"  340",",,W","  350",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-24","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -16",",,W"," -177",",,W",,,,,"   80",",,W",,,,,,,,,,,,,,,"  -70","H,,S",,,,,,,"  330",",,W","  340",",,W",,,,,,,,,"  148",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-25","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","   80",",,W","    0",",,W"," -193",",,W",,,,,"   47",",,W",,,,,,,,,,,,,,," -121","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"  125",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-26","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   13",",,W,2400","   25",",,W","  100",",,W","   44",",,W"," -105",",,W",,,,,"   49",",,W",,,,,,,,,,,,,,,"  -62","H,,S",,,,,,,"  350",",,W","  340",",,W",,,,,,,,,"  107",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-27","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    3",",,W,2400","    0","T,,W","   80",",,W","   50",",,W","  -99",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"  -67","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"  116",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-28","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","   50",",,W"," -121",",,W",,,,,"  100",",,W",,,,,,,,,,,,,,,"  -46","H,,S",,,,,,,"  330",",,W","  310",",,W",,,,,,,,,"  183",",,W","  241",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-29","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -99",",,W"," -227",",,W",,,,,"   81",",,W",,,,,,,,,,,,,,," -122","H,,S",,,,,,,"  330",",,W","  330",",,W",,,,,,,,,"  139",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-30","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W"," -177",",,W"," -255",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,," -214","H,,S",,,,,,,"  330",",,W","  340",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-01-31","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -82",",,W"," -193",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,," -158","H,,S",,,,,,,"  150",",,W","  170",",,W",,,,,,,,,"   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-01","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","   80",",,W","   28",",,W"," -121",",,W",,,,,"   54",",,W",,,,,,,,,,,,,,,"  -77","H,,S",,,,,,,"  170",",,W","  170",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-02","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0",",,W","   50",",,W","   56",",,W","  -21",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,"   18","H,,S",,,,,,,"  170",",,W","  170",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-03","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","    0","T,,W","  117",",,W","    6",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,"   67","H,,S",,,,,,,"  340",",,W","  350",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-04","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    5",",,W","    0","T,,W","    6",",,W"," -121",",,W",,,,,"   91",",,W",,,,,,,,,,,,,,,"  -34","H,,S",,,,,,,"  340",",,W","  340",",,W",,,,,,,,,"  143",",,W","  192",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-05","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    3",",,W","    0","T,,W","  -88",",,W"," -132",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,," -113","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-06","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    8",",,W,2400","   15",",,W","    0","T,,W","  -88",",,W"," -116",",,W",,,,,"   63",",,W",,,,,,,,,,,,,,,"  -96","H,,S",,,,,,,"  340",",,W","  340",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-07","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    5",",,W,2400","   25",",,W","   30",",,W"," -116",",,W"," -166",",,W",,,,,"   94",",,W",,,,,,,,,,,,,,," -128","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,"  134",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-08","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","   30",",,W","  -88",",,W"," -193",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,," -152","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-09","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","   30",",,W","  -21",",,W"," -138",",,W",,,,,"   72",",,W",,,,,,,,,,,,,,,"  -99","H,,S",,,,,,,"  140",",,W","  150",",,W",,,,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-10","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   69",",,W,2400","   64",",,W","   30",",,W","   -5",",,W","  -38",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,"  -26","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-11","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   48",",,W,2400","   53",",,W","   50",",,W","  -27",",,W","  -43",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,"  -29","H,,S",,,,,,,"   70",",,W","   60",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-12","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","  130",",,W","  -27",",,W"," -132",",,W",,,,,"   71",",,W",,,,,,,,,,,,,,,"  -44","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"  139",",,W","  170",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-13","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","   80",",,W","   11",",,W"," -143",",,W",,,,,"   39",",,W",,,,,,,,,,,,,,,"  -91","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-14","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    0","T,,W","   80",",,W","   11",",,W"," -149",",,W",,,,,"   67",",,W",,,,,,,,,,,,,,,"  -32","H,,S",,,,,,,"  330",",,W","  320",",,W",,,,,,,,,"  148",",,W","  192",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-15","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    8",",,W,2400","    8",",,W","   50",",,W"," -110",",,W"," -149",",,W",,,,,"   48",",,W",,,,,,,,,,,,,,," -132","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-16","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   89",",,W,2400","  124",",,W","   80",",,W","  -66",",,W"," -171",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,," -116","H,,S",,,,,,,"   70",",,W","   60",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-17","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   20",",,W,2400","   43",",,W","  230",",,W","  -32",",,W","  -82",",,W",,,,,"   51",",,W",,,,,,,,,,,,,,,"  -63","H,,S",,,,,,,"  320",",,W","  330",",,W",,,,,,,,,"   89",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-18","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0","T,,W,2400","    3",",,W","  230",",,W","  -77",",,W"," -166",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,"  -92","H,,S",,,,,,,"   20",",,W","  320",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-19","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   53",",,W,2400","  117",",,W","  180",",,W","  -49",",,W"," -199",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,," -132","H,,S",,,,,,,"  100",",,W","   50",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-20","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","   46",",,W,2400","   36",",,W","  230",",,W","  -10",",,W","  -77",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,"  -37","H,,S",,,,,,,"  220",",,W","  230",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014942","2019-02-21","41.3102","-95.8991","299.3","OMAHA EPPLEY AIRFIELD, NE US","    0",",,W,2400","    0",",,W","  230",",,W","    0",",,W"," -155",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,"  -72","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"   72",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
