"USC00213296","2018-06-25","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   50",",,7",,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-06-26","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   89",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-06-27","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  106",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-06-28","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   83",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-06-29","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  111",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-06-30","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","  102",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  133",",,7",,,,,,,,,"  133",",,7,0700",,,,,"    1",",,7",,,,,,,"    1",",,7",,
"USC00213296","2018-07-01","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    3",",,7,0700","    0",",,7","    0",",,7","  233",",,7","   89",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-07-02","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","  287",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   89",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-07-03","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","   10",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00213296","2018-07-04","47.9711","-89.6908","222.5","GRAND PORTAGE RANGER STATION, MN US","    3",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  100",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
