"USC00504103","2018-07-07","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  183",",,7","  111",",,7","  117",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-08","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  178",",,7","  111",",,7","  111",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-09","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0","T,,7,2400","    0",",,7,","    0",",,7,2400","  161",",,7","  106",",,7","  111",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-10","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","  147",",,7,2400","    0",",,7,","    0",",,7,2400","  156",",,7","  111",",,7","  111",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-11","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","  122",",,7,2400","    0",",,7,","    0",",,7,2400","  117",",,7","   83",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-12","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","   33",",,7,2400","    0",",,7,","    0",",,7,2400","  144",",,7","   67",",,7","   67",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-13","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  200",",,7","   50",",,7","   89",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-14","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","   58",",,7,2400","    0",",,7,","    0",",,7,2400","  128",",,7","   78",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-15","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","  307",",,7,2400","    0",",,7,","    0",",,7,2400","  122",",,7","   78",",,7","  106",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-16","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","  193",",,7,2400","    0",",,7,","    0",",,7,2400","  133",",,7","   83",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-17","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    3",",,7,2400","    0",",,7,","    0",",,7,2400","  150",",,7","   78",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-18","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","   20",",,7,2400","    0",",,7,","    0",",,7,2400","  139",",,7","   72",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-19","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","   36",",,7,2400","    0",",,7,","    0",",,7,2400","  189",",,7","   83",",,7","   83",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-20","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  211",",,7","   61",",,7","   94",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-21","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  228",",,7","   72",",,7","  106",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-22","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  272",",,7","   83",",,7","  117",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-23","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  256",",,7","   83",",,7","  117",",,7,2400",,,,,,,,,,,,
"USC00504103","2018-07-24","58.4002","-134.5694","32.3","JUNEAU FORECAST OFFICE, AK US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  256",",,7","   94",",,7","  117",",,7,2400",,,,,,,,,,,,
