"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00022823","2018-07-06","-35.7549","136.5959","158.0","CAPE BORDA, AS","   54",",,a","  144",",,a","   76",",,a",,,,,,,,,,,,,,,"  112","H,,S"
"ASN00022823","2018-07-07","-35.7549","136.5959","158.0","CAPE BORDA, AS","   60",",,a","  138",",,a","   59",",,a",,,,,,,,,,,,,,,"  120","H,,S"
"ASN00022823","2018-07-08","-35.7549","136.5959","158.0","CAPE BORDA, AS","    2",",,a","  137",",,a","   94",",,a",,,,,,,,,,,,,,,"  111","H,,S"
"ASN00022823","2018-07-09","-35.7549","136.5959","158.0","CAPE BORDA, AS","    6",",,a","  130",",,a","   83",",,a",,,,,,,,,,,,,,,"  107","H,,S"
"ASN00022823","2018-07-10","-35.7549","136.5959","158.0","CAPE BORDA, AS","    6",",,a","  132",",,a","   86",",,a",,,,,,,,,,,,,,,"  121","H,,S"
"ASN00022823","2018-07-11","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  138",",,a","   95",",,a",,,,,,,,,,,,,,,"  102","H,,S"
"ASN00022823","2018-07-12","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  118",",,a","   80",",,a",,,,,,,,,,,,,,,"   89","H,,S"
"ASN00022823","2018-07-13","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  131",",,a","   59",",,a","    3",",,a",,,,,"    3",",,a","  132",",,a",,,,,"  116","H,,S"
"ASN00022823","2018-07-14","-35.7549","136.5959","158.0","CAPE BORDA, AS","   12",",,a","  158",",,a","   86",",,a",,,,,,,,,,,,,,,"  127","H,,S"
"ASN00022823","2018-07-15","-35.7549","136.5959","158.0","CAPE BORDA, AS","    4",",,a","  153",",,a","  100",",,a",,,,,,,,,,,,,,,"  129","H,,S"
"ASN00022823","2018-07-16","-35.7549","136.5959","158.0","CAPE BORDA, AS","   72",",,a","  156",",,a","  103",",,a",,,,,,,,,,,,,,,"  136","H,,S"
"ASN00022823","2018-07-17","-35.7549","136.5959","158.0","CAPE BORDA, AS","   54",",,a","  145",",,a","   91",",,a",,,,,,,,,,,,,,,"  127","H,,S"
"ASN00022823","2018-07-18","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  156",",,a","   86",",,a",,,,,,,,,,,,,,,"  131","H,,S"
"ASN00022823","2018-07-19","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  131",",,a","   91",",,a","    2",",,a",,,,,"    2",",,a","   92",",,a",,,,,"  100","H,,S"
"ASN00022823","2018-07-20","-35.7549","136.5959","158.0","CAPE BORDA, AS","   30",",,a","  133",",,a","   68",",,a",,,,,,,,,,,,,,,"  104","H,,S"
"ASN00022823","2018-07-21","-35.7549","136.5959","158.0","CAPE BORDA, AS","   32",",,a","  150",",,a","   67",",,a",,,,,,,,,,,,,,,"  131","H,,S"
"ASN00022823","2018-07-22","-35.7549","136.5959","158.0","CAPE BORDA, AS","    0",",,a","  151",",,a","  118",",,a",,,,,,,,,,,,,,,"  133","H,,S"
"ASN00022823","2018-07-23","-35.7549","136.5959","158.0","CAPE BORDA, AS","   72",",,a","  156",",,a","  115",",,a",,,,,,,,,,,,,,,"  141","H,,S"
"ASN00022823","2018-07-24","-35.7549","136.5959","158.0","CAPE BORDA, AS","   20",",,a","  161",",,a","  110",",,a",,,,,,,,,,,,,,,"  133","H,,S"
"ASN00022823","2018-07-25","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  156",",,a","  108",",,a",,,,,,,,,,,,,,,"  120","H,,S"
"ASN00022823","2018-07-26","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  155",",,a","   90",",,a","    2",",,a",,,,,"    2",",,a","   42",",,a",,,,,"  141","H,,S"
"ASN00022823","2018-07-27","-35.7549","136.5959","158.0","CAPE BORDA, AS","    2",",,a","  171",",,a","   90",",,a",,,,,,,,,,,,,,,"  124","H,,S"
"ASN00022823","2018-07-28","-35.7549","136.5959","158.0","CAPE BORDA, AS","    4",",,a","  154",",,a","   88",",,a",,,,,,,,,,,,,,,"  118","H,,S"
"ASN00022823","2018-07-29","-35.7549","136.5959","158.0","CAPE BORDA, AS","   46",",,a","  126",",,a","   79",",,a",,,,,,,,,,,,,,,"  116","H,,S"
"ASN00022823","2018-07-30","-35.7549","136.5959","158.0","CAPE BORDA, AS","   30",",,a","  158",",,a","   85",",,a",,,,,,,,,,,,,,,"  131","H,,S"
"ASN00022823","2018-07-31","-35.7549","136.5959","158.0","CAPE BORDA, AS","   66",",,a","  150",",,a","  104",",,a",,,,,,,,,,,,,,,"  114","H,,S"
"ASN00022823","2018-08-01","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  152",",,a","   82",",,a",,,,,,,,,,,,,,,"  137","H,,S"
"ASN00022823","2018-08-02","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  154",",,a","  110",",,a","    2",",,a",,,,,"    2",",,a","    4",",,a",,,,,"  124","H,,S"
"ASN00022823","2018-08-03","-35.7549","136.5959","158.0","CAPE BORDA, AS","  178",",,a","  139",",,a","  101",",,a",,,,,,,,,,,,,,,"  126","H,,S"
"ASN00022823","2018-08-04","-35.7549","136.5959","158.0","CAPE BORDA, AS","  128",",,a","  150",",,a","  102",",,a",,,,,,,,,,,,,,,"  122","H,,S"
"ASN00022823","2018-08-05","-35.7549","136.5959","158.0","CAPE BORDA, AS","  176",",,a","  110",",,a","   93",",,a",,,,,,,,,,,,,,,"   93","H,,S"
"ASN00022823","2018-08-06","-35.7549","136.5959","158.0","CAPE BORDA, AS","  132",",,a","  127",",,a","   70",",,a",,,,,,,,,,,,,,,"   99","H,,S"
"ASN00022823","2018-08-07","-35.7549","136.5959","158.0","CAPE BORDA, AS","   22",",,a","  135",",,a","   79",",,a",,,,,,,,,,,,,,,"  123","H,,S"
"ASN00022823","2018-08-08","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  140",",,a","  106",",,a",,,,,,,,,,,,,,,"  127","H,,S"
"ASN00022823","2018-08-09","-35.7549","136.5959","158.0","CAPE BORDA, AS",,,"  163",",,a","  114",",,a","    2",",,a",,,,,"    2",",,a","  112",",,a",,,,,"  139","H,,S"
"ASN00022823","2018-08-10","-35.7549","136.5959","158.0","CAPE BORDA, AS","   10",",,a","  107",",,a","   91",",,a",,,,,,,,,,,,,,,"   88","H,,S"
"ASN00022823","2018-08-11","-35.7549","136.5959","158.0","CAPE BORDA, AS","  148",",,a","  122",",,a","   71",",,a",,,,,,,,,,,,,,,"   97","H,,S"
"ASN00022823","2018-08-12","-35.7549","136.5959","158.0","CAPE BORDA, AS","   50",",,a","  143",",,a","   63",",,a",,,,,,,,,,,,,,,"  117","H,,S"
"ASN00022823","2018-08-13","-35.7549","136.5959","158.0","CAPE BORDA, AS","    8",",,a","  152",",,a","  100",",,a",,,,,,,,,,,,,,,"  129","H,,S"
"ASN00022823","2018-08-14","-35.7549","136.5959","158.0","CAPE BORDA, AS","    0",",,a","  162",",,a","  114",",,a",,,,,,,,,,,,,,,"  148","H,,S"
