"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00401561","2017-08-07","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  306",",,7","  128",",,7","    3",",,7","  805",",,7",,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-08","36.5409","-85.4596","164.6","CELINA, TN US","  124",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  183",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-09","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-10","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  306",",,7","  156",",,7","    2",",,7","    8",",,7",,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-11","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-12","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-13","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-14","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  311",",,7","  178",",,7","    3",",,7","  173",",,7",,,"  222",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-15","36.5409","-85.4596","164.6","CELINA, TN US","   48",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  222",",,7",,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-16","36.5409","-85.4596","164.6","CELINA, TN US","    5",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  200",",,7",,,,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-17","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  206",",,7",,,,,,,"  244",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-18","36.5409","-85.4596","164.6","CELINA, TN US","  203",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  233",",,7",,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-19","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-20","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-21","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  333",",,7","  183",",,7","    3",",,7","    0",",,7",,,"  200",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-22","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  194",",,7",,,,,,,"  200",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-23","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  317",",,7","  139",",,7","    2",",,7","   30",",,7",,,"  139",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-25","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  128",",,7",,,,,,,"  133",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-26","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-27","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-08-28","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  311",",,7","  122",",,7","    3",",,7","    0",",,7",,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-29","36.5409","-85.4596","164.6","CELINA, TN US","   36",",,7,0700","    0",",,7","    0",",,7","  228",",,7","  111",",,7",,,,,,,"  183",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-30","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  178",",,7",,,,,,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-08-31","36.5409","-85.4596","164.6","CELINA, TN US","  224",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,"  233",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-01","36.5409","-85.4596","164.6","CELINA, TN US","  236",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  211",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-02","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-03","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-04","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-05","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  294",",,7","  111",",,7","    4",",,7","  478",",,7",,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-06","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  122",",,7",,,,,,,"  128",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-07","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   89",",,7",,,,,,,"   89",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-08","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   89",",,7",,,,,,,"  117",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-09","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-10","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-11","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  261",",,7","   94",",,7","    3",",,7","    0",",,7",,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-12","36.5409","-85.4596","164.6","CELINA, TN US","   76",",,7,0700","    0",",,7","    0",",,7","  178",",,7","  128",",,7",,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-13","36.5409","-85.4596","164.6","CELINA, TN US","   48",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  133",",,7",,,,,,,"  161",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-14","36.5409","-85.4596","164.6","CELINA, TN US","   33",",,7,0700","    0",",,7","    0",",,7","  172",",,7","  117",",,7",,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-15","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  133",",,7",,,,,,,"  172",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-16","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-17","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-18","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  144",",,7",,,,,,,"  172",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-19","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  161",",,7",,,,,,,"  178",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-20","36.5409","-85.4596","164.6","CELINA, TN US","   15",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,"  167",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-21","36.5409","-85.4596","164.6","CELINA, TN US","   36",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  167",",,7",,,,,,,"  194",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-22","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-23","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-25","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  322",",,7","  183",",,7","    3",",,7","    0",",,7",,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,,,"  172",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-09-27","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-28","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-29","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-09-30","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-02","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  261",",,7","   72",",,7","    6",",,7","    0",",,7",,,"  106",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-03","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-04","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  106",",,7",,,,,,,"  106",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-05","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  106",",,7",,,,,,,"  139",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-06","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  122",",,7",,,,,,,"  139",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-10","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  311",",,7","  128",",,7","    4",",,7","  315",",,7",,,"  200",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-11","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0",",,7","    0",",,7","  294",",,7","  194",",,7",,,,,,,"  233",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-12","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-13","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  111",",,7",,,,,,,"  122",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-17","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   56",",,7",,,,,,,"   61",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-18","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   61",",,7",,,,,,,"   67",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-19","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   44",",,7",,,,,,,"   44",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-20","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   44",",,7",,,,,,,"   72",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-23","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  272",",,7","   72",",,7","    3",",,7","  480",",,7",,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-24","36.5409","-85.4596","164.6","CELINA, TN US","   74",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   83",",,7",,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-25","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   44",",,7",,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","   22",",,7",,,,,,,"   22",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-10-27","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   22",",,7",,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-30","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  233",",,7","  -28",",,7","    3",",,7","  386",",,7",,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-10-31","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  -22",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-01","36.5409","-85.4596","164.6","CELINA, TN US","   30",",,7,0700","    0",",,7","    0",",,7","  161",",,7","   33",",,7",,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-02","36.5409","-85.4596","164.6","CELINA, TN US","   30",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   83",",,7",,,,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-03","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  167",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-07","36.5409","-85.4596","164.6","CELINA, TN US","   71",",,7,0700","    0",",,7","    0",",,7","  194",",,7","  139",",,7",,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-08","36.5409","-85.4596","164.6","CELINA, TN US","   10",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   72",",,7",,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-09","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","   39",",,7",,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-13","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  167",",,7","  -22",",,7","    4",",,7","   20",",,7",,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-14","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-15","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   11",",,7",,,,,,,"   11",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-16","36.5409","-85.4596","164.6","CELINA, TN US","   13",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   11",",,7",,,,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-17","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","    0",",,7",,,,,,,"   39",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-20","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,"    3",",,7","  147",",,7",,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-21","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  133",",,7","  -39",",,7",,,,,,,"   -6",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-22","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   -6",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-11-24","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  133",",,7","  -50",",,7","    2",",,7","    0",",,7",,,"  -11",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-28","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  189",",,7","  -28",",,7","    4",",,7","    0",",,7",,,"  -11",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-29","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  -17",",,7",,,,,,,"    0",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-11-30","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0",",,7","    0",",,7","  206",",,7","    0",",,7",,,,,,,"   61",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-12-01","36.5409","-85.4596","164.6","CELINA, TN US","   43",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,,,"   17",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-12-04","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  194",",,7","    6",",,7","    3",",,7","    0",",,7",,,"   17",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-12-05","36.5409","-85.4596","164.6","CELINA, TN US","  142",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   17",",,7",,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-12-06","36.5409","-85.4596","164.6","CELINA, TN US","   97",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   -6",",,7",,,,,,,"   -6",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-12-07","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7","  -22",",,7",,,,,,,"  -17",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2017-12-08","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   78",",,7","  -28",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2017-12-22","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,"   14",",,7","  114",",,7",,,,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2018-01-05","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7",,,,,"   14",",,7","  683",",,7",,," -100",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-08","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   78",",,7"," -161",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-09","36.5409","-85.4596","164.6","CELINA, TN US","  109",",,7,0700","    0",",,7","    0",",,7","   56",",,7","   28",",,7",,,,,,,"   33",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2018-01-10","36.5409","-85.4596","164.6","CELINA, TN US","   10",",,7,0700","    0",",,7","    0",",,7","  106",",,7","   17",",,7",,,,,,,"   17",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2018-01-11","36.5409","-85.4596","164.6","CELINA, TN US","    5",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   17",",,7",,,,,,,"  133",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2018-01-12","36.5409","-85.4596","164.6","CELINA, TN US","   33",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   78",",,7",,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-16","36.5409","-85.4596","164.6","CELINA, TN US",,,"    5",",,7","    0","T,,7","   83",",,7"," -128",",,7","    4",",,7","    0","T,,7",,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-17","36.5409","-85.4596","164.6","CELINA, TN US","   76",",,7,0700","   51",",,7","   51",",,7","  -83",",,7"," -194",",,7",,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-18","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  -78",",,7"," -161",",,7",,,,,,," -161",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-19","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   17",",,7"," -161",",,7",,,,,,," -111",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-22","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  200",",,7",,,"    3",",,7","    0",",,7",,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-23","36.5409","-85.4596","164.6","CELINA, TN US","   10",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   78",",,7",,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-24","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-25","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   94",",,7","  -61",",,7",,,,,,,"  -56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-26","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","  -56",",,7",,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-29","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","  172",",,7","  -33",",,7","    3",",,7","  262",",,7",,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-30","36.5409","-85.4596","164.6","CELINA, TN US","    0","T,,7,0700","    0","T,,7","    0",",,7","  117",",,7","  -28",",,7",,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-01-31","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   44",",,7","  -50",",,7",,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-02-01","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","    6",",,7",,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-02-02","36.5409","-85.4596","164.6","CELINA, TN US","   86",",,7,0700","    0",",,7","    0",",,7","  111",",,7","  -83",",,7",,,,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-02-05","36.5409","-85.4596","164.6","CELINA, TN US",,,"    0",",,7","    0",",,7","   94",",,7","  -89",",,7","    3",",,7","  201",",,7",,,"  -39",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00401561","2018-02-06","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   50",",,7","  -39",",,7",,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-02-07","36.5409","-85.4596","164.6","CELINA, TN US","  427",",,7,0700","    0",",,7","    0",",,7","  133",",,7","   17",",,7",,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00401561","2018-02-08","36.5409","-85.4596","164.6","CELINA, TN US","    0",",,7,0700","    0",",,7","    0",",,7","   56",",,7","  -44",",,7",,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,
