"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00484126","2018-04-03","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","   15",",,7,1600",,,,,"   50",",,7","  -83",",,7",,,,,,,,,,,,
"USC00484126","2018-04-04","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  150",",,7","  -61",",,7",,,,,,,,,,,,
"USC00484126","2018-04-05","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  128",",,7","  -44",",,7",,,,,,,,,,,,
"USC00484126","2018-04-06","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"    0",",,7","  -94",",,7",,,,,,,,,,,,
"USC00484126","2018-04-07","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","   71",",,7,1600",,,,,"   56",",,7"," -100",",,7",,,,,,,,,,,,
"USC00484126","2018-04-08","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    3",",,7,1600",,,,,"  139",",,7","   33",",,7",,,,,,,,,,,,
"USC00484126","2018-04-09","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  128",",,7","   17",",,7",,,,,,,,,,,,
"USC00484126","2018-04-10","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  211",",,7","  -11",",,7",,,,,,,,,,,,
"USC00484126","2018-04-11","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  222",",,7","   83",",,7",,,,,,,,,,,,
"USC00484126","2018-04-12","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","   13",",,7,1600",,,,,"  178",",,7","   50",",,7",,,,,,,,,,,,
"USC00484126","2018-04-13","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    5",",,7,1600",,,,,"  100",",,7","  -22",",,7",,,,,,,,,,,,
"USC00484126","2018-04-14","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","   10",",,7,1600",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,
"USC00484126","2018-04-15","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  172",",,7","  -50",",,7",,,,,,,,,,,,
"USC00484126","2018-04-16","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  228",",,7","  -17",",,7",,,,,,,,,,,,
"USC00484126","2018-04-17","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    5",",,7,1600",,,,,"  139",",,7","   11",",,7",,,,,,,,,,,,
"USC00484126","2018-04-18","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  117",",,7","  -17",",,7",,,,,,,,,,,,
"USC00484126","2018-04-19","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  178",",,7","  -22",",,7",,,,,,,,,,,,
"USC00484126","2018-04-20","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    0",",,7,1600",,,,,"  111",",,7","   22",",,7",,,,,,,,,,,,
"USC00484126","2018-04-21","42.2905","-104.7625","1327.4","GUERNSEY DAM NUMBER 2, WY US","    8",",,7,1600",,,,,"  117",",,7","   11",",,7",,,,,,,,,,,,
