"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00273856","2016-12-18","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"   20",",,7,0700","  432",",,7,0700","   61",",,7"," -122",",,7",,,,,"   50",",,7,0700",,,,,,
"USC00273856","2016-12-19","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0","T,,7,0700","  406",",,7,0700","   61",",,7"," -183",",,7",,,,," -183",",,7,0700",,,,,,
"USC00273856","2016-12-20","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0",",,7,0700","  406",",,7,0700"," -150",",,7"," -189",",,7",,,,," -161",",,7,0700",,,,,,
"USC00273856","2016-12-21","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0",",,7,0700","  406",",,7,0700","  -33",",,7"," -161",",,7",,,,,"  -72",",,7,0700",,,,,,
"USC00273856","2016-12-22","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0","T,,7,0700","  406",",,7,0700","  -39",",,7","  -78",",,7",,,,,"  -39",",,7,0700",,,,,,
"USC00273856","2016-12-23","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"   18",",,7,0700","  432",",,7,0700","  -22",",,7","  -72",",,7",,,,,"  -61",",,7,0700",,,,,,
"USC00273856","2016-12-24","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0",",,7,0700","  381",",,7,0700","   33",",,7","  -72",",,7",,,,,"   22",",,7,0700",,,,,,
"USC00273856","2016-12-25","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"   41",",,7,0700",,,"   28",",,7","  -61",",,7",,,,,"  -61",",,7,0700",,,,,,
"USC00273856","2016-12-26","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0",",,7,0700","  432",",,7,0700","  -50",",,7"," -128",",,7",,,,," -111",",,7,0700",,,,,,
"USC00273856","2016-12-27","44.2663","-71.27793","1061.9","HARVARD CABIN SNOWPLOT, NH US",,,"    0",",,7,0700","  432",",,7,0700","   39",",,7"," -111",",,7",,,,,"   11",",,7,0700",,,,,,
