"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00513317","2018-05-17","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,"  256",",,7,0800"
"USC00513317","2018-05-18","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,"  244",",,7,0800"
"USC00513317","2018-05-19","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  289",",,7","  217",",,7",,,,,"  244",",,7,0800"
"USC00513317","2018-05-20","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    5",",,7,0800",,,,,"  283",",,7","  211",",,7",,,,,"  217",",,7,0800"
"USC00513317","2018-05-21","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   36",",,7,0800",,,,,"  278",",,7","  211",",,7",,,,,"  239",",,7,0800"
"USC00513317","2018-05-22","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   15",",,7,0800",,,,,"  283",",,7","  211",",,7",,,,,"  228",",,7,0800"
"USC00513317","2018-05-23","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    5",",,7,0800",,,,,"  278",",,7","  206",",,7",,,,,"  228",",,7,0800"
"USC00513317","2018-05-24","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   23",",,7,0800",,,,,"  278",",,7","  211",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-05-25","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    8",",,7,0800",,,,,"  267",",,7","  217",",,7",,,,,"  239",",,7,0800"
"USC00513317","2018-05-26","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   20",",,7,0800",,,,,"  289",",,7","  211",",,7",,,,,"  239",",,7,0800"
"USC00513317","2018-05-27","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    8",",,7,0800",,,,,"  267",",,7","  211",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-05-29","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US",,,,,,,"  289",",,7","  228",",,7","    2",",,7","    0",",,7","  250",",,7,0800"
"USC00513317","2018-05-30","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    3",",,7,0800",,,,,"  278",",,7","  233",",,7",,,,,"  250",",,7,0800"
"USC00513317","2018-05-31","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  283",",,7","  217",",,7",,,,,"  239",",,7,0800"
"USC00513317","2018-06-01","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  283",",,7","  217",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-06-02","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  289",",,7","  217",",,7",,,,,"  250",",,7,0800"
"USC00513317","2018-06-03","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  294",",,7","  217",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-06-04","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   13",",,7,0800",,,,,"  283",",,7","  222",",,7",,,,,"  261",",,7,0800"
"USC00513317","2018-06-05","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   18",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,"  244",",,7,0800"
"USC00513317","2018-06-06","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   36",",,7,0800",,,,,"  283",",,7","  206",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-06-07","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    5",",,7,0800",,,,,"  278",",,7","  206",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-06-08","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  283",",,7","  206",",,7",,,,,"  256",",,7,0800"
"USC00513317","2018-06-09","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  289",",,7","  233",",,7",,,,,"  256",",,7,0800"
"USC00513317","2018-06-10","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  311",",,7","  233",",,7",,,,,"  250",",,7,0800"
"USC00513317","2018-06-11","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  306",",,7","  228",",,7",,,,,"  256",",,7,0800"
"USC00513317","2018-06-12","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  300",",,7","  228",",,7",,,,,"  261",",,7,0800"
"USC00513317","2018-06-13","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,"  233",",,7,0800"
"USC00513317","2018-06-14","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    3",",,7,0800",,,,,"  294",",,7","  211",",,7",,,,,"  228",",,7,0800"
"USC00513317","2018-06-15","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","   18",",,7,0800",,,,,"  289",",,7","  211",",,7",,,,,"  267",",,7,0800"
"USC00513317","2018-06-16","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  311",",,7","  211",",,7",,,,,"  256",",,7,0800"
"USC00513317","2018-06-17","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  306",",,7","  206",",,7",,,,,"  267",",,7,0800"
"USC00513317","2018-06-18","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  306",",,7","  206",",,7",,,,,"  267",",,7,0800"
"USC00513317","2018-06-19","20.9625","-156.6753","73.2","KAPALUA W. MAUI AIRPORT 462.4, HI US","    0",",,7,0800",,,,,"  306",",,7","  200",",,7",,,,,"  267",",,7,0800"
