"CA002204300","2018-01-22","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -156",",,C"," -238",",,C",,,,," -197",",,C",,,,
"CA002204300","2018-01-23","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  350",",,C"," -157",",,C"," -298",",,C",,,,," -228",",,C",,,,
"CA002204300","2018-01-24","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,,," -319",",,C",,,,,,,,,,
"CA002204300","2018-01-25","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -169",",,C",,,,,,,,,,,,
"CA002204300","2018-01-26","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,,," -306",",,C",,,,,,,,,,
"CA002204300","2018-01-27","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -180",",,C"," -319",",,C",,,,," -250",",,C",,,,
"CA002204300","2018-01-28","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  290",",,C"," -208",",,C"," -329",",,C",,,,," -269",",,C",,,,
"CA002204300","2018-01-29","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -235",",,C"," -323",",,C",,,,," -279",",,C",,,,
"CA002204300","2018-01-30","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  390",",,C"," -186",",,C"," -259",",,C",,,,," -223",",,C",,,,
"CA002204300","2018-01-31","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  380",",,C"," -195",",,C"," -252",",,C",,,,," -224",",,C",,,,
"CA002204300","2018-02-01","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -189",",,C"," -372",",,C",,,,," -281",",,C",,,,
"CA002204300","2018-02-02","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,,," -407",",,C",,,,,,,,,,
"CA002204300","2018-02-04","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -131",",,C"," -272",",,C",,,,," -202",",,C",,,,
"CA002204300","2018-02-05","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  340",",,C"," -157",",,C"," -304",",,C",,,,," -231",",,C",,,,
"CA002204300","2018-02-06","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -158",",,C"," -288",",,C",,,,," -223",",,C",,,,
"CA002204300","2018-02-07","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -183",",,C"," -319",",,C",,,,," -251",",,C",,,,
"CA002204300","2018-02-08","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,"  -59",",,C"," -305",",,C",,,,," -182",",,C",,,,
"CA002204300","2018-02-09","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,"  -57",",,C"," -234",",,C",,,,," -146",",,C",,,,
"CA002204300","2018-02-10","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  320",",,C"," -101",",,C",,,,,,,,,,,,
"CA002204300","2018-02-11","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  320",",,C","  -69",",,C"," -311",",,C",,,,," -190",",,C",,,,
"CA002204300","2018-02-12","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,"   32",",,C"," -138",",,C",,,,,"  -53",",,C",,,,
"CA002204300","2018-02-13","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  310",",,C","   39",",,C"," -142",",,C",,,,,"  -52",",,C",,,,
"CA002204300","2018-02-14","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,," -127",",,C"," -316",",,C",,,,," -222",",,C",,,,
"CA002204300","2018-02-15","61.25","-123.75","204.0","YOHIN, NT CA",,,,,,,"  -58",",,C"," -300",",,C",,,,," -179",",,C",,,,
"CA002204300","2018-02-16","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  330",",,C","  -47",",,C"," -246",",,C",,,,," -147",",,C",,,,
"CA002204300","2018-02-17","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  320",",,C","  -57",",,C"," -277",",,C",,,,," -167",",,C",,,,
"CA002204300","2018-02-18","61.25","-123.75","204.0","YOHIN, NT CA",,,,,"  310",",,C","  -52",",,C"," -258",",,C",,,,," -155",",,C",,,,
