"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FIE00144552","2018-04-02","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   77",",,E","   -1",",,E","  -62",",,E"
"FIE00144552","2018-04-03","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","    7",",,E","  -40",",,E"
"FIE00144552","2018-04-04","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   26",",,E","   47",",,E"," -108",",,E"
"FIE00144552","2018-04-05","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   42",",,E","   31",",,E","    5",",,E"
"FIE00144552","2018-04-06","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   23",",,E","   44",",,E","    2",",,E"
"FIE00144552","2018-04-07","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","   51",",,E","  -43",",,E"
"FIE00144552","2018-04-08","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   42",",,E","   52",",,E","   -2",",,E"
"FIE00144552","2018-04-09","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    2",",,E","   27",",,E","   -3",",,E"
"FIE00144552","2018-04-10","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","   57",",,E","  -42",",,E"
"FIE00144552","2018-04-11","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","   80",",,E","  -81",",,E"
"FIE00144552","2018-04-12","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","   85",",,E","  -51",",,E"
"FIE00144552","2018-04-13","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","  102",",,E","  -57",",,E"
"FIE00144552","2018-04-14","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","  132",",,E","  -26",",,E"
"FIE00144552","2018-04-15","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    0",",,E","  139",",,E","  -16",",,E"
"FIE00144552","2018-04-16","62.5103","24.8108","227.0","MULTIA KARHILA, FI","   14",",,E","  101",",,E","   22",",,E"
"FIE00144552","2018-04-17","62.5103","24.8108","227.0","MULTIA KARHILA, FI","    4",",,E","   64",",,E","   37",",,E"
