"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"USC00146498","2018-09-23","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  100",",,7",,,,,,,"   43",",,7",,,,,,,,,"  100",",,7","  361",",,7","  122",",,7,0700",,,,,,
"USC00146498","2018-09-24","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7",,,,,,,"   46",",,7",,,,,,,,,"  172",",,7","  361",",,7","  167",",,7,0700",,,,,,
"USC00146498","2018-09-25","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  167",",,7",,,,,,,"   15",",,7",,,,,,,,,"  194",",,7","  278",",,7","  189",",,7,0700",,,,,,
"USC00146498","2018-09-26","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  100",",,7",,,,,,,"   38",",,7",,,,,,,,,"  111",",,7","  267",",,7","  100",",,7,0700",,,,,,
"USC00146498","2018-09-27","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   61",",,7",,,,,,,"   30",",,7",,,,,,,,,"   89",",,7","  267",",,7","   61",",,7,0700","   23",",,7",,,,
"USC00146498","2018-09-28","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   56",",,7",,,,,,,"   13",",,7",,,,,,,,,"   83",",,7","  256",",,7","  106",",,7,0700",,,,,,
"USC00146498","2018-09-29","38.6449","-95.566","324.0","POMONA LAKE, KS US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   89",",,7",,,,,,,"  749",",,7",,,,,,,,,"  100",",,7","  206",",,7","   94",",,7,0700",,,,,,
"USC00146498","2018-09-30","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   89",",,7",,,,,,,"    8",",,7",,,,,,,,,"  100",",,7","  200",",,7","  211",",,7,0700",,,,,,
"USC00146498","2018-10-01","38.6449","-95.566","324.0","POMONA LAKE, KS US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7",,,,,,,"   33",",,7",,,,,,,,,"  194",",,7","  261",",,7","  194",",,7,0700",,,,,,
"USC00146498","2018-10-02","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  150",",,7",,,,,,,"   38",",,7",,,,,,,,,"  183",",,7","  294",",,7","  156",",,7,0700",,,,,,
"USC00146498","2018-10-03","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  156",",,7",,,,,,,"   46",",,7",,,,,,,,,"  183",",,7","  317",",,7","  228",",,7,0700",,,,,,
"USC00146498","2018-10-04","38.6449","-95.566","324.0","POMONA LAKE, KS US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  122",",,7",,,,,,,"   84",",,7",,,,,,,,,"  150",",,7","  322",",,7","  122",",,7,0700",,,,,,
"USC00146498","2018-10-05","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","  111",",,7",,,,,,,"   33",",,7",,,,,,,,,"  128",",,7","  322",",,7","  122",",,7,0700",,,,,,
"USC00146498","2018-10-06","38.6449","-95.566","324.0","POMONA LAKE, KS US","  279",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  117",",,7",,,,,,,"   20",",,7",,,,,,,,,"  128",",,7","  322",",,7","  117",",,7,0700","  103",",,7",,,,
"USC00146498","2018-10-07","38.6449","-95.566","324.0","POMONA LAKE, KS US","  419",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","  100",",,7",,,,,,,"    3",",,7",,,,,,,,,"  117",",,7","  144",",,7","  122",",,7,0700","   51",",,7",,,,
"USC00146498","2018-10-09","38.6449","-95.566","324.0","POMONA LAKE, KS US",,,"    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,"    2",",,7",,,,,,,"  546",",,7",,,,,"  178",",,7","  267",",,7","  183",",,7,0700",,,,,,
"USC00146498","2018-10-10","38.6449","-95.566","324.0","POMONA LAKE, KS US","  147",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   94",",,7",,,,,,,,,,,,,,,,,"  111",",,7","  211",",,7","   94",",,7,0700",,,,,,
"USC00146498","2018-10-11","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   50",",,7",,,,,,,"   41",",,7",,,,,,,,,"   56",",,7","  211",",,7","   50",",,7,0700",,,,,,
"USC00146498","2018-10-12","38.6449","-95.566","324.0","POMONA LAKE, KS US","   64",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","   44",",,7",,,,,,,"    5",",,7",,,,,,,,,"   56",",,7","  211",",,7","   78",",,7,0700",,,,,,
"USC00146498","2018-10-13","38.6449","-95.566","324.0","POMONA LAKE, KS US","  127",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   39",",,7",,,,,,,,,,,,,,,,,"   56",",,7","  211",",,7","   67",",,7,0700",,,,,,
"USC00146498","2018-10-14","38.6449","-95.566","324.0","POMONA LAKE, KS US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,,,,
"USC00146498","2018-10-15","38.6449","-95.566","324.0","POMONA LAKE, KS US","   97",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   11",",,7",,,,,,,,,,,,,,,,,"    0",",,7","  106",",,7","   11",",,7,0700",,,,,,
"USC00146498","2018-10-16","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,
"USC00146498","2018-10-17","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,
"USC00146498","2018-10-18","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,
"USC00146498","2018-10-19","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"  117",",,7,0700",,,,,,
"USC00146498","2018-10-20","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,
"USC00146498","2018-10-21","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,
"USC00146498","2018-10-22","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,
"USC00146498","2018-10-23","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"  106",",,7,0700",,,,,,
"USC00146498","2018-10-24","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,
"USC00146498","2018-10-25","38.6449","-95.566","324.0","POMONA LAKE, KS US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,
"USC00146498","2018-10-26","38.6449","-95.566","324.0","POMONA LAKE, KS US","   38",",,7,0700","    0",",,7,0700","    0",",,7,0700","  100",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,
"USC00146498","2018-10-27","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,
"USC00146498","2018-10-28","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,
"USC00146498","2018-10-29","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,
"USC00146498","2018-10-30","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"  150",",,7,0700",,,,,,
"USC00146498","2018-10-31","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,"   94",",,7,0700",,,,,,
"USC00146498","2018-11-01","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,,,,
"USC00146498","2018-11-02","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,
"USC00146498","2018-11-03","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-04","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-05","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,
"USC00146498","2018-11-06","38.6449","-95.566","324.0","POMONA LAKE, KS US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,
"USC00146498","2018-11-07","38.6449","-95.566","324.0","POMONA LAKE, KS US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,
"USC00146498","2018-11-08","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,
"USC00146498","2018-11-09","38.6449","-95.566","324.0","POMONA LAKE, KS US","   53",",,7,0700","   51",",,7,0700","    0",",,7,0700","   22",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"  128",",,7","    6",",,7,0700",,,,,,
"USC00146498","2018-11-10","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   22",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-11","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   50",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-12","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   94",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-13","38.6449","-95.566","324.0","POMONA LAKE, KS US","   38",",,7,0700","   51",",,7,0700","   51",",,7,0700","   -6",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0700",,,,,,
"USC00146498","2018-11-14","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   17",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,
"USC00146498","2018-11-15","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   50",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,
"USC00146498","2018-11-16","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,
"USC00146498","2018-11-17","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-18","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-19","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   11",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,
"USC00146498","2018-11-20","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,
"USC00146498","2018-11-21","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  100",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,
"USC00146498","2018-11-22","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-23","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,,,,
"USC00146498","2018-11-24","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-25","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-11-26","38.6449","-95.566","324.0","POMONA LAKE, KS US","  140",",,7,0700","  102",",,7,0700","  102",",,7,0700","   89",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,
"USC00146498","2018-11-27","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","  102",",,7,0700","    6",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,
"USC00146498","2018-11-28","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700",,,"  -11",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,
"USC00146498","2018-11-29","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700",,,"   83",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,
"USC00146498","2018-11-30","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700",,,"  117",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,
"USC00146498","2018-12-01","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-02","38.6449","-95.566","324.0","POMONA LAKE, KS US","  221",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-03","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   33",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,
"USC00146498","2018-12-04","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   -6",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,
"USC00146498","2018-12-07","38.6449","-95.566","324.0","POMONA LAKE, KS US",,,"    0",",,7,0700","    0",",,7,0700","   28",",,7","  -50",",,7",,,"    3",",,7",,,,,,,"    0",",,7",,,,,,,,,"  -50",",,7,0700",,,,,,
"USC00146498","2018-12-08","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   11",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-09","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   44",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-10","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,
"USC00146498","2018-12-11","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,
"USC00146498","2018-12-12","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,
"USC00146498","2018-12-13","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,
"USC00146498","2018-12-14","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,
"USC00146498","2018-12-15","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-16","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-17","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,
"USC00146498","2018-12-18","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,
"USC00146498","2018-12-19","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,
"USC00146498","2018-12-20","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,
"USC00146498","2018-12-21","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,
"USC00146498","2018-12-22","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-23","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   94",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-24","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   94",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-25","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-26","38.6449","-95.566","324.0","POMONA LAKE, KS US","  102",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,
"USC00146498","2018-12-27","38.6449","-95.566","324.0","POMONA LAKE, KS US","  305",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"  117",",,7,0700",,,,,,
"USC00146498","2018-12-28","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,
"USC00146498","2018-12-29","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  -22",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-30","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  -17",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2018-12-31","38.6449","-95.566","324.0","POMONA LAKE, KS US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,
"USC00146498","2019-01-01","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2019-01-02","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  -50",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,
"USC00146498","2019-01-03","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7","  -56",",,7",,,,,,,,,,,,,,,,,"    6",",,7",,,"  -56",",,7,0700",,,,,,
"USC00146498","2019-01-04","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,
"USC00146498","2019-01-05","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2019-01-06","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2019-01-07","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"  128",",,7,0700",,,,,,
"USC00146498","2019-01-08","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,
"USC00146498","2019-01-09","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,
"USC00146498","2019-01-10","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   50",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,
"USC00146498","2019-01-11","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,
"USC00146498","2019-01-12","38.6449","-95.566","324.0","POMONA LAKE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   44",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00146498","2019-01-13","38.6449","-95.566","324.0","POMONA LAKE, KS US","  343",",,7,0700","  152",",,7,0700","  152",",,7,0700","   11",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
