"USC00240775","2014-02-24","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","    0","T,,7,1630","    0","T,,7,",,,"    6",",,7"," -133",",,7",,,,,,,,,"  -39",",,7,1630",,,,,,,,,,
"USC00240775","2014-02-25","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","   23",",,7,1630","   51",",,7,",,,"  -33",",,7"," -133",",,7",,,,,,,,,"  -72",",,7,1630",,,,,,,,,,
"USC00240775","2014-02-26","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","    0",",,7,1630","    0",",,7,",,,"   56",",,7"," -233",",,7",,,,,,,,,"   22",",,7,1630",,,,,,,,,,
"USC00240775","2014-02-27","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","    0",",,7,1630","    0",",,7,",,,"   56",",,7"," -228",",,7",,,,,,,,,"   50",",,7,1630",,,,,,,,,,
"USC00240775","2014-02-28","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","   86",",,7,1630","  107",",,7,",,,"   56",",,7"," -117",",,7",,,,,,,,," -106",",,7,1630",,,,,,,,,,
"USC00240775","2014-03-01","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","   33",",,7,1630","   76",",,7,",,," -106",",,7"," -233",",,7",,,,,,,,," -183",",,7,1630",,,,,,,,,,
"USC00240775","2014-03-02","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","   10",",,7,1630","   25",",,7,",,,"   22",",,7"," -211",",,7",,,,,,,,,"    6",",,7,1630",,,,,,,,,,
"USC00240775","2014-03-03","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","    0","T,,7,1630","    0",",,7,",,,"   67",",,7","  -39",",,7",,,,,,,,,"   39",",,7,1630",,,,,,,,,,
"USC00240775","2014-03-04","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","   18",",,7,1630","   64",",,7,",,,"   44",",,7","  -56",",,7",,,,,,,,,"    6",",,7,1630",,,,,,,,,,
"USC00240775","2014-03-05","45.2774","-111.3252","2008.6","BIG SKY 2 WNW, MT US","    0","T,,7,1630",,,,,"   72",",,7","  -67",",,7",,,,,,,,,"   28",",,7,1630",,,,,,,,,,
