"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00207364","2018-07-06","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  133",",,7","  144",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-07","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  239",",,7","   83",",,7","  122",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-08","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  294",",,7","  117",",,7","  150",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-09","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  311",",,7","  150",",,7","  194",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-10","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  294",",,7","  122",",,7","  144",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-11","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  106",",,7","  133",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-12","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  294",",,7","  128",",,7","  161",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-13","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   51",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","  161",",,7","  194",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-14","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   10",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  183",",,7","  189",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-15","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  328",",,7","  144",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-16","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    3",",,7,0800","    0",",,7","    0",",,7,0800","  339",",,7","  172",",,7","  206",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-17","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  122",",,7","  133",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-18","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  211",",,7","   72",",,7","  117",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-19","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  244",",,7","   89",",,7","  128",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-20","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  300",",,7","  128",",,7","  189",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-21","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","  107",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  189",",,7","  194",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-22","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   38",",,7,0800","    0",",,7","    0",",,7,0800","  244",",,7","  189",",,7","  200",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-23","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    8",",,7,0800","    0",",,7","    0",",,7,0800","  300",",,7","  194",",,7","  200",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-24","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   30",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  178",",,7","  183",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-25","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  122",",,7","  144",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-26","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   91",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","  144",",,7","  161",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-27","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  217",",,7","  150",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-28","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    3",",,7,0800","    0",",,7","    0",",,7,0800","  178",",,7","  122",",,7","  150",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-29","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  239",",,7","  100",",,7","  128",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-30","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  256",",,7","  100",",,7","  122",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-07-31","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  117",",,7","  133",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-01","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  306",",,7","  133",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-02","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","  104",",,7,0800","    0",",,7","    0",",,7,0800","  289",",,7","  156",",,7","  161",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-03","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  200",",,7","  117",",,7","  133",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-04","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  261",",,7","  117",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-05","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   20",",,7,0800","    0",",,7","    0",",,7,0800","  267",",,7","  156",",,7","  206",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-06","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   69",",,7,0800","    0",",,7","    0",",,7,0800","  283",",,7","  178",",,7","  183",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-07","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","   10",",,7,0800","    0",",,7","    0",",,7,0800","  244",",,7","  139",",,7","  144",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-08","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0","T,,7,0800","    0",",,7","    0",",,7,0800","  189",",,7","   94",",,7","  117",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-09","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    3",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  117",",,7","  183",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-10","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  122",",,7","  139",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-11","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    5",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  139",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-12","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  278",",,7","  139",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-13","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  311",",,7","  144",",,7","  161",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-14","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  311",",,7","  150",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-15","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  322",",,7","  161",",,7","  189",",,7,0800",,,,,,,,,,,,,,
"USC00207364","2018-08-16","46.4866","-84.4089","192.0","SAULT STE MARIE, MI US","    0",",,7,0800","    0",",,7","    0",",,7,0800","  272",",,7","  139",",,7","  167",",,7,0800",,,,,,,,,,,,,,
