"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES"
"ASN00058212","2018-08-05","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  224",",,a","   95",",,a",,,,
"ASN00058212","2018-08-06","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  296",",,a","  129",",,a",,,,
"ASN00058212","2018-08-07","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    4",",,a","  227",",,a","  101",",,a",,,,
"ASN00058212","2018-08-08","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  227",",,a","   90",",,a",,,,
"ASN00058212","2018-08-09","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  198",",,a","  106",",,a",,,,
"ASN00058212","2018-08-10","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  205",",,a","  103",",,a",,,,
"ASN00058212","2018-08-11","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  256",",,a","  109",",,a",,,,
"ASN00058212","2018-08-12","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  251",",,a","  131",",,a",,,,
"ASN00058212","2018-08-13","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  176",",,a","   76",",,a",,,,
"ASN00058212","2018-08-14","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  239",",,a","   53",",,a",,,,
"ASN00058212","2018-08-15","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  292",",,a","   61",",,a",,,,
"ASN00058212","2018-08-16","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  256",",,a","  103",",,a",,,,
"ASN00058212","2018-08-17","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  217",",,a","  150",",,a",,,,
"ASN00058212","2018-08-18","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  256",",,a","   94",",,a",,,,
"ASN00058212","2018-08-19","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  214",",,a","  114",",,a",,,,
"ASN00058212","2018-08-20","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  181",",,a","   74",",,a",,,,
"ASN00058212","2018-08-21","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  227",",,a","   44",",,a",,,,
"ASN00058212","2018-08-22","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  200",",,a","   76",",,a",,,,
"ASN00058212","2018-08-23","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  203",",,a","   95",",,a",,,,
"ASN00058212","2018-08-24","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   26",",,a","  211",",,a","  109",",,a",,,,
"ASN00058212","2018-08-25","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  122",",,a","  194",",,a","  121",",,a",,,,
"ASN00058212","2018-08-26","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   34",",,a","  164",",,a","  117",",,a",,,,
"ASN00058212","2018-08-27","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  134",",,a","  199",",,a","  100",",,a",,,,
"ASN00058212","2018-08-28","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   44",",,a","  182",",,a","  104",",,a",,,,
"ASN00058212","2018-08-29","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  200",",,a","   94",",,a",,,,
"ASN00058212","2018-08-30","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  198",",,a","   88",",,a",,,,
"ASN00058212","2018-08-31","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  275",",,a","   93",",,a",,,,
"ASN00058212","2018-09-01","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   30",",,a","  241",",,a","  115",",,a",,,,
"ASN00058212","2018-09-02","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  204",",,a","  132",",,a",,,,
"ASN00058212","2018-09-03","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  124",",,a","  176",",,a","  122",",,a",,,,
"ASN00058212","2018-09-04","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  278",",,a","  188",",,a","  115",",,a",,,,
"ASN00058212","2018-09-05","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  252",",,a","  193",",,a","  117",",,a",,,,
"ASN00058212","2018-09-06","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  102",",,a","  218",",,a","  117",",,a",,,,
"ASN00058212","2018-09-07","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  266",",,a","  137",",,a",,,,
"ASN00058212","2018-09-08","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   60",",,a","  262",",,a","  157",",,a",,,,
"ASN00058212","2018-09-09","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    4",",,a","  216",",,a","  135",",,a",,,,
"ASN00058212","2018-09-10","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  211",",,a","  117",",,a",,,,
"ASN00058212","2018-09-11","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  212",",,a","  125",",,a",,,,
"ASN00058212","2018-09-12","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  257",",,a","  110",",,a",,,,
"ASN00058212","2018-09-13","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  270",",,a","  121",",,a",,,,
"ASN00058212","2018-09-14","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  270",",,a","  134",",,a",,,,
"ASN00058212","2018-09-15","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  274",",,a","  137",",,a",,,,
"ASN00058212","2018-09-16","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  203",",,a","  159",",,a",,,,
"ASN00058212","2018-09-17","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  198",",,a","  107",",,a",,,,
"ASN00058212","2018-09-18","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  223",",,a","   94",",,a",,,,
"ASN00058212","2018-09-19","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  284",",,a","  119",",,a",,,,
"ASN00058212","2018-09-20","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  213",",,a","  160",",,a",,,,
"ASN00058212","2018-09-21","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  204",",,a","  198",",,a","  107",",,a",,,,
"ASN00058212","2018-09-22","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  221",",,a","  123",",,a",,,,
"ASN00058212","2018-09-23","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  253",",,a","  113",",,a",,,,
"ASN00058212","2018-09-24","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   30",",,a","  215",",,a","  150",",,a",,,,
"ASN00058212","2018-09-25","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   34",",,a","  186",",,a","  131",",,a",,,,
"ASN00058212","2018-09-26","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   28",",,a","  203",",,a","  120",",,a",,,,
"ASN00058212","2018-09-27","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    4",",,a","  229",",,a","  137",",,a",,,,
"ASN00058212","2018-09-28","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  265",",,a","  137",",,a",,,,
"ASN00058212","2018-09-29","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  286",",,a","  154",",,a",,,,
"ASN00058212","2018-09-30","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  194",",,a","  170",",,a",,,,
"ASN00058212","2018-10-01","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  216",",,a","  117",",,a",,,,
"ASN00058212","2018-10-02","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  229",",,a","  126",",,a",,,,
"ASN00058212","2018-10-03","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  262",",,a","  114",",,a",,,,
"ASN00058212","2018-10-04","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  269",",,a","  132",",,a",,,,
"ASN00058212","2018-10-05","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   12",",,a","  210",",,a","  165",",,a",,,,
"ASN00058212","2018-10-06","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    6",",,a","  223",",,a","  157",",,a",,,,
"ASN00058212","2018-10-07","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   46",",,a","  224",",,a","  141",",,a",,,,
"ASN00058212","2018-10-08","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    4",",,a","  278",",,a","  141",",,a",,,,
"ASN00058212","2018-10-09","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  288",",,a","  137",",,a",,,,
"ASN00058212","2018-10-10","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  291",",,a","  161",",,a",,,,
"ASN00058212","2018-10-11","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  474",",,a","  171",",,a","  157",",,a",,,,
"ASN00058212","2018-10-12","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  456",",,a","  193",",,a","  134",",,a",,,,
"ASN00058212","2018-10-13","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   88",",,a","  186",",,a","  152",",,a",,,,
"ASN00058212","2018-10-14","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  592",",,a","  204",",,a","  155",",,a",,,,
"ASN00058212","2018-10-15","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  322",",,a","  205",",,a","  167",",,a",,,,
"ASN00058212","2018-10-16","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   90",",,a","  217",",,a","  176",",,a",,,,
"ASN00058212","2018-10-17","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  164",",,a","  240",",,a","  182",",,a",,,,
"ASN00058212","2018-10-18","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   78",",,a","  249",",,a","  187",",,a",,,,
"ASN00058212","2018-10-19","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  250",",,a","  175",",,a",,,,
"ASN00058212","2018-10-20","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  269",",,a","  160",",,a",,,,
"ASN00058212","2018-10-21","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    6",",,a","  254",",,a","  182",",,a",,,,
"ASN00058212","2018-10-22","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  188",",,a","  238",",,a","  169",",,a",,,,
"ASN00058212","2018-10-23","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  252",",,a","  170",",,a",,,,
"ASN00058212","2018-10-24","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  320",",,a","  169",",,a",,,,
"ASN00058212","2018-10-25","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  247",",,a","  176",",,a",,,,
"ASN00058212","2018-10-26","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  294",",,a","  168",",,a",,,,
"ASN00058212","2018-10-27","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  253",",,a","  175",",,a",,,,
"ASN00058212","2018-10-28","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  243",",,a","  160",",,a",,,,
"ASN00058212","2018-10-29","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   10",",,a","  215",",,a","  168",",,a",,,,
"ASN00058212","2018-10-30","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  251",",,a","  170",",,a",,,,
"ASN00058212","2018-10-31","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  310",",,a","  142",",,a",,,,
"ASN00058212","2018-11-01","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  292",",,a","  160",",,a",,,,
"ASN00058212","2018-11-02","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  305",",,a","  154",",,a",,,,
"ASN00058212","2018-11-03","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  353",",,a",,,,,,
"ASN00058212","2018-11-04","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  277",",,a","  197",",,a",,,,
"ASN00058212","2018-11-05","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  307",",,a","  204",",,a",,,,
"ASN00058212","2018-11-06","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  348",",,a","  205",",,a",,,,
"ASN00058212","2018-11-07","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  346",",,a","  210",",,a",,,,
"ASN00058212","2018-11-08","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   20",",,a","  207",",,a","  196",",,a",,,,
"ASN00058212","2018-11-09","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    6",",,a","  238",",,a","  143",",,a",,,,
"ASN00058212","2018-11-10","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  250",",,a","  146",",,a",,,,
"ASN00058212","2018-11-11","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  172",",,a","  246",",,a","  161",",,a",,,,
"ASN00058212","2018-11-12","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  256",",,a","  154",",,a",,,,
"ASN00058212","2018-11-13","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  254",",,a","  151",",,a",,,,
"ASN00058212","2018-11-14","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  262",",,a","  151",",,a",,,,
"ASN00058212","2018-11-15","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  304",",,a","  179",",,a",,,,
"ASN00058212","2018-11-16","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  272",",,a","  192",",,a",,,,
"ASN00058212","2018-11-17","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    2",",,a","  277",",,a","  193",",,a",,,,
"ASN00058212","2018-11-18","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  130",",,a","  252",",,a","  190",",,a",,,,
"ASN00058212","2018-11-19","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    6",",,a","  255",",,a","  168",",,a",,,,
"ASN00058212","2018-11-20","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  288",",,a","  154",",,a",,,,
"ASN00058212","2018-11-21","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  363",",,a","  177",",,a",,,,
"ASN00058212","2018-11-22","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  178",",,a","  306",",,a","  210",",,a",,,,
"ASN00058212","2018-11-23","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","  112",",,a","  295",",,a","  148",",,a",,,,
"ASN00058212","2018-11-24","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  307",",,a","  149",",,a",,,,
"ASN00058212","2018-11-25","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  316",",,a","  173",",,a",,,,
"ASN00058212","2018-11-26","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  266",",,a","  180",",,a",,,,
"ASN00058212","2018-11-27","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","    0",",,a","  291",",,a","  163",",,a",,,,
"ASN00058212","2018-11-28","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   54",",,a","  342",",,a","  182",",,a",,,,
"ASN00058212","2018-11-29","-29.183","153.3964","62.5","EVANS HEAD RAAF BOMBING RANGE, AS","   80",",,a","  273",",,a","  179",",,a",,,,
