"USC00058064","2018-06-16","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  100",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,"  106",",,7,0800",,,,,,,,
"USC00058064","2018-06-17","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US",,,"    0",",,7,0800","    0",",,7,0800","  194",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00058064","2018-06-18","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US",,,"    0",",,7,0800","    0",",,7,0800","  150",",,7","   56",",,7",,,"    2",",,7",,,,,"  -10",",X,7,0800",,,"   79",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,
"USC00058064","2018-06-19","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   28",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"   78",",,7,0800",,,,,,,,
"USC00058064","2018-06-20","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   39",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"   67",",,7,0800",,,,,,,,
"USC00058064","2018-06-21","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   28",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,,,,,"   44",",,7,0800",,,,,,,,
"USC00058064","2018-06-22","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   44",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,,,,,"   83",",,7,0800",,,,,,,,
"USC00058064","2018-06-23","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","    6",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"   72",",,7,0800",,,,,,,,
"USC00058064","2018-06-24","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","   71",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  -11",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"   44",",,7,0800",,,,,,,,
"USC00058064","2018-06-25","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","    0",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"   44",",,7,0800",,,,,,,,
"USC00058064","2018-06-26","39.2495","-106.3713","2968.1","SUGARLOAF RESERVOIR, CO US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   11",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,"   44",",,7,0800",,,,,,,,
