"USC00310750","2017-12-18","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800",,,,,"  117",",,7","  -33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-19","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800",,,,,"  172",",,7","   33",",,7",,,,,"   39",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-20","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","   13",",,7,0800",,,,,"  239",",,7","   33",",,7",,,,,"  111",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-21","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","  140",",,7,0800",,,,,"  117",",,7","   61",",,7",,,,,"   61",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-22","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    8",",,7,0800",,,,,"  111",",,7","   28",",,7",,,,,"   33",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-26","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US",,,,,,,"  222",",,7","   -6",",,7","    3",",,7","    3",",,7","   -6",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-27","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800",,,,,"   61",",,7","   -6",",,7",,,,,"   22",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-28","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800",,,,,"   72",",,7","  -33",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,
"USC00310750","2017-12-29","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800",,,,,"  -11",",,7","  -78",",,7",,,,,"  -72",",,7,0800",,,,,,,,,,
"USC00310750","2018-01-02","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US",,,,,,,"  -39",",,7","  -94",",,7","    3",",,7","    0",",,7","  -94",",,7,0800",,,,,,,,,,
"USC00310750","2018-01-03","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","    0",",,7,0800","    0",",,7,","    0",",,7,","  -11",",,7"," -122",",,7",,,,,"  -89",",,7,0800",,,,,,,,,,
