"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00018106","2018-06-12","-31.4492","130.8976","64.0","NULLARBOR, AS","   10",",,a","  162",",,a","   89",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-13","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  175",",,a","   69",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-14","-31.4492","130.8976","64.0","NULLARBOR, AS","   14",",,a","  182",",,a","   76",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-15","-31.4492","130.8976","64.0","NULLARBOR, AS","   20",",,a","  174",",,a","   95",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-16","-31.4492","130.8976","64.0","NULLARBOR, AS","    2",",,a","  183",",,a","   97",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-17","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  179",",,a","   89",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-18","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  174",",,a","   21",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-19","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  137",",,a","   53",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-20","-31.4492","130.8976","64.0","NULLARBOR, AS","   62",",,a","  176",",,a","   73",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-21","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  188",",,a","   28",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-22","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  185",",,a","   76",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-23","-31.4492","130.8976","64.0","NULLARBOR, AS","    2",",,a","  163",",,a","   56",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-24","-31.4492","130.8976","64.0","NULLARBOR, AS","   32",",,a","  177",",,a","   66",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-25","-31.4492","130.8976","64.0","NULLARBOR, AS","   40",",,a","  188",",,a","   56",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-26","-31.4492","130.8976","64.0","NULLARBOR, AS","    2",",,a","  184",",,a","   32",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-27","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  186",",,a","   33",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-28","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  216",",,a","   41",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-29","-31.4492","130.8976","64.0","NULLARBOR, AS","   16",",,a","  158",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-06-30","-31.4492","130.8976","64.0","NULLARBOR, AS",,,"  162",",,a","   23",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-07-01","-31.4492","130.8976","64.0","NULLARBOR, AS",,,"  190",",,a","   35",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-07-02","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a",,,"   48",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-07-03","-31.4492","130.8976","64.0","NULLARBOR, AS",,,"  284",",,a","   86",",,a",,,,,,,,,,,,,,
"ASN00018106","2018-07-04","-31.4492","130.8976","64.0","NULLARBOR, AS","    0",",,a","  243",",,a","  127",",,a",,,,,,,,,,,,,,
