"USW00023119","1969-04-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   33",",,X"," 1018",",,X","  240",",,X","  103",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   11",",,X"," 1630",",,X","  320",",,X","   62",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   33",",,X"," 1342",",,X","  310",",,X","   77",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  156",",,X","  100",",,X"," 1454",",,X","  330",",,X","   77",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1969-04-10","33.9","-117.25","468.2","MARCH AFB, CA US","   10",",,X","    0",",,X","    0",",,X","  150",",,X","   94",",,X",,,,,,,"    1",",,X","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1969-04-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","  106",",,X"," 1418",",,X","  330",",,X","   77",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","  122",",,X"," 1718",",,X","  330",",,X","   67",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","   83",",,X"," 1236",",,X","   10",",,X","   62",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1969-04-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   89",",,X"," 1454",",,X","  300",",,X","   87",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   44",",,X"," 1612",",,X","  310",",,X","  103",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00023119","1969-04-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   28",",,X"," 1312",",,X","  340",",,X","  149",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   39",",,X"," 1436",",,X","  310",",,X","  103",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   44",",,X"," 1324",",,X","  300",",,X","   82",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   44",",,X"," 1406",",,X","  320",",,X","   82",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","   50",",,X"," 1448",",,X","  330",",,X","   87",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   61",",,X"," 1454",",,X","  310",",,X","   77",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1969-04-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  183",",,X","  122",",,X"," 1554",",,X","  320",",,X","   67",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1969-04-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  189",",,X","   83",",,X"," 1436",",,X","  300",",,X","   93",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1969-04-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   50",",,X"," 1642",",,X","  280",",,X","   87",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   17",",,X"," 1224",",,X","  340",",,X","  108",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","   56",",,X"," 1242",",,X","  340",",,X","  129",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1969-04-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   22",",,X"," 1512",",,X","  280",",,X","  103",",,X",,,,,,,,,,,,,,,,,,
