"USC00035186","2018-06-30","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  239",",,7",,,,,"  250",",,7,0800",,,,,"  200",",,7",,,,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-01","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  228",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-02","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  239",",,7",,,,,"  239",",,7,0800",,,,,"  206",",,7",,,,,"  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-03","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  239",",,7",,,,,"  261",",,7,0800",,,,,"  211",",,7",,,,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-04","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  244",",,7",,,,,"  267",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-05","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  239",",,7",,,,,"  272",",,7,0800",,,,,"  211",",,7",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-06","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  239",",,7",,,,,"  278",",,7,0800",,,,,"  211",",,7",,,,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-07","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  211",",,7",,,,,"  222",",,7,0800",,,,,"  211",",,7",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-08","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,"  222",",,7,0800",,,,,"  217",",,7",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-09","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  222",",,7",,,,,"  239",",,7,0800",,,,,"  211",",,7",,,,,"  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-10","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  233",",,7",,,,,"  261",",,7,0800",,,,,"  211",",,7",,,,,"  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-11","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  233",",,7",,,,,"  267",",,7,0800",,,,,"  217",",,7",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-12","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  244",",,7",,,,,"  261",",,7,0800",,,,,"  233",",,7",,,,,"  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-13","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  244",",,7",,,,,"  272",",,7,0800",,,,,"  211",",,7",,,,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-14","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  244",",,7",,,,,"  272",",,7,0800",,,,,"  217",",,7",,,,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-15","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  244",",,7",,,,,"  267",",,7,0800",,,,,"  217",",,7",,,,,"  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-16","35.6042","-91.2744","69.5","NEWPORT, AR US","   38",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  239",",,7",,,,,"  250",",,7,0800",,,,,"  211",",,7",,,,,"  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-17","35.6042","-91.2744","69.5","NEWPORT, AR US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  228",",,7",,,,,"  256",",,7,0800",,,,,"  222",",,7",,,,,"  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035186","2018-07-18","35.6042","-91.2744","69.5","NEWPORT, AR US","    8",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  256",",,7,0800",,,,,"  222",",,7",,,,,"  233",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
