"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00426708","2018-05-02","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  161",",,7","   44",",,7",,,,,,,,,"  156",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-03","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  200",",,7","    6",",,7",,,,,,,,,"  189",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-04","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  250",",,7","   22",",,7",,,,,,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-05","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  272",",,7","   44",",,7",,,,,,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-06","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  283",",,7","   67",",,7",,,,,,,,,"  278",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-07","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  283",",,7","  133",",,7",,,,,,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-08","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  294",",,7","   89",",,7",,,,,,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-09","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  300",",,7","   89",",,7",,,,,,,,,"  267",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-10","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  311",",,7","   89",",,7",,,,,,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-11","39.6309","-113.8858","1456.9","PARTOUN, UT US","  127",",,7,1900","    0",",,7,1900","    0",",,7,1900","  261",",,7","   56",",,7",,,,,,,,,"   72",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-12","39.6309","-113.8858","1456.9","PARTOUN, UT US","  140",",,7,1900","    0",",,7,1900","    0",",,7,1900","  111",",,7","   33",",,7",,,,,,,,,"  100",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-13","39.6309","-113.8858","1456.9","PARTOUN, UT US","   20",",,7,1900","    0",",,7,1900","    0",",,7,1900","  144",",,7","   44",",,7",,,,,,,,,"  117",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-14","39.6309","-113.8858","1456.9","PARTOUN, UT US","   84",",,7,1900","    0",",,7,1900","    0",",,7,1900","  133",",,7","   61",",,7",,,,,,,,,"  133",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-15","39.6309","-113.8858","1456.9","PARTOUN, UT US","   10",",,7,1900","    0",",,7,1900","    0",",,7,1900","  172",",,7","   61",",,7",,,,,,,,,"  156",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-16","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  244",",,7","   44",",,7",,,,,,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-17","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  244",",,7","   44",",,7",,,,,,,,,"  183",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-18","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  206",",,7","   56",",,7",,,,,,,,,"  156",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-19","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  228",",,7","   61",",,7",,,,,,,,,"  156",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-20","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  256",",,7","   61",",,7",,,,,,,,,"  206",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-21","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  228",",,7","  100",",,7",,,,,,,,,"  172",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-22","39.6309","-113.8858","1456.9","PARTOUN, UT US","  152",",,7,1900","    0",",,7,1900","    0",",,7,1900","  200",",,7","  100",",,7",,,,,,,,,"  139",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-23","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  217",",,7","   78",",,7",,,,,,,,,"  194",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-24","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  272",",,7","   67",",,7",,,,,,,,,"  267",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-25","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  278",",,7","   61",",,7",,,,,,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-26","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  261",",,7","   56",",,7",,,,,,,,,"  228",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-27","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  233",",,7","  111",",,7",,,,,,,,,"  139",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-28","39.6309","-113.8858","1456.9","PARTOUN, UT US","   41",",,7,1900","    0",",,7,1900","    0",",,7,1900","  200",",,7","   72",",,7",,,,,,,,,"  200",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-29","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  256",",,7","   67",",,7",,,,,,,,,"  250",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-30","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  300",",,7","   83",",,7",,,,,,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-05-31","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  283",",,7","  106",",,7",,,,,,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-01","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  272",",,7","   78",",,7",,,,,,,,,"  206",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-02","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  233",",,7","   39",",,7",,,,,,,,,"  233",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-03","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  300",",,7","   50",",,7",,,,,,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-04","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  350",",,7","   72",",,7",,,,,,,,,"  344",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-05","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  344",",,7","  117",",,7",,,,,,,,,"  322",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-06","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  322",",,7","  117",",,7",,,,,,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-07","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  317",",,7","  117",",,7",,,,,,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-08","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  311",",,7","   83",",,7",,,,,,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-09","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  339",",,7","   94",",,7",,,,,,,,,"  328",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-10","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  328",",,7","   94",",,7",,,,,,,,,"  206",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-11","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  306",",,7","   39",",,7",,,,,,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-12","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  306",",,7","   39",",,7",,,,,,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00426708","2018-06-13","39.6309","-113.8858","1456.9","PARTOUN, UT US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  367",",,7","   39",",,7",,,,,,,,,"  361",",,7,1900",,,,,,,,,,,,,,,,,,
