"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00410213","2018-07-01","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  328",",,7","  167",",,7"
"USC00410213","2018-07-02","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  344",",,7","  172",",,7"
"USC00410213","2018-07-03","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  344",",,7","  172",",,7"
"USC00410213","2018-07-04","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  367",",,7","  183",",,7"
"USC00410213","2018-07-05","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  322",",,7","  194",",,7"
"USC00410213","2018-07-06","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  339",",,7","  194",",,7"
"USC00410213","2018-07-07","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  322",",,7","  178",",,7"
"USC00410213","2018-07-08","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  322",",,7","  172",",,7"
"USC00410213","2018-07-09","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  333",",,7","  172",",,7"
"USC00410213","2018-07-10","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  344",",,7","  167",",,7"
"USC00410213","2018-07-11","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  344",",,7","  172",",,7"
"USC00410213","2018-07-12","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  350",",,7","  189",",,7"
"USC00410213","2018-07-13","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  361",",,7","  189",",,7"
"USC00410213","2018-07-14","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  333",",,7","  206",",,7"
"USC00410213","2018-07-15","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  356",",,7","  194",",,7"
"USC00410213","2018-07-16","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  339",",,7","  194",",,7"
"USC00410213","2018-07-17","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  367",",,7","  194",",,7"
"USC00410213","2018-07-18","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  389",",,7","  189",",,7"
"USC00410213","2018-07-19","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  411",",,7","  211",",,7"
"USC00410213","2018-07-20","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  411",",,7","  217",",,7"
"USC00410213","2018-07-21","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  400",",,7","  206",",,7"
"USC00410213","2018-07-22","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  406",",,7","  183",",,7"
"USC00410213","2018-07-23","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  333",",,7","  200",",,7"
"USC00410213","2018-07-24","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  322",",,7","  206",",,7"
"USC00410213","2018-07-25","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  372",",,7","  200",",,7"
"USC00410213","2018-07-26","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  317",",,7","  178",",,7"
"USC00410213","2018-07-27","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  289",",,7","  172",",,7"
"USC00410213","2018-07-28","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  356",",,7","  172",",,7"
"USC00410213","2018-07-29","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  361",",,7","  206",",,7"
"USC00410213","2018-07-30","35.2327","-101.7092","1094.2","AMARILLO 7 ENE, TX US",,,"  272",",,7","  161",",,7"
