"ASN00094010","2018-06-08","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  142",",,a","  121",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-09","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   14",",,a","  136",",,a","  100",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-10","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  132",",,a","   70",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-11","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  142",",,a","   64",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-12","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  131",",,a","   82",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-13","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    6",",,a","  129",",,a","   75",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-14","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    2",",,a","  134",",,a","   77",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-15","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    8",",,a","  111",",,a","   82",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-16","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   96",",,a","  120",",,a","   75",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-17","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","  202",",,a","  107",",,a","   84",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-18","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   26",",,a","  104",",,a","   72",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-19","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   26",",,a","  109",",,a","   56",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-20","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  104",",,a","   59",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-21","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  121",",,a","   65",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-22","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","    0",",,a","  135",",,a","   69",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-23","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   52",",,a","  107",",,a","   76",",,a",,,,,,,,,,,,,,,,
"ASN00094010","2018-06-24","-43.4892","147.1453","55.0","CAPE BRUNY LIGHTHOUSE, AS","   16",",,a","  109",",,a","   63",",,a",,,,,,,,,,,,,,,,
