"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"IDM00097378","2018-06-26","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S","  222",",,S","  259","H,,S"
"IDM00097378","2018-06-27","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  224",",,S","  263","H,,S"
"IDM00097378","2018-06-28","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S",,,"  257","H,,S"
"IDM00097378","2018-06-29","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  249","H,,S"
"IDM00097378","2018-06-30","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  212",",,S","  261","H,,S"
"IDM00097378","2018-07-01","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  308",",,S","  245",",,S","  264","H,,S"
"IDM00097378","2018-07-02","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  234",",,S","  271","H,,S"
"IDM00097378","2018-07-03","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  234",",,S","  268","H,,S"
"IDM00097378","2018-07-04","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  226",",,S","  265","H,,S"
"IDM00097378","2018-07-05","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S",,,"  254","H,,S"
"IDM00097378","2018-07-06","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  186",",,S","  256","H,,S"
"IDM00097378","2018-07-07","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  187",",,S","  258","H,,S"
"IDM00097378","2018-07-08","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  304",",,S","  216",",,S","  271","H,,S"
"IDM00097378","2018-07-09","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  210",",,S","  260","H,,S"
"IDM00097378","2018-07-10","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  304",",,S","  215",",,S","  254","H,,S"
"IDM00097378","2018-07-11","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  213",",,S","  251","H,,S"
"IDM00097378","2018-07-12","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  238","H,,S"
"IDM00097378","2018-07-13","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  302",",,S","  178",",,S","  252","H,,S"
"IDM00097378","2018-07-14","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  180",",,S","  240","H,,S"
"IDM00097378","2018-07-15","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  164",",,S","  246","H,,S"
"IDM00097378","2018-07-16","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  252","H,,S"
"IDM00097378","2018-07-17","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  189",",,S","  255","H,,S"
"IDM00097378","2018-07-18","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  240",",,S","  264","H,,S"
"IDM00097378","2018-07-19","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  307",",,S","  243",",,S","  264","H,,S"
"IDM00097378","2018-07-20","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  226",",,S","  264","H,,S"
"IDM00097378","2018-07-21","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  238",",,S","  274","H,,S"
"IDM00097378","2018-07-22","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  312",",,S",,,"  255","H,,S"
"IDM00097378","2018-07-23","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  312",",,S",,,"  239","H,,S"
"IDM00097378","2018-07-24","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  312",",,S",,,"  254","H,,S"
"IDM00097378","2018-07-25","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  324",",,S","  192",",,S","  259","H,,S"
"IDM00097378","2018-07-26","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  200",",,S","  259","H,,S"
"IDM00097378","2018-07-27","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  208",",,S","  253","H,,S"
"IDM00097378","2018-07-28","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  294",",,S","  206",",,S","  251","H,,S"
"IDM00097378","2018-07-29","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  254","H,,S"
"IDM00097378","2018-07-30","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  262","H,,S"
"IDM00097378","2018-07-31","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  222",",,S","  267","H,,S"
"IDM00097378","2018-08-01","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  252","H,,S"
"IDM00097378","2018-08-02","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  330",",,S",,,"  224","H,,S"
"IDM00097378","2018-08-03","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  296",",,S","  190",",,S","  228","H,,S"
"IDM00097378","2018-08-04","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  202",",,S","  243","H,,S"
"IDM00097378","2018-08-05","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  218",",,S","  249","H,,S"
"IDM00097378","2018-08-06","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  216",",,S","  251","H,,S"
"IDM00097378","2018-08-07","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S",,,"  248","H,,S"
"IDM00097378","2018-08-08","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  308",",,S",,,"  248","H,,S"
"IDM00097378","2018-08-09","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  247","H,,S"
"IDM00097378","2018-08-10","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  300",",,S","  206",",,S","  259","H,,S"
"IDM00097378","2018-08-11","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  242","H,,S"
"IDM00097378","2018-08-12","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  300",",,S","  164",",,S","  255","H,,S"
"IDM00097378","2018-08-13","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S","  212",",,S","  255","H,,S"
"IDM00097378","2018-08-14","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  312",",,S","  220",",,S","  258","H,,S"
"IDM00097378","2018-08-15","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  220",",,S","  253","H,,S"
"IDM00097378","2018-08-16","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  294",",,S","  224",",,S","  254","H,,S"
"IDM00097378","2018-08-17","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  306",",,S","  226",",,S","  258","H,,S"
"IDM00097378","2018-08-18","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  310",",,S","  226",",,S","  262","H,,S"
"IDM00097378","2018-08-19","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  220",",,S","  261","H,,S"
"IDM00097378","2018-08-20","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,"  236",",,S","  266","H,,S"
"IDM00097378","2018-08-21","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,,,,,"  257","H,,S"
"IDM00097378","2018-08-22","-10.733","123.067","1.0","ROTE BAA LEKUNIK, ID",,,"  318",",,S",,,"  253","H,,S"
