"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"USR0000ATAG","2017-05-15","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   61","H,,U","  -17","H,,U","   32",",,U"
"USR0000ATAG","2017-05-16","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","  156","H,,U","   17","H,,U","   97",",,U"
"USR0000ATAG","2017-05-17","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","  106","H,,U","  -28","H,,U","   34",",,U"
"USR0000ATAG","2017-05-18","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   39","H,,U","  -50","H,,U","  -12",",,U"
"USR0000ATAG","2017-05-19","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   72","H,,U","  -33","H,,U","   26",",,U"
"USR0000ATAG","2017-05-20","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   89","H,,U","   17","H,,U","   52",",,U"
"USR0000ATAG","2017-05-21","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","  100","H,,U","   17","H,,U","   59",",,U"
"USR0000ATAG","2017-05-22","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","  111","H,,U","   17","H,,U","   67",",,U"
"USR0000ATAG","2017-05-23","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   56","H,,U","   11","H,,U","   32",",,U"
"USR0000ATAG","2017-05-24","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   33","H,,U","  -17","H,,U","   11",",,U"
"USR0000ATAG","2017-05-25","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   22","H,,U","  -22","H,,U","   -3",",,U"
"USR0000ATAG","2017-05-26","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   28","H,,U","  -39","H,,U","   -3",",,U"
"USR0000ATAG","2017-05-27","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   61","H,,U","  -11","H,,U","   26",",,U"
"USR0000ATAG","2017-05-28","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   94","H,,U","   11","H,,U","   56",",,U"
"USR0000ATAG","2017-05-29","66.1808","-158.66","614.8","TAG MOUNTAIN ALASKA, AK US","   89","H,,U","    0","H,,U","   56",",,U"
