"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00024133","2018-12-13","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   39",",,W","  -88",",,W","   26",",,W",,,,,,,,,"  210",",,W","  200",",,W",,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-14","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   44",",,W","  -71",",,W","   58",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  165",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-15","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   83",",,W","  -38",",,W","   26",",,W",,,,,,,,,"  200",",,W","  210",",,W",,,"  139",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-16","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   83",",,W","  -38",",,W","   36",",,W",,,,,,,,,"   50",",,W","   50",",,W",,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-17","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   61",",,W","  -32",",,W","   12",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-18","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   78",",,W","    6",",,W","   40",",,W",,,,,,,,,"  200",",,W","  190",",,W",,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-19","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    8",",,W,2400",,,,,"   67",",,W","   -5",",,W","   58",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"  103",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-20","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  100",",,W","  -32",",,W","   28",",,W",,,,,,,,,"  180",",,W","  190",",,W",,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-21","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   72",",,W","  -16",",,W","   61",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-22","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   22",",,W","  -49",",,W","   41",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-23","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   18",",,W,2400",,,,,"   33",",,W","  -38",",,W","   14",",,W",,,,,,,,,"  180",",,W","  360",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-24","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   15",",,W,2400",,,,,"   50",",,W","  -16",",,W","   26",",,W",,,,,,,,,"   60",",,W","   70",",,W",,,"   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-25","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   58",",,W,2400",,,,,"    6",",,W","  -21",",,W","   44",",,W",,,,,,,,,"   60",",,W","   70",",,W",,,"   89",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-26","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -21",",,W","  -82",",,W","   31",",,W",,,,,,,,,"  260",",,W","  250",",,W",,,"   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-27","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   23",",,W,2400",,,,,"  -27",",,W","  -60",",,W","   21",",,W",,,,,,,,,"  250",",,W","  270",",,W",,,"   63",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-28","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -38",",,W","  -71",",,W","   34",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-29","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    3",",,W,2400",,,,,"    6",",,W","  -71",",,W","   55",",,W",,,,,,,,,"  210",",,W","  210",",,W",,,"   89",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-30","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    3",",,W,2400",,,,,"   44",",,W","  -32",",,W","   69",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"  134",",,W","  183",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2018-12-31","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -32",",,W"," -110",",,W","   27",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-01","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -55",",,W"," -177",",,W","   19",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-02","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -71",",,W"," -160",",,W","   20",",,W",,,,,,,,,"   70",",,W","   60",",,W",,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-03","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   -5",",,W"," -121",",,W","   36",",,W",,,,,,,,,"   50",",,W","   50",",,W",,,"   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-04","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"    6",",,W","  -82",",,W","   45",",,W",,,,,,,,,"   50",",,W","   40",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-05","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   50",",,W","  -77",",,W","   33",",,W",,,,,,,,,"  200",",,W","  210",",,W",,,"  125",",,W","  161",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-06","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    3",",,W,2400",,,,,"   44",",,W","   -5",",,W","   57",",,W",,,,,,,,,"  200",",,W","  210",",,W",,,"  130",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-07","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   28",",,W","  -60",",,W","   63",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"  148",",,W","  188",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-08","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -21",",,W","  -82",",,W","   56",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-09","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   67",",,W","  -38",",,W","   28",",,W",,,,,,,,,"  190",",,W","  180",",,W",,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-10","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   71",",,W,2400",,,,,"   67",",,W","  -16",",,W","   17",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-11","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   28",",,W","  -27",",,W","   35",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   76",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-12","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   -5",",,W","  -49",",,W","   54",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   94",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-13","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -10",",,W","  -71",",,W","   21",",,W",,,,,,,,,"   60",",,W","   30",",,W",,,"   45",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-14","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"    0",",,W"," -105",",,W","   25",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-15","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   28",",,W","  -77",",,W","   44",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-16","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   15",",,W,2400",,,,,"   72",",,W","  -55",",,W","   51",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  107",",,W","  139",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-17","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   58",",,W,2400",,,,,"   72",",,W","    6",",,W","   37",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  112",",,W","  161",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-18","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   39",",,W","  -16",",,W","   55",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"  107",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-19","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   18",",,W,2400",,,,,"   78",",,W","   -5",",,W","   33",",,W",,,,,,,,,"  200",",,W","  210",",,W",,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-20","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   64",",,W,2400",,,,,"   83",",,W","   11",",,W","   64",",,W",,,,,,,,,"  210",",,W","  210",",,W",,,"  112",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-21","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   28",",,W","  -27",",,W","   75",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"  130",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-22","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   11",",,W","  -43",",,W","   64",",,W",,,,,,,,,"  240",",,W","  250",",,W",,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-23","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   67",",,W","  -21",",,W","   65",",,W",,,,,,,,,"  270",",,W","  280",",,W",,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-24","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   72",",,W","    0",",,W","   61",",,W",,,,,,,,,"  250",",,W","  240",",,W",,,"  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-25","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"   72",",,W","  -21",",,W","   42",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-26","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   72",",,W","  -27",",,W","   26",",,W",,,,,,,,,"  280",",,W","  290",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-27","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  106",",,W","  -27",",,W","   29",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-28","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   44",",,W","  -43",",,W","   38",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-29","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   28",",,W","  -55",",,W","   44",",,W",,,,,,,,,"   60",",,W","   70",",,W",,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-30","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   56",",,W","  -88",",,W","   21",",,W",,,,,,,,,"   50",",,W","   60",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-01-31","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   72",",,W","  -71",",,W","   37",",,W",,,,,,,,,"   50",",,W","   50",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-01","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  128",",,W","  -49",",,W","   38",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-02","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   15",",,W,2400",,,,,"   89",",,W","  -21",",,W","   42",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  134",",,W","  165",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-03","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   33",",,W,2400",,,,,"   89",",,W","   22",",,W","   63",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  125",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-04","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   56",",,W,2400",,,,,"   94",",,W","   11",",,W","   43",",,W",,,,,,,,,"  240",",,W","  240",",,W",,,"  112",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-05","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   25",",,W,2400",,,,,"   22",",,W","  -38",",,W","   51",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"  139",",,W","  170",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-06","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -32",",,W","  -66",",,W","   68",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-07","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -38",",,W"," -110",",,W","   46",",,W",,,,,,,,,"  260",",,W","  250",",,W",,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-08","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"  -21",",,W"," -121",",,W","   43",",,W",,,,,,,,,"   60",",,W","   50",",,W",,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-09","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   28",",,W","  -71",",,W","   40",",,W",,,,,,,,,"  170",",,W","  160",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-10","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   71",",,W,2400",,,,,"   11",",,W"," -138",",,W","   52",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  157",",,W","  188",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-11","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"    6",",,W"," -132",",,W","   70",",,W",,,,,,,,,"  200",",,W","  180",",,W",,,"  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-12","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0",",,W,2400",,,,,"   22",",,W","  -55",",,W","   74",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-13","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   58",",,W,2400",,,,,,,"  -16",",,W","   64",",,W",,,,,,,,,"  210",",,W","  210",",,W",,,"  130",",,W","  165",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-14","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","   58",",,W,2400",,,,,,,,,"   52",",,W",,,,,,,,,"  200",",,W","  250",",,W",,,"  130",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-15","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    5",",,W,2400",,,,,"   67",",,W","  -10",",,W","   50",",,W",,,,,,,,,"  250",",,W","  270",",,W",,,"  130",",,W","  183",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-16","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US",,,,,,,,,,,,,,,,,,,,,"  200",",,W",,,,,"   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-17","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US",,,,,,,,,,,,,,,,,,,,,"   40",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-18","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -27",",,W","  -93",",,W","   33",",,W",,,,,,,,,"  250",",,W","  260",",,W",,,"   72",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-19","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -43",",,W","  -99",",,W","   52",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"   98",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-20","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    5",",,W,2400",,,,,"  -10",",,W","  -88",",,W","   38",",,W",,,,,,,,,"  210",",,W","  220",",,W",,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-21","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -27",",,W"," -138",",,W","   41",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   81",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024133","2019-02-22","42.5416","-113.7661","1266.1","BURLEY MUNICIPAL AIRPORT, ID US","    0","T,,W,2400",,,,,"  -27",",,W","  -99",",,W","   30",",,W",,,,,,,,,"  210",",,W","  210",",,W",,,"   72",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
