"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00202691","2019-01-03","42.4669","-83.3625","219.5","FARMINGTON, MI US","   13",",,7,0730","    0","T,,7","    0","T,,7","    0",",,7","  -44",",,7",,,,,"  -17",",,7,0730",,,"    1",",,7",,,,,,,"    1",",,7",,
"USC00202691","2019-01-04","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   33",",,7","  -22",",,7",,,,,"  -22",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-05","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -33",",,7",,,,,"  -28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-06","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -28",",,7",,,,,"    6",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-07","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","   44",",,7","  -17",",,7",,,,,"  -11",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-08","42.4669","-83.3625","219.5","FARMINGTON, MI US","   15",",,7,0730","    0",",,7","    0",",,7","  106",",,7","  -11",",,7",,,,,"   39",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-09","42.4669","-83.3625","219.5","FARMINGTON, MI US","   13",",,7,0730","    0","T,,7","    0","T,,7","   89",",,7","  -39",",,7",,,,,"  -39",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-10","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    5",",,7","    0","T,,7","  -39",",,7","  -67",",,7",,,,,"  -67",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-11","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  -33",",,7"," -100",",,7",,,,,"  -94",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-12","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  -22",",,7","  -94",",,7",,,,,"  -33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-13","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  -22",",,7","  -67",",,7",,,,,"  -67",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-14","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   -6",",,7"," -111",",,7",,,,," -111",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-15","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   22",",,7"," -111",",,7",,,,,"  -33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-16","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0",",,7","    0",",,7","  -11",",,7","  -44",",,7",,,,,"  -11",",,7,0730",,,,,,,,,,,"    1",",,7",,
"USC00202691","2019-01-17","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","   -6",",,7","  -94",",,7",,,,,"  -61",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-18","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    3",",,7","    0","T,,7","  -11",",,7","  -61",",,7",,,,,"  -17",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-19","42.4669","-83.3625","219.5","FARMINGTON, MI US","   18",",,7,0730","   25",",,7","   25",",,7","  -17",",,7","  -78",",,7",,,,,"  -72",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-20","42.4669","-83.3625","219.5","FARMINGTON, MI US","   53",",,7,0730","   76",",,7","  102",",,7","  -72",",,7"," -172",",,7",,,,," -172",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-21","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  102",",,7"," -117",",,7"," -217",",,7",,,,," -217",",,7,0730","   76",",,7",,,,,,,,,,,,
"USC00202691","2019-01-22","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  102",",,7","  -83",",,7"," -217",",,7",,,,," -111",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-23","42.4669","-83.3625","219.5","FARMINGTON, MI US","   81",",,7,0730","    0","T,,7","   51",",,7","   -6",",,7"," -111",",,7",,,,,"   -6",",,7,0730",,,,,,,"    1",",,7",,,"    1",",,7",,
"USC00202691","2019-01-24","42.4669","-83.3625","219.5","FARMINGTON, MI US","   56",",,7,0730","    0",",,7","    0","T,,7","   44",",,7","  -33",",,7",,,,,"  -33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-25","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    8",",,7","    0","T,,7","  -28",",,7"," -117",",,7",,,,," -117",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-26","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0","T,,7","  -94",",,7"," -178",",,7",,,,," -178",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-27","42.4669","-83.3625","219.5","FARMINGTON, MI US","   33",",,7,0730","   41",",,7","   51",",,7","  -72",",,7"," -183",",,7",,,,," -106",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-28","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   51",",,7","  -83",",,7"," -183",",,7",,,,," -133",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-29","42.4669","-83.3625","219.5","FARMINGTON, MI US","   76",",,7,0730","   91",",,7","  152",",,7","    0",",,7"," -133",",,7",,,,," -106",",,7,0730",,,,,,,,,,,"    1",",,7",,
"USC00202691","2019-01-30","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","  127",",,7"," -100",",,7"," -222",",,7",,,,," -222",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-01-31","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  127",",,7"," -194",",,7"," -267",",,7",,,,," -267",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-01","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  127",",,7"," -150",",,7"," -267",",,7",,,,," -211",",,7,0730","    0",",I,7",,,,,,,,,,,,
"USC00202691","2019-02-02","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  127",",,7","  -89",",,7"," -211",",,7",,,,," -122",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-03","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   76",",,7","   33",",,7"," -122",",,7",,,,,"   22",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-04","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  111",",,7","   22",",,7",,,,,"   39",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-05","42.4669","-83.3625","219.5","FARMINGTON, MI US","   30",",,7,0730","    0",",,7","    0",",,7","  106",",,7","    6",",,7",,,,,"    6",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-06","42.4669","-83.3625","219.5","FARMINGTON, MI US","   76",",,7,0730","    5",",,7","    0","T,,7","   17",",,7","  -33",",,7",,,,,"  -17",",,7,0730","    0",",,7",,,,,"    1",",,7",,,"    1",",,7",,
"USC00202691","2019-02-07","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0","T,,7","    6",",,7","  -17",",,7",,,,,"  -11",",,7,0730","    0",",,7","    1",",,7",,,,,,,,,,
"USC00202691","2019-02-08","42.4669","-83.3625","219.5","FARMINGTON, MI US","   25",",,7,0730","    0","T,,7","    0","T,,7","  100",",,7","  -89",",,7",,,,,"  -89",",,7,0730","    0",",,7","    1",",,7",,,,,,,,,,
"USC00202691","2019-02-09","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","  -78",",,7"," -128",",,7",,,,," -128",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-10","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  -33",",,7"," -128",",,7",,,,,"  -89",",,7,0730","    0",",,7",,,,,,,,,,,,
"USC00202691","2019-02-11","42.4669","-83.3625","219.5","FARMINGTON, MI US","   18",",,7,0730","   48",",,7","   51",",,7","  -39",",,7","  -89",",,7",,,,,"  -56",",,7,0730","   25",",,7",,,,,,,,,,,,
"USC00202691","2019-02-12","42.4669","-83.3625","219.5","FARMINGTON, MI US","   99",",,7,0730","   25",",,7","   51",",,7","  -22",",,7","  -56",",,7",,,,,"  -22",",,7,0730",,,,,,,"    1",",,7",,,"    1",",,7",,
"USC00202691","2019-02-13","42.4669","-83.3625","219.5","FARMINGTON, MI US","   51",",,7,0730","   38",",,7","   76",",,7","    6",",,7","  -67",",,7",,,,,"  -67",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00202691","2019-02-14","42.4669","-83.3625","219.5","FARMINGTON, MI US","   10",",,7,0730","   30",",,7","  102",",,7","  -39",",,7"," -100",",,7",,,,,"  -67",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-15","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0",",,7","   25",",,7","   67",",,7","  -67",",,7",,,,,"  -11",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-16","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","  -11",",,7","  -83",",,7",,,,,"  -61",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-17","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","   25",",,7","  -39",",,7","  -67",",,7",,,,,"  -67",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-18","42.4669","-83.3625","219.5","FARMINGTON, MI US","   66",",,7,0730","  142",",,7","  152",",,7","  -44",",,7","  -83",",,7",,,,,"  -83",",,7,0730","   76",",,7",,,,,,,,,,,,
"USC00202691","2019-02-19","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  127",",,7","  -28",",,7"," -161",",,7",,,,," -156",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-20","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","  102",",,7","  -11",",,7"," -156",",,7",,,,,"  -56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-21","42.4669","-83.3625","219.5","FARMINGTON, MI US","   10",",,7,0730","    0","T,,7","   51",",,7","   17",",,7","  -56",",,7",,,,,"    6",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-22","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","   44",",,7","  -72",",,7",,,,,"  -72",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-23","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0","T,,7","   39",",,7","  -72",",,7",,,,,"  -28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-24","42.4669","-83.3625","219.5","FARMINGTON, MI US","   76",",,7,0730","    0",",,7","    0",",,7","   72",",,7","  -28",",,7",,,,,"   50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-25","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","   10",",,7","    0","T,,7","   67",",,7"," -100",",,7",,,,," -100",",,7,0730",,,,,,,,,,,,,"    1",",,7"
"USC00202691","2019-02-26","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    3",",,7","    0","T,,7","  -44",",,7"," -106",",,7",,,,," -100",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-27","42.4669","-83.3625","219.5","FARMINGTON, MI US","   30",",,7,0730","   36",",,7","   25",",,7","  -56",",,7"," -100",",,7",,,,,"  -89",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-02-28","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","  -50",",,7"," -156",",,7",,,,," -150",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-01","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","  -22",",,7"," -150",",,7",,,,," -122",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-02","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","   11",",,7"," -122",",,7",,,,,"  -28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-03","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","   25",",,7","    0",",,7"," -100",",,7",,,,,"  -89",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-04","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0","T,,7","  -28",",,7"," -150",",,7",,,,," -139",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-05","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","  -89",",,7"," -139",",,7",,,,," -139",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-06","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    0","T,,7","    0","T,,7","  -72",",,7"," -150",",,7",,,,," -144",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-07","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    5",",,7","    0","T,,7","  -67",",,7"," -144",",,7",,,,," -100",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-08","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0","T,,7","  -33",",,7"," -122",",,7",,,,," -100",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-09","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   39",",,7"," -100",",,7",,,,,"  -72",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-10","42.4669","-83.3625","219.5","FARMINGTON, MI US","  130",",,7,0730","    0",",,7","    0",",,7","   72",",,7","  -72",",,7",,,,,"   33",",,7,0730",,,,,,,,,,,,,"    1",",,7"
"USC00202691","2019-03-11","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0",",,7","    0",",,7","   33",",,7","  -28",",,7",,,,,"  -28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-12","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   44",",,7","  -72",",,7",,,,,"  -72",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-13","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   78",",,7","  -72",",,7",,,,,"   17",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-14","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   17",",,7",,,,,"   50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-15","42.4669","-83.3625","219.5","FARMINGTON, MI US","  117",",,7,0730","    0",",,7","    0",",,7","  178",",,7","   50",",,7",,,,,"   50",",,7,0730",,,,,"    1",",,7",,,,,,,,
"USC00202691","2019-03-16","42.4669","-83.3625","219.5","FARMINGTON, MI US","   43",",,7,0730","    3",",,7","    0","T,,7","   50",",,7","  -28",",,7",,,,,"  -22",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-17","42.4669","-83.3625","219.5","FARMINGTON, MI US","    5",",,7,0730","    8",",,7","    0",",,7","   17",",,7","  -83",",,7",,,,,"  -83",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-18","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   33",",,7","  -83",",,7",,,,,"  -33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-19","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   50",",,7","  -56",",,7",,,,,"  -56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-20","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   89",",,7","  -56",",,7",,,,,"  -39",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-21","42.4669","-83.3625","219.5","FARMINGTON, MI US","   33",",,7,0730","    0",",,7","    0",",,7","   78",",,7","  -39",",,7",,,,,"   28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-22","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   44",",,7","   -6",",,7",,,,,"    6",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-23","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","   61",",,7","  -56",",,7",,,,,"  -56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-24","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   83",",,7","  -61",",,7",,,,,"  -28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-25","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  133",",,7","  -28",",,7",,,,,"  -22",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-26","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   67",",,7","  -61",",,7",,,,,"  -61",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-27","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   78",",,7","  -61",",,7",,,,,"  -56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-28","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0",",,7","    0",",,7","  111",",,7","  -56",",,7",,,,,"   50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-29","42.4669","-83.3625","219.5","FARMINGTON, MI US","   15",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   22",",,7",,,,,"   22",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-30","42.4669","-83.3625","219.5","FARMINGTON, MI US","  132",",,7,0730","    0",",,7","    0",",,7","  111",",,7","   22",",,7",,,,,"   28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-03-31","42.4669","-83.3625","219.5","FARMINGTON, MI US","  152",",,7,0730","   25",",,7","    0","T,,7","   50",",,7","  -56",",,7",,,,,"  -56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-01","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0","T,,7","    0",",,7","    0",",,7","  -61",",,7",,,,,"  -50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-02","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","   56",",,7","  -50",",,7",,,,,"    0",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-03","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","    0",",,7",,,,,"   39",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-04","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  111",",,7","    0",",,7",,,,,"    0",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-05","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    0",",,7","    0",",,7","   50",",,7","    0",",,7",,,,,"   11",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-06","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","   11",",,7",,,,,"   44",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-07","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   44",",,7",,,,,"   56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-08","42.4669","-83.3625","219.5","FARMINGTON, MI US","   10",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   56",",,7",,,,,"  133",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-09","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   78",",,7",,,,,"   78",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-10","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   11",",,7",,,,,"   28",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-11","42.4669","-83.3625","219.5","FARMINGTON, MI US","   15",",,7,0730","    8",",,7","    0","T,,7","   61",",,7","  -11",",,7",,,,,"    6",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-12","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0","T,,7,0730","    0",",,7","    0",",,7","   89",",,7","    6",",,7",,,,,"   89",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-13","42.4669","-83.3625","219.5","FARMINGTON, MI US","   38",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   28",",,7",,,,,"   33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-14","42.4669","-83.3625","219.5","FARMINGTON, MI US","   28",",,7,0730","    0","T,,7","    0","T,,7","  139",",,7","    6",",,7",,,,,"    6",",,7,0730",,,,,,,"    1",",,7",,,,,,
"USC00202691","2019-04-15","42.4669","-83.3625","219.5","FARMINGTON, MI US","  102",",,7,0730","    0","T,,7","    0",",,7","   22",",,7","    0",",,7",,,,,"   11",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-16","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","   11",",,7",,,,,"   50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-17","42.4669","-83.3625","219.5","FARMINGTON, MI US","   10",",,7,0730","    0",",,7","    0",",,7","  144",",,7","   44",",,7",,,,,"   56",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-18","42.4669","-83.3625","219.5","FARMINGTON, MI US","    5",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   56",",,7",,,,,"  144",",,7,0730",,,,,"    1",",,7",,,,,,,,
"USC00202691","2019-04-19","42.4669","-83.3625","219.5","FARMINGTON, MI US","  193",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   44",",,7",,,,,"   50",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-20","42.4669","-83.3625","219.5","FARMINGTON, MI US","   13",",,7,0730","    0",",,7","    0",",,7","   56",",,7","   28",",,7",,,,,"   33",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-21","42.4669","-83.3625","219.5","FARMINGTON, MI US","  180",",,7,0730","    0",",,7","    0",",,7","   56",",,7","   33",",,7",,,,,"   44",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-22","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   39",",,7",,,,,"   61",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-23","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   61",",,7",,,,,"  111",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-24","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   11",",,7",,,,,"   17",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-25","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","   17",",,7",,,,,"   83",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-26","42.4669","-83.3625","219.5","FARMINGTON, MI US","  323",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   72",",,7",,,,,"   83",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-27","42.4669","-83.3625","219.5","FARMINGTON, MI US","    3",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   17",",,7",,,,,"   17",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-28","42.4669","-83.3625","219.5","FARMINGTON, MI US","   89",",,7,0730","    0",",,7","    0",",,7","  106",",,7","    6",",,7",,,,,"   11",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-29","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","   11",",,7",,,,,"   22",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-04-30","42.4669","-83.3625","219.5","FARMINGTON, MI US","   79",",,7,0730","    0",",,7","    0",",,7","   61",",,7","   22",",,7",,,,,"   44",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-05-01","42.4669","-83.3625","219.5","FARMINGTON, MI US","  254",",,7,0730","    0",",,7","    0",",,7","   94",",,7","   44",",,7",,,,,"   72",",,7,0730",,,,,"    1",",,7",,,,,,,,
"USC00202691","2019-05-02","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   72",",,7",,,,,"   83",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-05-03","42.4669","-83.3625","219.5","FARMINGTON, MI US","   33",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   61",",,7",,,,,"   67",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-05-04","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  111",",,7","   67",",,7",,,,,"   72",",,7,0730",,,,,,,,,,,,,,
"USC00202691","2019-05-05","42.4669","-83.3625","219.5","FARMINGTON, MI US","    0",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   28",",,7",,,,,"   44",",,7,0730",,,,,,,,,,,,,,
