"USC00335438","2014-01-23","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","   76",",,7,0700"," -117",",,7"," -183",",,7",,,,," -172",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-24","41.58599","-84.62341","262.1","MONTPELIER, OH US","    3",",,7,0700","   20",",,7,","  102",",,7,0700"," -111",",,7"," -222",",,7",,,,," -217",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-25","41.58599","-84.62341","262.1","MONTPELIER, OH US","   28",",,7,0700","   46",",,7,","  127",",,7,0700","  -44",",,7"," -217",",,7",,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-27","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"   86",",,7,","  203",",,7,0700","  -11",",,7"," -156",",,7","    2",",,7","   91",",,7"," -156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-28","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  203",",,7,0700"," -139",",,7"," -250",",,7",,,,," -250",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-30","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"    0",",,7,","  178",",,7,0700","  -89",",,7"," -250",",,7","    2",",,7","    0",",,7"," -128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-01-31","41.58599","-84.62341","262.1","MONTPELIER, OH US","    5",",,7,0700","   18",",,7,","  178",",,7,0700","  -11",",,7"," -128",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-01","41.58599","-84.62341","262.1","MONTPELIER, OH US","    8",",,7,0700","   15",",,7,","  203",",,7,0700","   28",",,7","  -33",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-02","41.58599","-84.62341","262.1","MONTPELIER, OH US","   43",",,7,0700","   41",",,7,","  127",",,7,0700","   22",",,7","  -50",",,7",,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-03","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  102",",,7,0700","  -33",",,7"," -156",",,7",,,,," -139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-04","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  178",",,7,0700","  -39",",,7"," -167",",,7",,,,," -156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-05","41.58599","-84.62341","262.1","MONTPELIER, OH US","  140",",,7,0700","  145",",,7,","  305",",,7,0700","  -61",",,7"," -156",",,7",,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-06","41.58599","-84.62341","262.1","MONTPELIER, OH US","   43",",,7,0700","   43",",,7,","  356",",,7,0700","  -61",",,7"," -156",",,7",,,,," -128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-08","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"    0",",,7,","  305",",,7,0700"," -100",",,7"," -233",",,7","    2",",,7","    0",",,7"," -150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-09","41.58599","-84.62341","262.1","MONTPELIER, OH US","   91",",,7,0700","   91",",,7,","  356",",,7,0700","  -94",",,7"," -150",",,7",,,,," -106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-10","41.58599","-84.62341","262.1","MONTPELIER, OH US","   10",",,7,0700","   46",",,7,","  406",",,7,0700","  -56",",,7"," -167",",,7",,,,," -161",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-11","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  381",",,7,0700","  -67",",,7"," -167",",,7",,,,," -133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-12","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  356",",,7,0700","  -94",",,7"," -272",",,7",,,,," -272",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-13","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  356",",,7,0700","  -67",",,7"," -278",",,7",,,,," -133",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-15","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"    0",",,7,","  330",",,7,0700","  -17",",,7"," -150",",,7","    2",",,7","    0",",,7"," -122",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-16","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  305",",,7,0700","  -50",",,7"," -172",",,7",,,,," -100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-17","41.58599","-84.62341","262.1","MONTPELIER, OH US","    5",",,7,0700","   20",",,7,","  330",",,7,0700","  -28",",,7"," -144",",,7",,,,," -139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-19","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  356",",,7,0700","   44",",,7","  -39",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-20","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  254",",,7,0700","   56",",,7","  -22",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-21","41.58599","-84.62341","262.1","MONTPELIER, OH US","  447",",,7,0700","    0",",,7,","  127",",,7,0700","   89",",,7","  -11",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-22","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  127",",,7,0700","   28",",,7","  -28",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-23","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  127",",,7,0700","   22",",,7","  -61",",,7",,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-24","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  102",",,7,0700","  -17",",,7","  -89",",,7",,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-25","41.58599","-84.62341","262.1","MONTPELIER, OH US","    5",",,7,0700","   20",",,7,","  127",",,7,0700","  -33",",,7"," -100",",,7",,,,," -100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-02-28","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"   20",",,7,","  152",",,7,0700","  -56",",,7"," -222",",,7","    3",",,7","   41",",,7"," -200",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-02","41.58599","-84.62341","262.1","MONTPELIER, OH US",,,"   97",",,7,","  203",",,7,0700","    6",",,7"," -200",",,7","    2",",,7","   91",",,7"," -111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-03","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","  -83",",,7"," -200",",,7",,,,," -194",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-04","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  178",",,7,0700"," -100",",,7"," -200",",,7",,,,," -161",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-05","41.58599","-84.62341","262.1","MONTPELIER, OH US","    5",",,7,0700","   20",",,7,","  203",",,7,0700","  -67",",,7"," -161",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-06","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","  -44",",,7"," -111",",,7",,,,," -111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00335438","2014-03-07","41.58599","-84.62341","262.1","MONTPELIER, OH US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","  -39",",,7"," -161",",,7",,,,," -156",",,7,0700",,,,,,,,,,,,,,,,,,,,
