"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006151684","2018-06-30","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  282",",,C","  173",",,C",,,"  228",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-01","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  276",",,C","  193",",,C",,,"  235",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-02","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  278",",,C","  200",",,C",,,"  239",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-03","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  261",",,C","  170",",,C",,,"  216",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-04","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  259",",,C","  164",",,C",,,"  212",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-05","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    5",",,C",,,"  286",",,C","  204",",,C",,,"  245",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-06","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  246",",,C","  136",",,C",,,"  191",",,C","   34",",,C","  350",",,C"
"CA006151684","2018-07-07","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  224",",,C","  124",",,C",,,"  174",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-08","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  240",",,C","  135",",,C",,,"  188",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-09","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  260",",,C","  142",",,C",,,"  201",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-10","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  277",",,C","  171",",,C",,,"  224",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-11","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  223",",,C","  159",",,C",,,"  191",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-12","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  248",",,C","  141",",,C",,,"  195",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-13","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  252",",,C","  188",",,C",,,"  220",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-14","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  255",",,C","  202",",,C",,,"  229",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-15","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  262",",,C","  189",",,C",,,"  226",",,C","    0",",,C","    0",",,C"
"CA006151684","2018-07-16","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  276",",,C","  187",",,C",,,"  232",",,C",,,,
"CA006151684","2018-07-17","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  279",",,C","  192",",,C",,,"  235",",,C","   30",",,C","  350",",,C"
"CA006151684","2018-07-18","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  214",",,C","  146",",,C",,,"  180",",,C",,,,
"CA006151684","2018-07-19","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  245",",,C","  130",",,C",,,"  187",",,C",,,,
"CA006151684","2018-07-20","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  272",",,C","  176",",,C",,,"  224",",,C",,,,
"CA006151684","2018-07-21","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    9",",,C",,,"  253",",,C","  185",",,C",,,"  219",",,C","    8",",,C","  340",",,C"
"CA006151684","2018-07-22","43.95","-78.1667","78.0","COBOURG AUT, ON CA","  134",",,C",,,"  246",",,C","  171",",,C",,,"  208",",,C","   13",",,C","  400",",,C"
"CA006151684","2018-07-23","43.95","-78.1667","78.0","COBOURG AUT, ON CA","   17",",,C",,,"  248",",,C","  215",",,C",,,"  231",",,C",,,,
"CA006151684","2018-07-24","43.95","-78.1667","78.0","COBOURG AUT, ON CA","   69",",,C",,,"  254",",,C","  211",",,C",,,"  233",",,C",,,,
"CA006151684","2018-07-25","43.95","-78.1667","78.0","COBOURG AUT, ON CA","   12",",,C",,,"  277",",,C","  186",",,C",,,"  231",",,C",,,,
"CA006151684","2018-07-26","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  262",",,C","  154",",,C",,,"  208",",,C",,,,
"CA006151684","2018-07-27","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  239",",,C","  186",",,C",,,"  212",",,C","   24",",,C","  390",",,C"
"CA006151684","2018-07-28","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  219",",,C","  145",",,C",,,"  182",",,C","   25",",,C","  420",",,C"
"CA006151684","2018-07-29","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  232",",,C","  134",",,C",,,"  183",",,C",,,,
"CA006151684","2018-07-30","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  245",",,C","  154",",,C",,,"  200",",,C",,,,
"CA006151684","2018-07-31","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  250",",,C","  189",",,C",,,"  219",",,C",,,,
"CA006151684","2018-08-01","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  267",",,C","  219",",,C",,,"  243",",,C","   25",",,C","  400",",,C"
"CA006151684","2018-08-02","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  251",",,C","  200",",,C",,,"  226",",,C",,,,
"CA006151684","2018-08-03","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  267",",,C","  191",",,C",,,"  229",",,C",,,,
"CA006151684","2018-08-04","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  261",",,C","  199",",,C",,,"  230",",,C",,,,
"CA006151684","2018-08-05","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  270",",,C","  181",",,C",,,"  225",",,C",,,,
"CA006151684","2018-08-06","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  285",",,C","  213",",,C",,,"  249",",,C","   25",",,C","  500",",,C"
"CA006151684","2018-08-07","43.95","-78.1667","78.0","COBOURG AUT, ON CA","   44",",,C",,,"  249",",,C","  209",",,C",,,"  229",",,C",,,,
"CA006151684","2018-08-08","43.95","-78.1667","78.0","COBOURG AUT, ON CA","  379",",,C",,,"  243",",,C","  189",",,C",,,"  216",",,C",,,,
"CA006151684","2018-08-09","43.95","-78.1667","78.0","COBOURG AUT, ON CA","   10",",,C",,,"  249",",,C","  169",",,C",,,"  209",",,C",,,,
"CA006151684","2018-08-10","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  244",",,C","  157",",,C",,,"  201",",,C",,,,
"CA006151684","2018-08-11","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  252",",,C","  138",",,C",,,"  195",",,C",,,,
"CA006151684","2018-08-12","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  262",",,C","  172",",,C",,,"  217",",,C",,,,
"CA006151684","2018-08-13","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  264",",,C","  194",",,C",,,"  229",",,C",,,,
"CA006151684","2018-08-14","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  259",",,C","  192",",,C",,,"  226",",,C",,,,
"CA006151684","2018-08-15","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  268",",,C","  186",",,C",,,"  227",",,C",,,,
"CA006151684","2018-08-16","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  261",",,C","  197",",,C",,,"  229",",,C",,,,
"CA006151684","2018-08-17","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  255",",,C","  208",",,C",,,"  232",",,C","   21",",,C","  320",",,C"
"CA006151684","2018-08-18","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  250",",,C","  186",",,C",,,"  218",",,C",,,,
"CA006151684","2018-08-19","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  251",",,C","  163",",,C",,,"  207",",,C",,,,
"CA006151684","2018-08-20","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  253",",,C","  182",",,C",,,"  217",",,C","   17",",,C","  310",",,C"
"CA006151684","2018-08-21","43.95","-78.1667","78.0","COBOURG AUT, ON CA","  210",",,C",,,"  239",",,C","  211",",,C",,,"  225",",,C","   20",",,C","  510",",,C"
"CA006151684","2018-08-22","43.95","-78.1667","78.0","COBOURG AUT, ON CA","    0",",,C",,,"  228",",,C","  129",",,C",,,"  179",",,C","   31",",,C","  350",",,C"
