"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00148171","2018-07-07","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  189",",,7","  189",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-08","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  156",",,7","  206",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-09","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  156",",,7","  228",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-10","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  200",",,7","  244",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-11","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  356",",,7","  233",",,7","  267",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-12","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  361",",,7","  228",",,7","  250",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-13","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  356",",,7","  228",",,7","  239",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-14","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  217",",,7","  222",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-15","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  194",",,7","  239",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-16","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  222",",,7","  244",",,7,2400",,,,,,,,,,,,,,
"USC00148171","2018-07-17","39.0721","-95.6304","268.2","TOPEKA NWS, KS US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  222",",,7","  222",",,7,2400",,,,,,,,,,,,,,
