"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00092027","2018-06-13","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","   84",",,a",,,"   63",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-14","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","   12",",,a",,,,,,,,,"    2",",,a",,,,,,,"  156",",,a"
"ASN00092027","2018-06-15","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","   22",",,a","  137",",,a",,,,,"    2",",,a",,,,,,,"   64",",,a",,
"ASN00092027","2018-06-16","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  137",",,a","   46",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-17","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","  120",",,a","  112",",,a","   75",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-18","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","  112",",,a","  115",",,a","   69",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-19","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    4",",,a","  112",",,a","   57",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-20","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  134",",,a","   14",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-21","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  134",",,a","   34",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-22","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  118",",,a","   41",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-23","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  118",",,a","   41",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-24","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  121",",,a","   64",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-25","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  141",",,a","   46",",,a",,,,,,,,,,,,,,
"ASN00092027","2018-06-26","-42.5519","147.8753","14.0","ORFORD AUBIN COURT, AS","    0",",,a","  140",",,a","   58",",,a",,,,,,,,,,,,,,
