"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0005P09S","2018-07-06","35.77","-105.78","3488.4","SANTA FE, NM US","    0",",,T","    0",",,T","  144",",,T","   69",",,T","  106",",,T","    4",",,T","   95",",,T","   78",",,T","    0",",,T","   21",",,T"
"USS0005P09S","2018-07-07","35.77","-105.78","3488.4","SANTA FE, NM US","  203",",,T","    0",",,T","  159",",,T","   57",",,T","  203",",,T","    5",",,T","   95",",,T","   77",",,T","    0",",,T","   30",",,T"
"USS0005P09S","2018-07-08","35.77","-105.78","3488.4","SANTA FE, NM US","   51",",,T","    0",",,T","  156",",,T","   72",",,T","  201",",,T","    4",",,T","   99",",,T","   76",",,T","    0",",,T","   25",",,T"
"USS0005P09S","2018-07-09","35.77","-105.78","3488.4","SANTA FE, NM US","   25",",,T","    0",",,T","  164",",,T","   67",",,T","  128",",,T","    6",",,T","  107",",,T","   83",",,T","    0",",,T","   29",",,T"
"USS0005P09S","2018-07-10","35.77","-105.78","3488.4","SANTA FE, NM US","   25",",,T","    0",",,T","  172",",,T","   65",",,T","  168",",,T","    3",",,T","  102",",,T","   87",",,T","    0",",,T","   21",",,T"
"USS0005P09S","2018-07-11","35.77","-105.78","3488.4","SANTA FE, NM US","   25",",,T","    0",",,T","  175",",,T","   76",",,T","  206",",,T","    3",",,T","  111",",,T","   77",",,T","    0",",,T","   22",",,T"
"USS0005P09S","2018-07-12","35.77","-105.78","3488.4","SANTA FE, NM US","   51",",,T","    0",",,T","  135",",,T","   77",",,T","  246",",,T","    4",",,T","   94",",,T","   94",",,T","    0",",,T","   29",",,T"
"USS0005P09S","2018-07-13","35.77","-105.78","3488.4","SANTA FE, NM US","  102",",,T","    0",",,T","  170",",,T","   72",",,T","  192",",,T","    5",",,T","  100",",,T","   85",",,T","    0",",,T","   23",",,T"
"USS0005P09S","2018-07-14","35.77","-105.78","3488.4","SANTA FE, NM US","  203",",,T","    0",",,T","  178",",,T","   72",",,T","  170",",,T","    4",",,T","  105",",,T","   97",",,T","    0",",,T","   26",",,T"
"USS0005P09S","2018-07-15","35.77","-105.78","3488.4","SANTA FE, NM US","  127",",,T","    0",",,T","  179",",,T","   84",",,T","  168",",,T","    2",",,T","  113",",,T","   87",",,T","    0",",,T","   19",",,T"
