"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00007185","2018-06-14","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  229",",,a","   93",",,a",,,,,,
"ASN00007185","2018-06-15","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  247",",,a","   90",",,a",,,,,,
"ASN00007185","2018-06-16","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  268",",,a","   73",",,a",,,,,,
"ASN00007185","2018-06-17","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  288",",,a","  151",",,a",,,,,,
"ASN00007185","2018-06-18","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  287",",,a","  155",",,a",,,,,,
"ASN00007185","2018-06-19","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    4",",,a","  239",",,a","  161",",,a",,,,,,
"ASN00007185","2018-06-20","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    2",",,a","  242",",,a","  159",",,a",,,,,,
"ASN00007185","2018-06-21","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  226",",,a","   87",",,a",,,,,,
"ASN00007185","2018-06-22","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  228",",,a","   86",",,a",,,,,,
"ASN00007185","2018-06-23","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  224",",,a","   84",",,a",,,,,,
"ASN00007185","2018-06-24","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  221",",,a","   83",",,a",,,,,,
"ASN00007185","2018-06-25","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  233",",,a","   95",",,a",,,,,,
"ASN00007185","2018-06-26","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  249",",,a","   58",",,a",,,,,,
"ASN00007185","2018-06-27","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  243",",,a","   65",",,a",,,,,,
"ASN00007185","2018-06-28","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  246",",,a","   53",",,a",,,,,,
"ASN00007185","2018-06-29","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  250",",,a","   65",",,a",,,,,,
"ASN00007185","2018-06-30","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  243",",,a","   96",",,a",,,,,,
"ASN00007185","2018-07-01","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  272",",,a","   62",",,a",,,,,,
"ASN00007185","2018-07-02","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  291",",,a","  107",",,a",,,,,,
"ASN00007185","2018-07-03","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  291",",,a","  114",",,a",,,,,,
"ASN00007185","2018-07-04","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  235",",,a","  176",",,a",,,,,,
"ASN00007185","2018-07-05","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  215",",,a","   78",",,a",,,,,,
"ASN00007185","2018-07-06","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  213",",,a","   97",",,a",,,,,,
"ASN00007185","2018-07-07","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  224",",,a","   64",",,a",,,,,,
"ASN00007185","2018-07-08","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  262",",,a","   68",",,a",,,,,,
"ASN00007185","2018-07-09","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  273",",,a","   99",",,a",,,,,,
"ASN00007185","2018-07-10","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  272",",,a","  113",",,a",,,,,,
"ASN00007185","2018-07-11","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  274",",,a","   96",",,a",,,,,,
"ASN00007185","2018-07-12","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  280",",,a","   79",",,a",,,,,,
"ASN00007185","2018-07-13","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  261",",,a","   69",",,a",,,,,,
"ASN00007185","2018-07-14","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  267",",,a","   71",",,a",,,,,,
"ASN00007185","2018-07-15","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  216",",,a","   64",",,a",,,,,,
"ASN00007185","2018-07-16","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  242",",,a","   56",",,a",,,,,,
"ASN00007185","2018-07-17","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  247",",,a","   74",",,a",,,,,,
"ASN00007185","2018-07-18","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  254",",,a","   87",",,a",,,,,,
"ASN00007185","2018-07-19","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  271",",,a","   71",",,a",,,,,,
"ASN00007185","2018-07-20","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  299",",,a","   97",",,a",,,,,,
"ASN00007185","2018-07-21","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  296",",,a","   95",",,a",,,,,,
"ASN00007185","2018-07-22","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  259",",,a","   97",",,a",,,,,,
"ASN00007185","2018-07-23","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  237",",,a","  154",",,a",,,,,,
"ASN00007185","2018-07-24","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  266",",,a","   86",",,a",,,,,,
"ASN00007185","2018-07-25","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  275",",,a","   85",",,a",,,,,,
"ASN00007185","2018-07-26","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  229",",,a","  111",",,a",,,,,,
"ASN00007185","2018-07-27","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  247",",,a","   69",",,a",,,,,,
"ASN00007185","2018-07-28","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  244",",,a","  113",",,a",,,,,,
"ASN00007185","2018-07-29","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  254",",,a","   83",",,a",,,,,,
"ASN00007185","2018-07-30","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  263",",,a","   97",",,a",,,,,,
"ASN00007185","2018-07-31","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  272",",,a","   79",",,a",,,,,,
"ASN00007185","2018-08-01","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  251",",,a","   60",",,a",,,,,,
"ASN00007185","2018-08-02","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  176",",,a","   91",",,a",,,,,,
"ASN00007185","2018-08-03","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  209",",,a","   41",",,a",,,,,,
"ASN00007185","2018-08-04","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  213",",,a","   35",",,a",,,,,,
"ASN00007185","2018-08-05","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  187",",,a","   99",",,a",,,,,,
"ASN00007185","2018-08-06","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  222",",,a","   68",",,a",,,,,,
"ASN00007185","2018-08-07","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  269",",,a","   68",",,a",,,,,,
"ASN00007185","2018-08-08","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  295",",,a","   81",",,a",,,,,,
"ASN00007185","2018-08-09","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  276",",,a","   66",",,a",,,,,,
"ASN00007185","2018-08-10","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  219",",,a","  131",",,a",,,,,,
"ASN00007185","2018-08-11","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  226",",,a","   92",",,a",,,,,,
"ASN00007185","2018-08-12","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  255",",,a","   69",",,a",,,,,,
"ASN00007185","2018-08-13","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  276",",,a","   71",",,a",,,,,,
"ASN00007185","2018-08-14","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  272",",,a","   55",",,a",,,,,,
"ASN00007185","2018-08-15","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  283",",,a","   63",",,a",,,,,,
"ASN00007185","2018-08-16","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  298",",,a","   76",",,a",,,,,,
"ASN00007185","2018-08-17","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  301",",,a","   86",",,a",,,,,,
"ASN00007185","2018-08-18","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  304",",,a","  140",",,a",,,,,,
"ASN00007185","2018-08-19","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  307",",,a","  106",",,a",,,,,,
"ASN00007185","2018-08-20","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  315",",,a","  122",",,a",,,,,,
"ASN00007185","2018-08-21","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  292",",,a","   91",",,a",,,,,,
"ASN00007185","2018-08-22","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  243",",,a","  121",",,a",,,,,,
"ASN00007185","2018-08-23","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  248",",,a","  104",",,a",,,,,,
"ASN00007185","2018-08-24","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  251",",,a","   73",",,a",,,,,,
"ASN00007185","2018-08-25","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  262",",,a","   84",",,a",,,,,,
"ASN00007185","2018-08-26","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  280",",,a","   95",",,a",,,,,,
"ASN00007185","2018-08-27","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  301",",,a","   79",",,a",,,,,,
"ASN00007185","2018-08-28","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  275",",,a","   76",",,a",,,,,,
"ASN00007185","2018-08-29","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  227",",,a","  148",",,a",,,,,,
"ASN00007185","2018-08-30","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  214",",,a","   84",",,a",,,,,,
"ASN00007185","2018-08-31","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  255",",,a","   76",",,a",,,,,,
"ASN00007185","2018-09-01","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  290",",,a","   75",",,a",,,,,,
"ASN00007185","2018-09-02","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  317",",,a","   91",",,a",,,,,,
"ASN00007185","2018-09-03","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  330",",,a","   98",",,a",,,,,,
"ASN00007185","2018-09-04","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  303",",,a","   91",",,a",,,,,,
"ASN00007185","2018-09-05","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  249",",,a","   84",",,a",,,,,,
"ASN00007185","2018-09-06","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  261",",,a","   93",",,a",,,,,,
"ASN00007185","2018-09-07","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  291",",,a","   74",",,a",,,,,,
"ASN00007185","2018-09-08","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  323",",,a","  116",",,a",,,,,,
"ASN00007185","2018-09-09","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  340",",,a","  140",",,a",,,,,,
"ASN00007185","2018-09-10","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  328",",,a","  145",",,a",,,,,,
"ASN00007185","2018-09-11","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  283",",,a","  158",",,a",,,,,,
"ASN00007185","2018-09-12","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  311",",,a","  176",",,a",,,,,,
"ASN00007185","2018-09-13","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  341",",,a","  136",",,a",,,,,,
"ASN00007185","2018-09-14","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  322",",,a","  117",",,a",,,,,,
"ASN00007185","2018-09-15","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  328",",,a","  191",",,a",,,,,,
"ASN00007185","2018-09-16","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  344",",,a","  145",",,a",,,,,,
"ASN00007185","2018-09-17","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  321",",,a","  131",",,a",,,,,,
"ASN00007185","2018-09-18","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  280",",,a","  167",",,a",,,,,,
"ASN00007185","2018-09-19","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  291",",,a","  167",",,a",,,,,,
"ASN00007185","2018-09-20","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  297",",,a","  162",",,a",,,,,,
"ASN00007185","2018-09-21","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  314",",,a","  132",",,a",,,,,,
"ASN00007185","2018-09-22","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  334",",,a","  113",",,a",,,,,,
"ASN00007185","2018-09-23","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  351",",,a","  122",",,a",,,,,,
"ASN00007185","2018-09-24","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  361",",,a","  140",",,a",,,,,,
"ASN00007185","2018-09-25","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  370",",,a","  158",",,a",,,,,,
"ASN00007185","2018-09-26","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  370",",,a","  147",",,a",,,,,,
"ASN00007185","2018-09-27","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  369",",,a","  170",",,a",,,,,,
"ASN00007185","2018-09-28","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  357",",,a","  161",",,a",,,,,,
"ASN00007185","2018-09-29","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  339",",,a","  129",",,a",,,,,,
"ASN00007185","2018-09-30","-23.1725","117.7494","423.7","PARABURDOO AERO, AS","    0",",,a","  300",",,a","  174",",,a",,,,,,
