"USC00247967","2018-04-03","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  305",",,7,1300","   61",",,7"," -139",",,7",,,,,,,"   56",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-04","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  305",",,7,1300","   67",",,7","  -22",",,7",,,,,,,"   67",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-05","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   15",",,7,1300","    0",",,7,1300","  305",",,7,1300","   83",",,7","   33",",,7",,,,,,,"   78",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-06","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   91",",,7,1300","    8",",,7,1300","  279",",,7,1300","   78",",,7","  -56",",,7",,,,,,,"   22",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-07","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    3",",,7,1300","    0",",,7,1300","  254",",,7,1300","  117",",,7","  -22",",,7",,,,,,,"   67",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-08","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   51",",,7,1300","   25",",,7,1300","  254",",,7,1300","   67",",,7","  -17",",,7",,,,,,,"   33",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-09","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  254",",,7,1300","   67",",,7","   -6",",,7",,,,,,,"   67",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-10","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   10",",,7,1300","    0",",,7,1300","  229",",,7,1300","   94",",,7","  -72",",,7",,,,,,,"   61",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-11","45.911","-113.7394","1571.2","SULA 14 NE, MT US","  107",",,7,1300","    0",",,7,1300","  229",",,7,1300","   67",",,7","   -6",",,7",,,,,,,"   67",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-12","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   36",",,7,1300","   28",",,7,1300","  229",",,7,1300","   67",",,7","  -28",",,7",,,,,,,"   -6",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-13","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   13",",,7,1300","   15",",,7,1300","  203",",,7,1300","   39",",,7","  -56",",,7",,,,,,,"   39",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-14","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    3",",,7,1300","    0",",,7,1300","  203",",,7,1300","   83",",,7","  -17",",,7",,,,,,,"   83",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-15","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    3",",,7,1300","    0",",,7,1300","  178",",,7,1300","  111",",,7","  -50",",,7",,,,,,,"  106",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-16","45.911","-113.7394","1571.2","SULA 14 NE, MT US","   71",",,7,1300","    0",",,7,1300","  178",",,7,1300","  106",",,7","    0",",,7",,,,,,,"   17",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-17","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    8",",,7,1300","    5",",,7,1300","  152",",,7,1300","   33",",,7","  -61",",,7",,,,,,,"   17",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-18","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  152",",,7,1300","   72",",,7","  -94",",,7",,,,,,,"   67",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-19","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  152",",,7,1300","  117",",,7","  -61",",,7",,,,,,,"  117",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-20","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  127",",,7,1300","  128",",,7","  -67",",,7",,,,,,,"  122",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-21","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  127",",,7,1300","  144",",,7","  -56",",,7",,,,,,,"  139",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-22","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  127",",,7,1300","  139",",,7","  -61",",,7",,,,,,,"  122",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-23","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","  102",",,7,1300","  122",",,7","    0",",,7",,,,,,,"   61",",,7,1300",,,,,,,,,,,,
"USC00247967","2018-04-24","45.911","-113.7394","1571.2","SULA 14 NE, MT US","    0",",,7,1300","    0",",,7,1300","   76",",,7,1300","  139",",,7","  -78",",,7",,,,,,,"  128",",,7,1300",,,,,,,,,,,,
