"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00032040","2018-07-06","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  267",",,a","  151",",,a",,,,,,,,,,,,,,,"  222","H,,S"
"ASN00032040","2018-07-07","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  270",",,a","  194",",,a",,,,,,,,,,,,,,,"  227","H,,S"
"ASN00032040","2018-07-08","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  272",",,a","  199",",,a",,,,,,,,,,,,,,,"  194","H,,S"
"ASN00032040","2018-07-09","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  241",",,a","  109",",,a",,,,,,,,,,,,,,,"  164","H,,S"
"ASN00032040","2018-07-10","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  248",",,a","  102",",,a",,,,,,,,,,,,,,,"  182","H,,S"
"ASN00032040","2018-07-11","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  263",",,a","  124",",,a",,,,,,,,,,,,,,,"  197","H,,S"
"ASN00032040","2018-07-12","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  251",",,a","  140",",,a",,,,,,,,,,,,,,,"  187","H,,S"
"ASN00032040","2018-07-13","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  258",",,a","  126",",,a",,,,,,,,,,,,,,,"  189","H,,S"
"ASN00032040","2018-07-14","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  249",",,a","  122",",,a",,,,,,,,,,,,,,,"  182","H,,S"
"ASN00032040","2018-07-15","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  242",",,a","  111",",,a",,,,,,,,,,,,,,,"  179","H,,S"
"ASN00032040","2018-07-16","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  256",",,a","  121",",,a",,,,,,,,,,,,,,,"  181","H,,S"
"ASN00032040","2018-07-17","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  256",",,a","  105",",,a",,,,,,,,,,,,,,,"  202","H,,S"
"ASN00032040","2018-07-18","-19.2483","146.7661","4.3","TOWNSVILLE AERO, AS","    0",",,a","  261",",,a","  151",",,a",,,,,,,,,,,,,,,"  207","H,,S"
