"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00400876","2018-06-23","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  194",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-24","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","  157",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  211",",,7",,,,,,,,,"  244",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-25","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-26","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-27","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-28","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-29","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US",,,"    0",",,7,0700","    0",",,7,0700","  350",",,7","  200",",,7","    5",",,7",,,"  198",",,7",,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-06-30","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  211",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-01","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  228",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-02","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  233",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-03","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  233",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-04","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  228",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-05","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","  140",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  222",",,7",,,,,,,,,"  233",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-06","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","  191",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  217",",,7",,,,,,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-07","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","  345",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  217",",,7",,,,,,,,,"  228",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-08","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  222",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00400876","2018-07-09","35.2622","-88.9891","138.7","BOLIVAR WATER WORKS, TN US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  222",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
