"USC00410518","2017-12-11","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  211",",,7","   28",",,7",,,,,,,"   33",",,7,0800",,,,,,,"   39",",,7","  156",",,7","   56",",,7,0800","   71",",,7"
"USC00410518","2017-12-12","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  244",",,7","   56",",,7",,,,,,,"   48",",,7,0800",,,,,,,"   50",",,7","  172",",,7","   61",",,7,0800","  127",",,7"
"USC00410518","2017-12-13","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  133",",,7","   -6",",,7",,,,,,,"   30",",,7,0800",,,,,,,"   33",",,7","  139",",,7","    0",",,7,0800","   92",",,7"
"USC00410518","2017-12-14","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  206",",,7","    0",",,7",,,,,,,"   41",",,7,0800",,,,,,,"   33",",,7","  156",",,7","   67",",,7,0800","  111",",,7"
"USC00410518","2017-12-15","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  172",",,7","   22",",,7",,,,,,,"   38",",,7,0800",,,,,,,"   33",",,7","  150",",,7","   22",",,7,0800","  145",",,7"
"USC00410518","2017-12-16","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  128",",,7","    6",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   28",",,7","  128",",,7","   28",",,7,0800","   58",",,7"
"USC00410518","2017-12-17","32.263","-96.6369","140.5","BARDWELL DAM, TX US","  218",",,7,0800",,,,,"  139",",,7","   28",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   33",",,7","  100",",,7","   61",",,7,0800","   71",",,7"
"USC00410518","2017-12-18","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    5",",,7,0800",,,,,"   94",",,7","   61",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   72",",,7","  106",",,7","   83",",,7,0800","   37",",,7"
"USC00410518","2017-12-19","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    8",",,7,0800",,,,,"  133",",,7","   78",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   89",",,7","  122",",,7","  133",",,7,0800","   18",",,7"
"USC00410518","2017-12-20","32.263","-96.6369","140.5","BARDWELL DAM, TX US","  213",",,7,0800",,,,,"  161",",,7","  117",",,7",,,,,,,"    8",",,7,0800",,,,,,,"  122",",,7","  156",",,7","  117",",,7,0800","   50",",,7"
"USC00410518","2017-12-21","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    3",",,7,0800",,,,,"  161",",,7","   78",",,7",,,,,,,"   18",",,7,0800",,,,,,,"  100",",,7","  161",",,7","   78",",,7,0800","   40",",,7"
"USC00410518","2017-12-22","32.263","-96.6369","140.5","BARDWELL DAM, TX US","   15",",,7,0800",,,,,"  239",",,7","   78",",,7",,,,,,,"   36",",,7,0800",,,,,,,"  100",",,7","  206",",,7","   83",",,7,0800","  134",",,7"
"USC00410518","2017-12-23","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410518","2017-12-24","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410518","2017-12-25","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410518","2017-12-26","32.263","-96.6369","140.5","BARDWELL DAM, TX US","  127",",,7,0800",,,,,"  100",",,7","  -28",",,7",,,,,,,"   76",",,7,0800",,,,,,,"   17",",,7","  139",",,7","   56",",,7,0800","  534",",,7"
"USC00410518","2017-12-27","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    5",",,7,0800",,,,,"  100",",,7","  -28",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   28",",,7","   61",",,7","   17",",,7,0800","  167",",,7"
"USC00410518","2017-12-28","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    3",",,7,0800",,,,,"   33",",,7","   11",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   28",",,7","   56",",,7","   22",",,7,0800","  161",",,7"
"USC00410518","2017-12-29","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   50",",,7","   22",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   28",",,7","   61",",,7","   28",",,7,0800","   89",",,7"
"USC00410518","2017-12-30","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    5",",,7,0800",,,,,"   83",",,7","   28",",,7",,,,,,,"    8",",,7,0800",,,,,,,"   28",",,7","   78",",,7","   72",",,7,0800","  105",",,7"
"USC00410518","2017-12-31","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   72",",,7","   -6",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   22",",,7","   78",",,7","   -6",",,7,0800","  145",",,7"
"USC00410518","2018-01-01","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410518","2018-01-02","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   -6",",,7","  -94",",,7",,,,,,,,,,,,,,,"   -6",",X,7","   28",",,7","  -56",",,7,0800","  396",",,7"
"USC00410518","2018-01-03","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  -33",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800","  101",",,7"
"USC00410518","2018-01-04","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   89",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","   68",",,7"
"USC00410518","2018-01-05","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   94",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","   39",",,7"
"USC00410518","2018-01-06","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  161",",,7","  -17",",,7",,,,,,,,,,,,,,,"   -6",",X,7","   39",",,7","   17",",,7,0800","   89",",,7"
"USC00410518","2018-01-07","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"  172",",,7","   17",",,7",,,,,,,"   30",",,7,0800",,,,,,,"   39",",,7","  156",",,7","   94",",,7,0800","  153",",,7"
"USC00410518","2018-01-08","32.263","-96.6369","140.5","BARDWELL DAM, TX US","   13",",,7,0800",,,,,"  167",",,7","   56",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   89",",,7","  139",",,7","   56",",,7,0800","  143",",,7"
"USC00410518","2018-01-09","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    3",",,7,0800",,,,,"  150",",,7","   22",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   50",",,7","  167",",,7","   33",",,7,0800","  101",",,7"
"USC00410518","2018-01-10","32.263","-96.6369","140.5","BARDWELL DAM, TX US","    0",",,7,0800",,,,,"   83",",,7","   33",",,7",,,,,,,"   15",",,7,0800",,,,,,,"   50",",,7","   94",",,7","   78",",,7,0800","  119",",,7"
