"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014936","2018-07-18","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","  272",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  172",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  224","H,,S",,,,,"  260",",,W","  250",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-19","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  156",",,W",,,,,"   69",",,W",,,,,,,,,,,,,"  218","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"  170",",,W","  224",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-20","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  139",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  208","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-21","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  139",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"  208","H,,S",,,,,"  130",",,W","  110",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-22","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  278",",,W","  189",",,W",,,,,"   50",",,W",,,,,,,,,,,,,"  228","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-23","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  150",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  237","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   63",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-24","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  128",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  217","H,,S",,,,,"  170",",,W","  200",",,W",,,,,,,,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-25","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  239","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-26","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  111",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  181","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-27","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","   89",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"  175","H,,S",,,,,"  360",",,W","   30",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-28","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    3",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  100",",,W",,,,,"   15",",,W",,,,,,,,,,,,,"  186","H,,S",,,,,"  210",",,W","  170",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-29","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    5",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  111",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"  194","H,,S",,,,,"  110",",,W","  110",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-30","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  117",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  195","H,,S",,,,,"   60",",,W","   10",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-07-31","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  128",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  225","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-01","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  244",",,W","  106",",,W",,,,,"   47",",,W",,,,,,,,,,,,,"  207","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-02","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  100",",,W",,,,,"   50",",,W",,,,,,,,,,,,,"  174","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-03","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  206",",,W",,,,,"   60",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,"  170",",,W","  180",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-04","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","   15",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  189",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  258","H,,S",,,,,"  330",",,W","  310",",,W",,,,,,,,,"  161",",,W","  219",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-05","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  278",",,W","  172",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  224","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   76",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-06","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","   25",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  172",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  233","H,,S",,,,,"   90",",,W","  340",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-07","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  144",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  222","H,,S",,,,,"  200",",,W","  240",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-08","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  356",",,W","  172",",,W",,,,,"   37",",,W",,,,,,,,,,,,,"  256","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-09","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  240","H,,S",,,,,"   40",",,W","  330",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-10","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  161",",,W",,,,,"   40",",,W",,,,,,,,,,,,,"  246","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"   76",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-11","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  194",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"  261","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-12","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  206",",,W",,,,,"   54",",,W",,,,,,,,,,,,,"  261","H,,S",,,,,"  170",",,W","  180",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-13","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  194",",,W",,,,,"   50",",,W",,,,,,,,,,,,,"  261","H,,S",,,,,"  180",",,W","  180",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-14","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  167",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"  243","H,,S",,,,,"  350",",,W","  360",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-15","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","   13",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  178",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  217","H,,S",,,,,"  270",",,W","  280",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-16","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  139",",,W",,,,,"    9",",,W",,,,,,,,,,,,,"  209","H,,S",,,,,"  350",",,W","  300",",,W",,,,,,,,,"   36",",,W","   49",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-17","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  144",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"  223","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-18","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  167",",,W",,,,,"   54",",,W",,,,,,,,,,,,,"  229","H,,S",,,,,"  160",",,W","  170",",,W",,,,,,,,,"   81",",,W","  125",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-19","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","  241",",,W,2400","    0",",,W","    0",",,W","  228",",,W","  150",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  218","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-20","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    5",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  128",",,W",,,,,"   63",",,W",,,,,,,,,,,,,"  178","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-21","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  239",",,W","  117",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  175","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-22","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  117",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"  183","H,,S",,,,,"  200",",,W","  180",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-23","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  261",",,W","  144",",,W",,,,,"   62",",,W",,,,,,,,,,,,,"  193","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"  107",",,W","  152",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-24","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  289",",,W","  150",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"  213","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"  170",",,W","  237",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-25","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  117",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  207","H,,S",,,,,"  290",",,W","  310",",,W",,,,,,,,,"  103",",,W","  165",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-26","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    8",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  183",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  257","H,,S",,,,,"  170",",,W","  140",",,W",,,,,,,,,"  107",",,W","  157",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-27","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    8",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  139",",,W",,,,,"   45",",,W",,,,,,,,,,,,,"  220","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-28","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0","T,,W,2400","    0",",,W","    0",",,W","  194",",,W","   94",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  156","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-29","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","   72",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  157","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,"   76",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-30","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  144",",,W",,,,,"   67",",,W",,,,,,,,,,,,,"  201","H,,S",,,,,"  170",",,W","  150",",,W",,,,,,,,,"  116",",,W","  188",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014936","2018-08-31","44.3981","-98.2231","390.1","HURON REGIONAL AIRPORT, SD US","   25",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  178",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"  229","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,"   98",",,W","  148",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
