"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00143954","2018-07-07","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  222",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-08","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  189",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-09","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  189",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-10","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  222",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-11","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  222",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-12","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  233",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-13","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  233",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-14","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  233",",,7",,,,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-15","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  228",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-16","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  228",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-17","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  217",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-18","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  213",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  217",",,7",,,,,,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-19","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  222",",,7",,,,,,,,,"  228",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-20","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  383",",,7","  228",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-21","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  217",",,7",,,,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-22","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  200",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-23","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  206",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-24","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  200",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-25","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  183",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-26","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  183",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-27","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  161",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-28","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  161",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-29","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  348",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  194",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-30","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  102",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  194",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-07-31","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  597",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  167",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-01","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  167",",,7",,,,,,,,,"  167",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-02","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  167",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-03","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-04","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  178",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-05","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  200",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-06","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  222",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-07","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  150",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  239",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-08","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  150",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  206",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-09","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  200",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-10","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-11","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  200",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-12","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-13","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  211",",,7",,,,,,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-14","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  217",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-15","37.2363","-95.7002","245.4","INDEPENDENCE, KS US"," 2126",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  194",",,7",,,,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-16","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  194",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-17","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  132",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  194",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-18","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  104",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  194",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-19","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  194",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-20","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","  371",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143954","2018-08-21","37.2363","-95.7002","245.4","INDEPENDENCE, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  189",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
