"USC00456789","2018-06-27","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0",",,7,0800",,,,,"  217",",,7","   61",",,7",,,,,"   61",",,7,0800",,,,,"  100",",,7","  278",",,7","  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-06-28","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0","T,,7,0800",,,,,"  250",",,7","  100",",,7",,,,,"   64",",,7,0800",,,,,"  100",",,7","  294",",,7","  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-06-29","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    8",",,7,0800",,,,,"  200",",,7","  100",",,7",,,,,"   18",",,7,0800",,,,,"  100",",,7","  217",",,7","  106",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-06-30","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","   10",",,7,0800",,,,,"  222",",,7","   89",",,7",,,,,,,,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-01","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    5",",,7,0800",,,,,"  233",",,7","  122",",,7",,,,,,,,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-02","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0",",,7,0800",,,,,"  233",",,7","   89",",,7",,,,,"  163",",,7,0800",,,,,"  128",",,7","  272",",,7","  122",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-03","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    5",",,7,0800",,,,,"  189",",,7","   50",",,7",,,,,"   53",",,7,0800",,,,,"  106",",,7","  239",",,7","   94",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-04","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0",",,7,0800",,,,,"  200",",,7","   56",",,7",,,,,,,,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-05","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0",",,7,0800",,,,,"  256",",,7","   94",",,7",,,,,"  152",",,7,0800",,,,,"  106",",,7","  261",",,7","  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00456789","2018-07-06","46.7602","-117.1861","766.6","PULLMAN 2 NW, WA US","    0",",,7,0800",,,,,"  311",",,7","  133",",,7",,,,,"   74",",,7,0800",,,,,"  139",",,7","  322",",,7","  206",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
