"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00204161","2018-07-07","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   78",",,7","  117",",,7,0700","  337",",,7","   72",",,7",,,,,,,,,,,,
"USC00204161","2018-07-08","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  117",",,7","  200",",,7,0700","  225",",,7","   98",",,7",,,,,,,,,,,,
"USC00204161","2018-07-09","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  189",",,7","  189",",,7,0700","  247",",,7","  134",",,7",,,,,,,,,,,,
"USC00204161","2018-07-10","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  106",",,7","  111",",,7,0700","  292",",,7","   76",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-11","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   78",",,7","   83",",,7,0700","    0",",,7","   49",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-12","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  356",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7","  156",",,7,0700","  112",",,7","  103",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-07-13","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  104",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  150",",,7","  189",",,7,0700","  112",",,7","   98",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-07-14","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  161",",,7","  167",",,7,0700","  270",",,7","   63",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-15","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  128",",,7","  133",",,7,0700","  337",",,7","   49",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-16","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  133",",,7","  150",",,7,0700","  292",",,7","   63",",,7",,,,,,,,,,,,
"USC00204161","2018-07-17","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  128",",,7","  133",",,7,0700","  270",",,7","  134",",,7",,,,,,,,,,,,
"USC00204161","2018-07-18","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   67",",,7","   72",",,7,0700","   22",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-19","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   72",",,7","  122",",,7,0700","  247",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-20","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  122",",,7","  167",",,7,0700","   90",",,7","   67",",,7",,,,,,,,,,,,
"USC00204161","2018-07-21","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","  133",",,7","  150",",,7,0700","   45",",,7","   72",",,7",,,,,,,,,,,,
"USC00204161","2018-07-22","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","  111",",,7","  122",",,7,0700","   45",",,7","   58",",,7",,,,,,,,,,,,
"USC00204161","2018-07-23","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   94",",,7","  106",",,7,0700","  112",",,7","   58",",,7",,,,,,,,,,,,
"USC00204161","2018-07-24","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  100",",,7","  106",",,7,0700","   67",",,7","   40",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-25","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  106",",,7","  122",",,7,0700","  292",",,7","   98",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-26","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  122",",,7","  139",",,7,0700","  315",",,7","   67",",,7",,,"    1",",,7",,,,,,,,
"USC00204161","2018-07-27","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","  128",",,7","  128",",,7,0700","  270",",,7","  103",",,7",,,,,,,,,,,,
"USC00204161","2018-07-28","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   94",",,7","  144",",,7,0700","  315",",,7","   76",",,7",,,,,,,,,,,,
"USC00204161","2018-07-29","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   89",",,7","   94",",,7,0700","  292",",,7","   54",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-30","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   83",",,7","   89",",,7,0700","  292",",,7","   49",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-07-31","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","   89",",,7","  122",",,7,0700","  247",",,7","   63",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-08-01","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  122",",,7","  133",",,7,0700","  270",",,7","   72",",,7",,,,,,,,,,,,
"USC00204161","2018-08-02","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  150",",,7","   89",",,7","   94",",,7,0700","   67",",,7","   63",",,7",,,"    1",",,7",,,,,,,,
"USC00204161","2018-08-03","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   44",",,7","   50",",,7,0700","  337",",,7","   58",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-04","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   50",",,7","  117",",,7,0700","   45",",,7","   72",",,7",,,,,,,,,,,,
"USC00204161","2018-08-05","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   79",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  117",",,7","  172",",,7,0700","  202",",,7","  103",",,7",,,"    1",",,7",,,,,,,,
"USC00204161","2018-08-06","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  150",",,7","  156",",,7,0700","  270",",,7","   80",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-08-07","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  111",",,7","  117",",,7,0700","  247",",,7","   63",",,7",,,,,,,,,,,,
"USC00204161","2018-08-08","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   89",",,7","   89",",,7,0700","   90",",,7","   49",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-09","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","   89",",,7","  122",",,7,0700","  270",",,7","   89",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-10","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  122",",,7","  144",",,7,0700","  112",",,7","   49",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-11","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   71",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  133",",,7","  144",",,7,0700","   67",",,7","  116",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-08-12","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","   94",",,7","  100",",,7,0700","  112",",,7","   54",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-13","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","   94",",,7","  144",",,7,0700","   67",",,7","   45",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-14","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  133",",,7","  183",",,7,0700","  225",",,7","   54",",,7",,,,,,,,,,,,
"USC00204161","2018-08-15","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  117",",,7","  117",",,7,0700","    0",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-16","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  117",",,7","  167",",,7,0700","   67",",,7","   94",",,7",,,,,,,,,,,,
"USC00204161","2018-08-17","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  117",",,7","  133",",,7,0700","  112",",,7","   40",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-18","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  117",",,7","  117",",,7,0700","   90",",,7","   58",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-19","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   89",",,7","   89",",,7,0700","   90",",,7","   45",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-20","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   89",",,7","  139",",,7,0700","  180",",,7","   40",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-21","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  128",",,7","  128",",,7,0700","   90",",,7","   72",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-22","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","  106",",,7","  128",",,7,0700","  337",",,7","   89",",,7",,,,,,,,,,,,
"USC00204161","2018-08-23","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  106",",,7","  111",",,7,0700","  270",",,7","   98",",,7",,,,,,,,,,,,
"USC00204161","2018-08-24","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  111",",,7","  111",",,7,0700","  292",",,7","   89",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-25","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   56",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","  106",",,7","  156",",,7,0700","  180",",,7","   63",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-26","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  117",",,7","  133",",,7,0700","  292",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-27","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  373",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7","  172",",,7,0700","  292",",,7","   98",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-08-28","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  414",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  122",",,7","  122",",,7,0700","  315",",,7","  125",",,7",,,"    1",",,7",,,,,,,,
"USC00204161","2018-08-29","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","  100",",,7","  106",",,7,0700","   90",",,7","   63",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-30","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   33",",,7","   39",",,7,0700","  337",",,7","   63",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-08-31","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   39",",,7","  150",",,7,0700","   90",",,7","   67",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-09-01","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  274",",,7,0700","    0","T,,7,0700","    0",",,7,0700","  244",",,7","  133",",,7","  167",",,7,0700","  270",",,7","  116",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-09-02","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  133",",,7","  156",",,7,0700","  315",",,7","   58",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00204161","2018-09-03","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   81",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  128",",,7","  133",",,7,0700","  247",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-09-04","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  128",",,7","  156",",,7,0700","  112",",,7","   58",",,7",,,,,,,,,,,,
"USC00204161","2018-09-05","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","  188",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  156",",,7","  178",",,7,0700","  247",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-09-06","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   44",",,7","   44",",,7,0700","  337",",,7","   94",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-09-07","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   39",",,7","   72",",,7,0700","  292",",,7","   54",",,7","    1",",,7",,,,,,,,,,
"USC00204161","2018-09-08","47.0083","-88.4318","198.1","JACOBSVILLE, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","   50",",,7","   78",",,7,0700","   90",",,7","   85",",,7",,,,,,,,,,,,
