"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00051959","2018-07-07","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","   33",",,7",,,,,,,,,"  139",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-08","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","   13",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","   28",",,7",,,,,,,,,"  117",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-09","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","   79",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","   33",",,7",,,,,,,,,"   83",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-10","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","   56",",,7",,,,,,,,,"  144",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-11","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","   33",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","   39",",,7",,,,,,,,,"  111",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-12","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","   43",",,7,0900","    0",",,7,0900","    0",",,7,0900","  256",",,7","   72",",,7",,,,,,,,,"   89",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-13","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","  222",",,7","   56",",,7",,,,,,,,,"   67",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-14","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    3",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","   67",",,7",,,,,,,,,"  128",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-15","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  122",",,7",,,,,,,,,"  144",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-16","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    3",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","   50",",,7",,,,,,,,,"   78",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-17","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    8",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","   78",",,7",,,,,,,,,"   89",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-18","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    3",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","   50",",,7",,,,,,,,,"   94",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-19","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","   50",",,7",,,,,,,,,"   78",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-20","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","   61",",,7",,,,,,,,,"   89",",,7,0900",,,,,,,,,,,,,,,,
"USC00051959","2018-07-21","38.8738","-106.9772","2702.7","CRESTED BUTTE, CO US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","   44",",,7",,,,,,,,,"  144",",,7,0900",,,,,,,,,,,,,,,,
