"USC00399355","2018-05-04","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","   13",",,7,0600","    0",",,7","    0",",,7","  200",",,7","   61",",,7",,,,,,,,,,
"USC00399355","2018-05-05","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  250",",,7","   67",",,7",,,,,,,,,,
"USC00399355","2018-05-06","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","   13",",,7,0600","    0",",,7","    0",",,7","  272",",,7","   94",",,7",,,,,,,"  100",",,7,0600",,
"USC00399355","2018-05-07","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,,,,,,
"USC00399355","2018-05-08","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","   28",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  117",",,7",,,,,,,,,,
"USC00399355","2018-05-09","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","  147",",,7,0600","    0",",,7","    0",",,7","  228",",,7","  117",",,7",,,,,,,,,,
"USC00399355","2018-05-10","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0","T,,7,0600","    0",",,7","    0",",,7","  233",",,7","   50",",,7",,,,,,,"   50",",,7,0600",,
"USC00399355","2018-05-11","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","  191",",,7,0600","    0",",,7","    0",",,7","  128",",,7","   50",",,7",,,,,,,"   50",",,7,0600",,
"USC00399355","2018-05-12","43.9708","-97.3488","519.7","WINFRED 2 S, SD US",,,"    0",",,7","    0",",,7","  100",",,7","   50",",,7",,,,,,,,,,
"USC00399355","2018-05-13","43.9708","-97.3488","519.7","WINFRED 2 S, SD US",,,"    0",",,7","    0",",,7","  122",",,7","   67",",,7","    2",",,7","   66",",,7",,,"   89",",,7,0600",,
"USC00399355","2018-05-14","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  194",",,7","   89",",,7",,,,,,,,,,
"USC00399355","2018-05-15","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  206",",,7","  106",",,7",,,,,,,,,,
"USC00399355","2018-05-16","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  111",",,7",,,,,,,,,,
"USC00399355","2018-05-17","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,,,,,,
"USC00399355","2018-05-18","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,,,,,,
"USC00399355","2018-05-19","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  233",",,7","   78",",,7",,,,,,,,,,
"USC00399355","2018-05-20","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  183",",,7","   83",",,7",,,,,,,,,,
"USC00399355","2018-05-21","43.9708","-97.3488","519.7","WINFRED 2 S, SD US","  109",",,7,0600","    0",",,7","    0",",,7","  167",",,7","   83",",,7",,,,,,,"  117",",,7,0600",,
