"USC00409155","2018-07-04","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400",,,,,"  344",",,7","  222",",,7",,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-05","35.34528","-86.20889","311.5","TULLAHOMA, TN US","  376",",,7,2400","    0",",,7","    0",",,7","  317",",,7","  217",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-06","35.34528","-86.20889","311.5","TULLAHOMA, TN US","   97",",,7,2400","    0",",,7","    0",",,7","  311",",,7","  211",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-07","35.34528","-86.20889","311.5","TULLAHOMA, TN US","  180",",,7,2400",,,,,"  283",",,7","  211",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-08","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  278",",,7","  206",",,7",,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-09","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-10","35.34528","-86.20889","311.5","TULLAHOMA, TN US","  132",",,7,2400","    0",",,7","    0",",,7","  317",",,7","  189",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-11","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  328",",,7","  206",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-12","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400",,,,,"  322",",,7","  211",",,7",,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-13","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400",,,,,"  328",",,7","  239",",,7",,,,,"  239",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-14","35.34528","-86.20889","311.5","TULLAHOMA, TN US","   28",",,7,2400","    0",",,7","    0",",,7","  328",",,7","  206",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-15","35.34528","-86.20889","311.5","TULLAHOMA, TN US","  185",",,7,2400","    0",",,7","    0",",,7","  278",",,7","  217",",,7",,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-16","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  294",",,7","  222",",,7",,,,,"  228",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-17","35.34528","-86.20889","311.5","TULLAHOMA, TN US","   84",",,7,2400","    0",",,7","    0",",,7","  317",",,7","  217",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-18","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-19","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
"USC00409155","2018-07-20","35.34528","-86.20889","311.5","TULLAHOMA, TN US","    0",",,7,2400","    0",",,7","    0",",,7","  306",",,7","  217",",,7",,,,,"  261",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,
