"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00121066","2018-04-02","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   71",",,E","    6",",,E"
"GME00121066","2018-04-03","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  131",",,E","   21",",,E"
"GME00121066","2018-04-04","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  139",",,E","   66",",,E"
"GME00121066","2018-04-05","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  101",",,E","   35",",,E"
"GME00121066","2018-04-06","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  119",",,E","   29",",,E"
"GME00121066","2018-04-07","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  158",",,E","   43",",,E"
"GME00121066","2018-04-08","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  201",",,E","   98",",,E"
"GME00121066","2018-04-09","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  150",",,E","   68",",,E"
"GME00121066","2018-04-10","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   69",",,E","   38",",,E"
"GME00121066","2018-04-11","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   45",",,E","   35",",,E"
"GME00121066","2018-04-12","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   61",",,E","   41",",,E"
"GME00121066","2018-04-13","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   64",",,E","   48",",,E"
"GME00121066","2018-04-14","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   79",",,E","   47",",,E"
"GME00121066","2018-04-15","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","   89",",,E","   52",",,E"
"GME00121066","2018-04-16","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  131",",,E","   47",",,E"
"GME00121066","2018-04-17","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  151",",,E","   65",",,E"
"GME00121066","2018-04-18","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  192",",,E","  107",",,E"
"GME00121066","2018-04-19","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  190",",,E","  125",",,E"
"GME00121066","2018-04-20","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  246",",,E","  100",",,E"
"GME00121066","2018-04-21","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  176",",,E","   74",",,E"
"GME00121066","2018-04-22","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  182",",,E","   46",",,E"
"GME00121066","2018-04-23","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  187",",,E","   78",",,E"
"GME00121066","2018-04-24","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  115",",,E","   74",",,E"
"GME00121066","2018-04-25","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  116",",,E","   62",",,E"
"GME00121066","2018-04-26","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  103",",,E","   62",",,E"
"GME00121066","2018-04-27","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  125",",,E","   64",",,E"
"GME00121066","2018-04-28","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  144",",,E","   75",",,E"
"GME00121066","2018-04-29","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  110",",,E","   68",",,E"
"GME00121066","2018-04-30","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  140",",,E","   81",",,E"
"GME00121066","2018-05-01","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  117",",,E","   59",",,E"
"GME00121066","2018-05-02","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  149",",,E","   50",",,E"
"GME00121066","2018-05-03","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  120",",,E","   67",",,E"
"GME00121066","2018-05-04","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  109",",,E","   59",",,E"
"GME00121066","2018-05-05","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  138",",,E","   76",",,E"
"GME00121066","2018-05-06","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  162",",,E","  101",",,E"
"GME00121066","2018-05-07","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  175",",,E","  122",",,E"
"GME00121066","2018-05-08","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  174",",,E","  115",",,E"
"GME00121066","2018-05-09","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  174",",,E","  115",",,E"
"GME00121066","2018-05-10","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  193",",,E","  105",",,E"
"GME00121066","2018-05-11","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  136",",,E","  100",",,E"
"GME00121066","2018-05-12","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  153",",,E","  113",",,E"
"GME00121066","2018-05-13","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  160",",,E","  106",",,E"
"GME00121066","2018-05-14","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  178",",,E","  120",",,E"
"GME00121066","2018-05-15","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  197",",,E","  128",",,E"
"GME00121066","2018-05-16","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  217",",,E","  101",",,E"
"GME00121066","2018-05-17","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  147",",,E","   90",",,E"
"GME00121066","2018-05-18","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  151",",,E","  100",",,E"
"GME00121066","2018-05-19","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  153",",,E","  102",",,E"
"GME00121066","2018-05-20","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  159",",,E","  129",",,E"
"GME00121066","2018-05-21","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  157",",,E","  122",",,E"
"GME00121066","2018-05-22","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  173",",,E","  129",",,E"
"GME00121066","2018-05-23","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  195",",,E","  139",",,E"
"GME00121066","2018-05-24","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  171",",,E","  143",",,E"
"GME00121066","2018-05-25","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  167",",,E","  138",",,E"
"GME00121066","2018-05-26","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  185",",,E","  135",",,E"
"GME00121066","2018-05-27","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  155",",,E","  139",",,E"
"GME00121066","2018-05-28","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  188",",,E","  143",",,E"
"GME00121066","2018-05-29","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  193",",,E","  161",",,E"
"GME00121066","2018-05-30","54.5003","10.2744","5.0","LEUCHTTURM KIEL, GM","  197",",,E","  147",",,E"
