"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00360785","2018-11-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   17",",,7",,,,,,,,,,,"   89",",,7,0700",,,,,,,,
"USC00360785","2018-11-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   89",",,7",,,,,,,,,,,"  189",",,7,0700",,,,,,,,
"USC00360785","2018-11-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  189",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  139",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  194",",,7","    0",",,7","    3",",,7",,,,,"  549",",,7",,,"   83",",,7,0700",,,,,,,,
"USC00360785","2018-11-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  142",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   83",",,7",,,,,,,,,,,"   94",",,7,0700",,,,,,,,
"USC00360785","2018-11-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  216",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","   56",",,7",,,,,,,,,,,"   67",",,7,0700",,,,,,,,
"USC00360785","2018-11-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   17",",,7",,,,,,,,,,,"   28",",,7,0700",,,,,,,,
"USC00360785","2018-11-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  133",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   78",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   72",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   78",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   78",",,7","  -17",",,7","    5",",,7",,,,,"  470",",,7",,,"   50",",,7,0700",,,,,,,,
"USC00360785","2018-11-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","   11",",,7",,,,,,,,,,,"   17",",,7,0700",,,,,,,,
"USC00360785","2018-11-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   44",",,7","  -17",",,7",,,,,,,,,,,"  -17",",,7,0700",,,,,,,,
"USC00360785","2018-11-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  584",",,7,0700","  191",",,7,0700","  178",",,7,0700","    6",",,7","  -39",",,7",,,,,,,,,,,"    6",",,7,0700",,,,,,,,
"USC00360785","2018-11-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   50",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","   -6",",,7",,,,,,,,,,,"   11",",,7,0700",,,,,,,,
"USC00360785","2018-11-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  106",",,7","   11",",,7",,,,,,,,,,,"   50",",,7,0700",,,,,,,,
"USC00360785","2018-11-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -39",",,7",,,,,,,,,,,"  -33",",,7,0700",,,,,,,,
"USC00360785","2018-11-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   78",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  -17",",,7"," -122",",,7","    2",",,7",,,,,"    0",",,7",,," -117",",,7,0700",,,,,,,,
"USC00360785","2018-11-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","    6",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  462",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-11-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7"," -117",",S,7",,,,,,,,,,,"   39",",,7,0700",,,,,,,,
"USC00360785","2018-11-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  155",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","   28",",,7",,,,,,,,,,,"   33",",,7,0700",,,,,,,,
"USC00360785","2018-11-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   44",",,7","    0",",,7",,,,,,,,,,,"    0",",,7,0700",,,,,,,,
"USC00360785","2018-11-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7","    0",",,7",,,,,,,,,,,"    6",",,7,0700",,,,,,,,
"USC00360785","2018-11-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -11",",,7",,,,,,,,,,,"    6",",,7,0700",,,,,,,,
"USC00360785","2018-12-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   44",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   67",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   94",",,7","  -28",",,7","    3",",,7",,,,,"  178",",,7",,,"   72",",,7,0700",,,,,,,,
"USC00360785","2018-12-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","   28",",,7",,,,,,,,,,,"   28",",,7,0700",,,,,,,,
"USC00360785","2018-12-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   11",",,7","  -78",",,7","    2",",,7",,,,,"    0",",,7",,,"  -17",",,7,0700",,,,,,,,
"USC00360785","2018-12-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   33",",,7","  -17",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2018-12-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   39",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   39",",,7"," -100",",,7",,,,,,,,,,,"  -78",",,7,0700",,,,,,,,
"USC00360785","2018-12-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   33",",,7"," -100",",,7",,,,,,,,,,," -100",",,7,0700",,,,,,,,
"USC00360785","2018-12-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7"," -100",",,7",,,,,,,,,,,"  -17",",,7,0700",,,,,,,,
"USC00360785","2018-12-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   33",",,7","  -28",",,7",,,,,,,,,,,"    6",",,7,0700",,,,,,,,
"USC00360785","2018-12-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -11",",,7",,,,,,,,,,,"    6",",,7,0700",,,,,,,,
"USC00360785","2018-12-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   61",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  111",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   94",",,7","    6",",,7","    3",",,7",,,,,"  191",",,7",,,"   33",",,7,0700",,,,,,,,
"USC00360785","2018-12-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","    0",",,7",,,,,,,,,,,"    0",",,7,0700",,,,,,,,
"USC00360785","2018-12-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   39",",,7","  -83",",,7",,,,,,,,,,,"  -78",",,7,0700",,,,,,,,
"USC00360785","2018-12-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","  -83",",,7",,,,,,,,,,,"  -67",",,7,0700",,,,,,,,
"USC00360785","2018-12-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  300",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","  -83",",,7",,,,,,,,,,,"  156",",,7,0700",,,,,,,,
"USC00360785","2018-12-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  172",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  133",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   61",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   39",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   44",",,7","  -50",",,7","    5",",,7",,,,,"   43",",,7",,,"  -50",",,7,0700",,,,,,,,
"USC00360785","2018-12-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","  -50",",,7",,,,,,,,,,,"  -44",",,7,0700",,,,,,,,
"USC00360785","2018-12-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  183",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -50",",,7",,,,,,,,,,,"   44",",,7,0700",,,,,,,,
"USC00360785","2018-12-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   89",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   56",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2018-12-31","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   72",",,7","  -39",",,7","    3",",,7",,,,,"  142",",,7",,,"  -33",",,7,0700",,,,,,,,
"USC00360785","2019-01-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  117",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  128",",,7","    6",",,7","    2",",,7",,,,,"  239",",,7",,,"   61",",,7,0700",,,,,,,,
"USC00360785","2019-01-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","    6",",,7",,,,,,,,,,,"   17",",,7,0700",,,,,,,,
"USC00360785","2019-01-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   61",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,0700",,,,,,,,
"USC00360785","2019-01-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   67",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   83",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   94",",,7","  -50",",,7","    3",",,7",,,,,"   48",",,7",,,"  -39",",,7,0700",,,,,,,,
"USC00360785","2019-01-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   28",",,7,0700","    0","T,,7,0700","    0","T,,7,0700","    0",",,7","  -39",",,7",,,,,,,,,,,"   -6",",,7,0700",,,,,,,,
"USC00360785","2019-01-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","   56",",,7","   -6",",,7",,,,,,,,,,,"   39",",,7,0700",,,,,,,,
"USC00360785","2019-01-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0","T,,7,0700","    0",",,7,0700","   67",",,7","  -17",",,7",,,,,,,,,,,"  -17",",,7,0700",,,,,,,,
"USC00360785","2019-01-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   22",",,7","  -67",",,7",,,,,,,,,,,"  -56",",,7,0700",,,,,,,,
"USC00360785","2019-01-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"    0",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"    6",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"   76",",,7,0700","   25",",,7,0700","    0",",,7"," -106",",,7","    3",",,7",,,,,"   15",",,7",,," -106",",,7,0700",,,,,,,,
"USC00360785","2019-01-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0","T,,7,0700","    0",",,7"," -106",",,7",,,,,,,,,,,"  -83",",,7,0700",,,,,,,,
"USC00360785","2019-01-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","    6",",,7","  -89",",,7",,,,,,,,,,,"  -44",",,7,0700",,,,,,,,
"USC00360785","2019-01-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   22",",,7","  -61",",,7",,,,,,,,,,,"  -61",",,7,0700",,,,,,,,
"USC00360785","2019-01-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    8",",,7,0700","   25",",,7,0700","   25",",,7,0700","  -11",",,7","  -61",",,7",,,,,,,,,,,"  -39",",,7,0700",,,,,,,,
"USC00360785","2019-01-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   17",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   22",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"    0",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  -78",",,7"," -150",",,7","    4",",,7",,,,,"  467",",,7",,," -128",",,7,0700",,,,,,,,
"USC00360785","2019-01-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  -17",",,7"," -128",",,7",,,,,,,,,,,"  -28",",,7,0700",,,,,,,,
"USC00360785","2019-01-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  170",",,7,0700","    0",",,7,0700","    0",",,7,0700","  133",",,7","  -28",",,7",,,,,,,,,,,"  128",",,7,0700",,,,,,,,
"USC00360785","2019-01-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  175",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -11",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2019-01-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   33",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   17",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-01-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   61",",,7","  -89",",,7","    3",",,7",,,,,"    0",",,7",,,"  -67",",,7,0700",,,,,,,,
"USC00360785","2019-01-29","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   -6",",,7","  -83",",,7",,,,,,,,,,,"  -50",",,7,0700",,,,,,,,
"USC00360785","2019-01-30","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   79",",,7,0700","  109",",,7,0700","  102",",,7,0700","  -22",",,7"," -161",",,7",,,,,,,,,,," -156",",,7,0700",,,,,,,,
"USC00360785","2019-01-31","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0","T,,7,0700","    0","T,,7,0700","  102",",,7,0700","  -22",",,7"," -244",",,7",,,,,,,,,,," -217",",,7,0700",,,,,,,,
"USC00360785","2019-02-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  -89",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"  -17",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-04","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   94",",,7"," -100",",,7","    3",",,7",,,,,"    5",",,7",,,"  -56",",,7,0700",,,,,,,,
"USC00360785","2019-02-05","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -56",",,7",,,,,,,,,,,"   22",",,7,0700",,,,,,,,
"USC00360785","2019-02-06","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","  -28",",,7",,,,,,,,,,,"  -22",",,7,0700",,,,,,,,
"USC00360785","2019-02-07","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   94",",,7,0700","    0",",,7,0700","    0",",,7,0700","   78",",,7","  -22",",,7",,,,,,,,,,,"   28",",,7,0700",,,,,,,,
"USC00360785","2019-02-08","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   74",",,7,0700","    0",",,7,0700","    0",",,7,0700","   94",",,7","   28",",,7",,,,,,,,,,,"   44",",,7,0700",,,,,,,,
"USC00360785","2019-02-09","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   44",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-10","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   -6",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-11","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"   51",",,7,0700","   51",",,7,0700","    6",",,7","  -94",",,7","    3",",,7",,,,,"   43",",,7",,,"  -33",",,7,0700",,,,,,,,
"USC00360785","2019-02-12","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   38",",,7,0700","   25",",,7,0700","   76",",,7,0700","    6",",,7","  -33",",,7",,,,,,,,,,,"  -28",",,7,0700",,,,,,,,
"USC00360785","2019-02-13","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  147",",,7,0700","    0",",Z,7,0700","   51",",,7,0700","   11",",,7","  -33",",,7",,,,,,,,,,,"   11",",,7,0700",,,,,,,,
"USC00360785","2019-02-14","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","   51",",,7,0700","   28",",,7","  -11",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2019-02-15","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","   25",",,7,0700","   50",",,7","  -11",",,7",,,,,,,,,,,"   28",",,7,0700",,,,,,,,
"USC00360785","2019-02-16","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   61",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-17","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   22",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-18","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   67",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-19","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","  167",",S,7","  -78",",,7","    4",",,7",,,,,"   25",",,7",,,"  -56",",,7,0700",,,,,,,,
"USC00360785","2019-02-20","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   11",",,7","  -56",",,7",,,,,,,,,,,"  -28",",,7,0700",,,,,,,,
"USC00360785","2019-02-21","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","  178",",,7,0700","  127",",,7,0700","   76",",,7,0700","    0",",,7","  -50",",,7",,,,,,,,,,,"    0",",,7,0700",,,,,,,,
"USC00360785","2019-02-22","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0","T,,7,0700","   89",",,7","    0",",,7",,,,,,,,,,,"   22",",,7,0700",,,,,,,,
"USC00360785","2019-02-23","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   72",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-24","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   44",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00360785","2019-02-25","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,"    0",",,7,0700","    0",",,7,0700","   72",",,7","  -22",",,7","    3",",,7",,,,,"  132",",,7",,,"    6",",,7,0700",,,,,,,,
"USC00360785","2019-02-26","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,0700",,,,,,,,
"USC00360785","2019-02-27","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   28",",,7","  -56",",,7",,,,,,,,,,,"  -50",",,7,0700",,,,,,,,
"USC00360785","2019-02-28","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","   22",",,7","  -50",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2019-03-01","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   41",",,7,0700","   76",",,7,0700","   76",",,7,0700","   22",",,7","  -44",",,7",,,,,,,,,,,"  -44",",,7,0700",,,,,,,,
"USC00360785","2019-03-02","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US","   97",",,7,0700","   64",",,7,0700","  102",",,7,0700","    0",",,7","  -44",",,7",,,,,,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00360785","2019-03-03","40.38028","-76.02745","106.7","BLUE MARSH LAKE, PA US",,,,,,,"   50",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,
