"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00053860","2018-12-22","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   44",",,W","   37",",,W",,,,,,,"  103","H,,S",,,"  330",",,W","  290",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-23","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   22",",,W","   11",",,W",,,,,,,"   86","H,,S",,,"  150",",,W","  240",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-24","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  194",",,W","   67",",,W","   18",",,W",,,,,,,"  116","H,,S",,,"   50",",,W","   50",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-25","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   50",",,W","   13",",,W",,,,,,,"  111","H,,S",,,"   50",",,W","   40",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-26","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   61",",,W","   34",",,W",,,,,,,"  122","H,,S",,,"   30",",,W","   30",",,W","   94",",,W","  121",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-27","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  222",",,W","  144",",,W","   40",",,W",,,,,,,"  190","H,,S",,,"  140",",,W","  150",",,W","   94",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-28","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   66",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  172",",,W","   38",",,W",,,,,,,"  226","H,,S",,,"  240",",,W","  240",",,W","  103",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-29","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   13",",,W,2400","    0",",,W","    0",",,W","  211",",,W","  156",",,W","   16",",,W",,,,,,,"  183","H,,S",,,"  320",",,W","  320",",,W","   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-30","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  156",",,W","   17",",,W",,,,,,,"  188","H,,S",,,"  140",",,W","  140",",,W","   45",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2018-12-31","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  178",",,W","   26",",,W",,,,,,,"  213","H,,S",,,"  220",",,W","  180",",,W","   72",",,W","   94",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-01","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  161",",,W","   21",",,W",,,,,,,"  208","H,,S",,,"  230",",,W","  220",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-02","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  139",",,W","   14",",,W",,,,,,,"  192","H,,S",,,"  180",",,W","  170",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-03","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    5",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  161",",,W","   30",",,W",,,,,,,"  211","H,,S",,,"  220",",,W","  210",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-04","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  135",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  150",",,W","   40",",,W",,,,,,,"  188","H,,S",,,"  260",",,W","  240",",,W","  125",",,W","  170",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-05","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  150",",,W","   94",",,W","   44",",,W",,,,,,,"  134","H,,S",,,"  270",",,W","  310",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-06","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","   61",",,W","   10",",,W",,,,,,,"  122","H,,S",,,"   70",",,W","   50",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-07","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  233",",,W","   78",",,W","   10",",,W",,,,,,,"  139","H,,S",,,"   90",",,W","  100",",,W","   45",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-08","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  111",",,W","   21",",,W",,,,,,,"  167","H,,S",,,"  250",",,W","  250",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-09","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   94",",,W","   46",",,W",,,,,,,"  153","H,,S",,,"  320",",,W","  320",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-10","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   33",",,W","   34",",,W",,,,,,,"   87","H,,S",,,"  340",",,W","  340",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-11","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  161",",,W","   22",",,W","   35",",,W",,,,,,,"   84","H,,S",,,"   50",",,W","   40",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-12","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  217",",,W","  117",",,W","   32",",,W",,,,,,,"  159","H,,S",,,"  140",",,W","  100",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-13","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  128",",,W","   37",",,W",,,,,,,"  185","H,,S",,,"  310",",,W","  270",",,W","   94",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-14","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   89",",,W","   37",",,W",,,,,,,"  123","H,,S",,,"  360",",,W","  350",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-15","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","   78",",,W","   28",",,W",,,,,,,"   99","H,,S",,,"  320",",,W","  320",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-16","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   39",",,W","   23",",,W",,,,,,,"   93","H,,S",,,"  330",",,W","  330",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-17","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   17",",,W","    9",",,W",,,,,,,"   89","H,,S",,,"  140",",,W","  100",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-18","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  222",",,W","   89",",,W","   16",",,W",,,,,,,"  135","H,,S",,,"  110",",,W","  110",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-19","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   38",",,W,2400","    0",",,W","    0",",,W","  244",",,W","   94",",,W","   38",",,W",,,,,,,"  167","H,,S",,,"  210",",,W","  210",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-20","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   84",",,W,2400","    0",",,W","    0",",,W","  183",",,W","   44",",,W","   59",",,W",,,,,,,"  140","H,,S",,,"  300",",,W","  290",",,W","  112",",,W","  152",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-21","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","   22",",,W","   49",",,W",,,,,,,"   56","H,,S",,,"   10",",,W","   50",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-22","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  200",",,W","   94",",,W","   38",",,W",,,,,,,"  137","H,,S",,,"  100",",,W","  100",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-23","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  244",",,W","  156",",,W","   51",",,W",,,,,,,"  186","H,,S",,,"  160",",,W","  160",",,W","  107",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-24","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  229",",,W,2400","    0",",,W","    0",",,W","  222",",,W","   72",",,W","   61",",,W",,,,,,,"  200","H,,S",,,"  220",",,W","  210",",,W","  103",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-25","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  150",",,W","   33",",,W","   32",",,W",,,,,,,"   89","H,,S",,,"  330",",,W","  330",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-26","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   44",",,W","   31",",,W",,,,,,,"   89","H,,S",,,"   10",",,W","   30",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-27","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  356",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   72",",,W","   38",",,W",,,,,,,"   88","H,,S",,,"   30",",,W","   30",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-28","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   71",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   50",",,W","   30",",,W",,,,,,,"   96","H,,S",,,"  340",",,W",,,"   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-29","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   22",",,W","   24",",,W",,,,,,,"   94","H,,S",,,"  290",",,W","  290",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-30","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","    0",",,W","   39",",,W",,,,,,,"   69","H,,S",,,"  340",",,W","  340",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-01-31","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","    6",",,W","   37",",,W",,,,,,,"   61","H,,S",,,"   40",",,W","   40",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-01","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    5",",,W,2400","    0",",,W","    0",",,W","  172",",,W","  111",",,W","   35",",,W",,,,,,,"  128","H,,S",,,"   40",",,W","   20",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-02","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   30",",,W,2400","    0",",,W","    0",",,W","  194",",,W","  133",",,W","   30",",,W",,,,,,,"  151","H,,S",,,"   40",",,W","   40",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-03","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   71",",,W,2400","    0",",,W","    0",",,W","  167",",,W","  133",",,W","   26",",,W",,,,,,,"  142","H,,S",,,"   10",",,W","   10",",,W","   89",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-04","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  194",",,W","   94",",,W","   12",",,W",,,,,,,"  148","H,,S",,,"   80",",,W","   70",",,W","   40",",,W","   45",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-05","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","   78",",,W","   10",",,W",,,,,,,"  144","H,,S",,,"   90",",,W","   90",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-06","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  111",",,W","   16",",,W",,,,,,,"  174","H,,S",,,"  150",",,W","  150",",,W","   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-07","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  117",",,W","   22",",,W",,,,,,,"  186","H,,S",,,"  140",",,W","  140",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-08","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  128",",,W","   19",",,W",,,,,,,"  198","H,,S",,,"  360",",,W","   10",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-09","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  183",",,W","  128",",,W","   64",",,W",,,,,,,"  153","H,,S",,,"   30",",,W","   40",",,W","  112",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-10","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   15",",,W,2400","    0",",,W","    0",",,W","  172",",,W","  133",",,W","   41",",,W",,,,,,,"  150","H,,S",,,"   20",",,W","   30",",,W","   81",",,W","  121",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2019-02-11","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   30",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  144",",,W","   21",",,W",,,,,,,"  178","H,,S",,,"  110",",,W","  210",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-12","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  156",",,W","   45",",,W",,,,,,,"  212","H,,S",,,"  320",",,W","  330",",,W","  116",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-13","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   48",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   94",",,W","   45",",,W",,,,,,,"  149","H,,S",,,"  310",",,W",,,"   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-14","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","   22",",,W","   16",",,W",,,,,,,"  117","H,,S",,,"  110",",,W","  110",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-15","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  217",",,W","   83",",,W","   20",",,W",,,,,,,"  147","H,,S",,,"  220",",,W","  270",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-16","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  122",",,W","   37",",,W",,,,,,,"  182","H,,S",,,"  240",",,W","  250",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-17","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  167",",,W","   23",",,W",,,,,,,"  205","H,,S",,,"  240",",,W","  220",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-18","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  167",",,W","   41",",,W",,,,,,,"  209","H,,S",,,"  220",",,W","  230",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-19","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   33",",,W,2400","    0",",,W","    0",",,W","  200",",,W","  144",",,W","   51",",,W",,,,,,,"  167","H,,S",,,"   40",",,W","   20",",,W","   89",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-20","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   66",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W","   25",",,W",,,,,,,"  190","H,,S",,,"  150",",,W","  150",",,W","   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-21","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    8",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  200",",,W","   32",",,W",,,,,,,"  230","H,,S",,,"  140",",,W","  150",",,W","   76",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-22","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  178",",,W","   23",",,W",,,,,,,"  231","H,,S",,,"  150",",,W","  130",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-23","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    5",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  183",",,W","   17",",,W",,,,,,,"  209","H,,S",,,"   80",",,W","   90",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2019-02-24","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   10",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  167",",,W","   46",",,W",,,,,,,"  221","H,,S",,,"  230",",,W","  260",",,W","  107",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-25","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   89",",,W","   42",",,W",,,,,,,"  148","H,,S",,,"  350",",,W","  350",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-26","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  211",",,W","  133",",,W","   24",",,W",,,,,,,"  165","H,,S",,,"  100",",,W","  100",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-27","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   69",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  139",",,W","   13",",,W",,,,,,,"  185","H,,S",,,"   80",",,W","   80",",,W","   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-02-28","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","    0","T,,W,2400","    0",",,W","    0",",,W","  233",",,W","  133",",,W","   17",",,W",,,,,,,"  182","H,,S",,,"  340",",,W","  340",",,W","   58",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053860","2019-03-01","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","  160",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  156",",,W","   23",",,W",,,,,,,"  187","H,,S",,,"  330",",,W","  300",",,W","  139",",,W","  165",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-03-02","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   38",",,W,2400","    0",",,W","    0",",,W","  206",",,W","  167",",,W","   21",",,W",,,,,,,"  183","H,,S",,,"  190",",,W","  180",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053860","2019-03-03","30.3361","-81.5147","12.5","JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US","   28",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  161",",,W","   34",",,W",,,,,,,"  204","H,,S",,,"  210",",,W","  200",",,W","   89",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
