"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00130241","2017-06-23","41.73229","-93.64999","297.2","ANKENY, IA US","  338",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  167",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-24","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  128",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-25","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  106",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-26","41.73229","-93.64999","297.2","ANKENY, IA US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  106",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-27","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7",,,,,,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-28","41.73229","-93.64999","297.2","ANKENY, IA US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  172",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-29","41.73229","-93.64999","297.2","ANKENY, IA US","   84",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  200",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-06-30","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-07-01","41.73229","-93.64999","297.2","ANKENY, IA US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  150",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-07-02","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  167",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-07-03","41.73229","-93.64999","297.2","ANKENY, IA US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  194",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-07-04","41.73229","-93.64999","297.2","ANKENY, IA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  200",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00130241","2017-07-05","41.73229","-93.64999","297.2","ANKENY, IA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  178",",,7",,,,,,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,
